OA_Code,Latitude,Longitude,All occupied Households,No Cars or Vans,One Car or Van,Two Cars or Vans,Three Cars or Vans,Four or More Cars or Vans
S00172755,55.84904632,-4.516254533,55,16,24,13,2,-
S00172756,55.84592073,-4.527538987,62,-,20,37,3,1
S00172757,55.85114673,-4.429679897,52,29,22,1,-,-
S00172758,55.84793956,-4.422769742,80,35,36,4,-,2
S00172759,55.85094102,-4.414568514,61,39,18,4,-,-
S00172760,55.8508102,-4.404271093,39,16,18,3,1,1
S00172761,55.84911643,-4.493396109,46,15,16,8,2,1
S00172762,55.84938653,-4.503990182,34,9,16,7,-,-
S00172763,55.85118382,-4.406307315,33,8,16,6,3,-
S00172764,55.85091526,-4.401193984,53,6,22,21,4,-
S00172765,55.84853859,-4.500165137,53,20,24,9,2,1
S00172766,55.84823789,-4.497270048,68,28,24,14,2,-
S00172767,55.84433528,-4.462146621,67,7,37,17,-,1
S00172768,55.85026486,-4.403662235,58,12,30,17,1,1
S00172769,55.84928286,-4.445268616,61,44,13,5,2,1
S00172770,55.84849947,-4.507384071,75,29,29,13,-,-
S00172771,55.84847983,-4.492876029,57,23,23,9,1,1
S00172772,55.84901416,-4.430713057,61,39,16,2,-,-
S00172773,55.8493525,-4.458006476,50,21,22,7,1,-
S00172774,55.85033618,-4.410121338,46,12,27,7,-,-
S00172775,55.8486393,-4.492103387,46,6,30,7,-,-
S00172776,55.85098775,-4.377104887,43,5,20,17,2,-
S00172777,55.85043067,-4.399774088,43,-,18,25,3,2
S00172778,55.84823731,-4.453989896,64,29,30,5,-,1
S00172779,55.84805507,-4.505374358,31,17,7,5,1,-
S00172780,55.84823109,-4.506440141,44,21,15,6,-,-
S00172781,55.84795152,-4.492778286,50,17,21,8,2,-
S00172782,55.85001471,-4.405883542,41,15,15,9,-,2
S00172783,55.85063554,-4.378121878,52,11,29,9,4,-
S00172784,55.84668027,-4.500940421,73,26,30,12,4,-
S00172785,55.84743235,-4.49355982,48,21,17,9,1,-
S00172786,55.84594467,-4.507491083,71,30,26,10,-,-
S00172787,55.84557509,-4.530360194,56,6,21,23,3,3
S00172788,55.84979264,-4.429978809,79,57,19,3,-,-
S00172789,55.84640964,-4.536533227,51,1,19,26,4,2
S00172790,55.84768957,-4.50875379,40,15,18,7,-,-
S00172791,55.8468953,-4.534775548,57,1,20,27,5,4
S00172792,55.84862972,-4.409600287,38,5,21,9,-,1
S00172793,55.84956675,-4.375292635,52,7,25,17,3,-
S00172794,55.84771426,-4.509745916,65,23,32,8,2,-
S00172795,55.84948714,-4.427243693,46,30,18,1,-,-
S00172796,55.84848153,-4.410741402,63,19,32,12,3,-
S00172797,55.84724772,-4.511025879,48,16,21,10,1,-
S00172798,55.84923229,-4.408663023,61,22,30,8,-,1
S00172799,55.84915053,-4.403194006,51,5,28,16,1,1
S00172800,55.84728352,-4.500004638,51,20,21,10,1,-
S00172801,55.84758941,-4.507053848,27,4,12,10,1,-
S00172802,55.84860928,-4.3797235,39,6,17,12,2,3
S00172803,55.8472764,-4.49593027,54,26,22,5,-,1
S00172804,55.84859165,-4.428897318,73,40,27,2,-,-
S00172805,55.84628796,-4.504318047,52,25,22,2,3,1
S00172806,55.84811641,-4.41148564,51,9,22,16,1,-
S00172807,55.84988107,-4.38737421,33,3,9,16,3,-
S00172808,55.8477292,-4.451976824,78,49,24,2,-,-
S00172809,55.84832738,-4.413559637,66,17,41,12,-,-
S00172810,55.8469697,-4.509234601,46,18,15,10,2,1
S00172811,55.84850835,-4.404320619,78,22,39,15,2,-
S00172812,55.84951731,-4.382495028,49,7,21,13,4,2
S00172813,55.84757923,-4.386498143,63,7,27,21,6,2
S00172814,55.84726496,-4.415027432,50,19,25,3,1,-
S00172815,55.8487998,-4.386588957,46,5,18,24,1,1
S00172816,55.84748388,-4.456163061,55,22,21,9,3,-
S00172817,55.84750577,-4.450109532,39,17,13,8,3,1
S00172818,55.84543411,-4.522347307,81,-,26,45,10,-
S00172819,55.8465166,-4.497495105,29,8,13,6,1,1
S00172820,55.84807342,-4.412761062,63,10,34,14,-,1
S00172821,55.84608024,-4.399330154,35,4,8,14,5,4
S00172822,55.8460018,-4.526218265,58,3,13,38,1,2
S00172823,55.84686344,-4.492804457,58,23,23,4,1,4
S00172824,55.84878103,-4.408299594,91,61,27,4,-,-
S00172825,55.84666823,-4.45560037,51,19,26,6,-,-
S00172826,55.84509264,-4.523219798,71,1,25,35,2,1
S00172827,55.84731599,-4.401866585,66,8,27,27,1,4
S00172828,55.84641607,-4.424368313,62,38,20,5,-,-
S00172829,55.84614288,-4.499963329,42,17,23,4,2,-
S00172830,55.84792265,-4.436364337,35,12,13,7,1,-
S00172831,55.84870565,-4.38217375,50,16,26,7,1,-
S00172832,55.84844603,-4.402910865,72,11,43,11,3,-
S00172833,55.84550968,-4.459153659,51,22,21,7,3,-
S00172834,55.84800553,-4.435810359,47,24,15,7,1,-
S00172835,55.84662848,-4.417687802,61,33,28,3,-,-
S00172836,55.84444504,-4.502570035,77,32,41,4,-,-
S00172837,55.8462429,-4.498579867,52,27,21,1,2,-
S00172838,55.84789685,-4.407094617,51,23,24,2,2,-
S00172839,55.84667129,-4.49341521,86,54,32,1,-,-
S00172840,55.84710492,-4.453535082,67,37,21,13,-,-
S00172841,55.83664399,-4.491032158,58,21,28,5,2,-
S00172842,55.8453121,-4.458246569,57,18,30,3,4,-
S00172843,55.84644995,-4.492362607,84,61,21,6,-,-
S00172844,55.84621195,-4.494791644,54,16,33,8,1,-
S00172845,55.84794074,-4.382222792,62,6,28,22,4,2
S00172846,55.84793555,-4.37365941,71,7,32,24,7,3
S00172847,55.84578845,-4.5032475,68,28,29,7,2,-
S00172848,55.84693491,-4.406188425,63,26,31,4,-,-
S00172849,55.84591283,-4.441174909,75,40,23,8,2,1
S00172850,55.84788594,-4.376228494,32,4,12,15,-,1
S00172851,55.84629147,-4.455113312,40,16,15,4,-,-
S00172852,55.84686134,-4.433677897,54,13,29,9,4,-
S00172853,55.84734173,-4.403769285,44,20,20,6,-,-
S00172854,55.84706784,-4.435959365,46,27,13,6,-,-
S00172855,55.84673682,-4.437695969,36,22,12,4,-,-
S00172856,55.84704064,-4.431883849,36,9,18,7,3,-
S00172857,55.84647203,-4.421528167,51,19,26,6,-,-
S00172858,55.84648414,-4.429117271,79,22,45,9,4,-
S00172859,55.84616734,-4.457278148,30,19,8,5,2,-
S00172860,55.84506563,-4.505197923,46,20,18,4,1,-
S00172861,55.84559888,-4.464574912,57,3,21,30,1,1
S00172862,55.84634238,-4.448502652,47,16,22,8,1,1
S00172863,55.84574331,-4.447442553,52,24,17,8,4,-
S00172864,55.84680922,-4.43631062,48,32,8,3,-,-
S00172865,55.84667315,-4.387337214,68,8,32,21,6,1
S00172866,55.84711779,-4.408324493,72,41,24,5,1,1
S00172867,55.84605949,-4.439219136,69,46,16,6,-,-
S00172868,55.84606451,-4.43760594,71,44,20,6,3,-
S00172869,55.84619001,-4.44802978,37,23,12,2,-,-
S00172870,55.84545186,-4.455299985,41,20,14,5,1,1
S00172871,55.8471588,-4.382222864,66,10,25,28,4,-
S00172872,55.84644262,-4.435760483,46,27,19,3,-,-
S00172873,55.84572417,-4.432552437,62,13,38,8,-,-
S00172874,55.84521375,-4.451466923,48,11,17,14,4,2
S00172875,55.84609108,-4.413932185,52,18,29,5,-,-
S00172876,55.84675554,-4.41029902,70,43,23,4,-,-
S00172877,55.84704996,-4.37809452,45,7,19,12,2,2
S00172878,55.8465084,-4.415108296,39,29,13,-,-,-
S00172879,55.8462195,-4.420202479,51,28,21,4,-,-
S00172880,55.84689163,-4.403805392,63,33,27,4,-,-
S00172881,55.8444545,-4.461579068,64,8,36,19,4,1
S00172882,55.84276727,-4.442974413,78,44,34,3,-,-
S00172883,55.84424305,-4.456421843,72,42,23,6,-,-
S00172884,55.84431387,-4.463215575,35,4,12,16,4,1
S00172885,55.84556819,-4.426344344,60,32,22,5,-,-
S00172886,55.84419733,-4.504582921,77,32,32,11,4,-
S00172887,55.84516938,-4.413267984,70,46,21,2,1,-
S00172888,55.84605064,-4.384679115,74,13,33,19,7,1
S00172889,55.84633443,-4.409314424,79,47,26,4,-,1
S00172890,55.8459069,-4.404064085,59,24,25,8,1,1
S00172891,55.84619441,-4.408203462,44,25,18,-,-,-
S00172892,55.84620191,-4.369879416,64,11,30,20,6,-
S00172893,55.84393905,-4.507553589,81,1,26,45,7,1
S00172894,55.84554948,-4.438196719,43,28,12,3,-,-
S00172895,55.84566525,-4.407228197,40,26,16,1,-,-
S00172896,55.8454033,-4.418745932,68,26,37,7,1,-
S00172897,55.84411379,-4.501622199,60,19,33,9,2,-
S00172898,55.8456378,-4.429192258,75,27,40,6,1,-
S00172899,55.84554349,-4.412524375,77,44,31,2,-,-
S00172900,55.84377839,-4.399379975,44,9,13,18,5,2
S00172901,55.84402498,-4.458788299,62,32,15,11,3,-
S00172902,55.84608354,-4.378339007,61,7,29,20,4,2
S00172903,55.84568533,-4.395152307,61,7,18,29,2,2
S00172904,55.84578911,-4.408705567,44,29,11,1,-,-
S00172905,55.8453555,-4.412944048,45,28,12,2,-,-
S00172906,55.84487194,-4.436556794,57,36,15,6,-,-
S00172907,55.84471171,-4.453655813,65,16,31,10,4,3
S00172908,55.84384307,-4.503441896,49,13,23,11,2,-
S00172909,55.84613729,-4.373230253,37,6,19,12,3,-
S00172910,55.84571685,-4.411017484,44,13,23,10,-,-
S00172911,55.84282869,-4.42716399,35,17,14,2,2,-
S00172912,55.84537881,-4.409462952,86,64,17,7,-,1
S00172913,55.8441222,-4.422643981,70,39,29,5,-,-
S00172914,55.84561105,-4.40907795,47,31,12,2,-,-
S00172915,55.84525746,-4.411068906,58,43,14,1,-,-
S00172916,55.83678357,-4.48546694,76,29,32,14,4,2
S00172917,55.84543812,-4.410105622,36,24,10,1,1,-
S00172918,55.84337438,-4.454913366,55,17,32,4,-,1
S00172919,55.84516225,-4.410424014,46,29,14,3,-,-
S00172920,55.84447144,-4.434087599,35,22,10,-,2,-
S00172921,55.84448026,-4.425909117,62,42,18,2,-,-
S00172922,55.84477083,-4.411134614,74,46,21,5,-,-
S00172923,55.84429608,-4.387095591,82,11,35,26,1,4
S00172924,55.84339215,-4.453572642,72,15,30,16,5,2
S00172925,55.84582087,-4.38123041,65,6,35,21,5,2
S00172926,55.84513687,-4.417211763,67,35,26,5,-,-
S00172927,55.84442232,-4.438381716,70,33,21,10,2,1
S00172928,55.84533149,-4.395322234,42,5,16,12,5,-
S00172929,55.84529969,-4.407077792,84,60,22,2,-,-
S00172930,55.84367289,-4.382153316,77,11,30,30,4,4
S00172931,55.84386974,-4.455312019,28,10,12,4,-,1
S00172932,55.84455554,-4.429380317,61,38,20,4,1,-
S00172933,55.84466747,-4.40769366,42,10,27,2,-,-
S00172934,55.84426563,-4.436311175,46,31,16,2,-,2
S00172935,55.84409076,-4.441955223,70,33,22,9,4,3
S00172936,55.84497203,-4.409581547,46,29,16,1,-,-
S00172937,55.84250929,-4.42968392,77,39,25,13,3,1
S00172938,55.84463327,-4.414480773,47,36,13,2,-,-
S00172939,55.84451176,-4.390335667,43,3,13,21,4,2
S00172940,55.84462759,-4.373218088,53,9,22,16,5,1
S00172941,55.84491637,-4.395408514,50,2,16,24,6,2
S00172942,55.8445697,-4.412224406,48,37,8,3,-,-
S00172943,55.84475121,-4.411676539,69,46,20,2,-,-
S00172944,55.84291269,-4.457328296,42,19,9,11,3,1
S00172945,55.844962,-4.371257622,57,12,16,18,2,4
S00172946,55.84198168,-4.465224476,66,10,33,16,6,1
S00172947,55.8439857,-4.435015696,57,32,19,2,-,-
S00172948,55.84338622,-4.390442273,49,2,19,23,3,-
S00172949,55.84377398,-4.437989668,58,41,16,4,-,-
S00172950,55.84309697,-4.464288723,62,3,29,20,8,1
S00172951,55.84109542,-4.547943678,78,5,42,24,1,3
S00172952,55.84433933,-4.412513647,40,28,11,2,4,-
S00172953,55.83851315,-4.510494485,71,27,34,9,1,-
S00172954,55.84429987,-4.413150183,64,40,22,2,-,-
S00172955,55.84330995,-4.39713071,54,7,22,18,1,2
S00172956,55.84303068,-4.4374,65,39,22,3,-,-
S00172957,55.81552052,-4.463007552,41,3,18,11,6,3
S00172958,55.84336219,-4.435184362,54,32,18,2,-,-
S00172959,55.84081451,-4.474111616,81,4,24,44,9,-
S00172960,55.84397385,-4.377283612,53,8,26,12,5,-
S00172961,55.84309196,-4.408746349,56,30,25,1,-,-
S00172962,55.84376512,-4.413835879,63,26,34,2,-,-
S00172963,55.84393409,-4.380268365,36,1,15,11,5,1
S00172964,55.84394963,-4.407633289,55,9,32,16,1,-
S00172965,55.84280622,-4.439654258,79,48,27,4,-,-
S00172966,55.84306727,-4.438728143,72,54,18,2,-,-
S00172967,55.84298446,-4.438371525,40,18,18,4,-,-
S00172968,55.83788798,-4.498826342,59,29,26,7,1,-
S00172969,55.8431237,-4.441319492,74,50,21,2,2,-
S00172970,55.84170839,-4.462715276,72,10,34,21,4,3
S00172971,55.84389578,-4.410840801,46,34,9,3,-,-
S00172972,55.8440681,-4.369605749,47,8,28,6,3,1
S00172973,55.84376167,-4.412637592,70,48,21,1,-,-
S00172974,55.84309537,-4.445007746,46,29,13,1,1,-
S00172975,55.83976034,-4.551210691,61,16,24,17,-,1
S00172976,55.8435473,-4.394174135,53,4,22,17,3,-
S00172977,55.84245046,-4.466947404,31,4,14,9,4,-
S00172978,55.84177909,-4.422961406,47,36,11,4,-,-
S00172979,55.84338108,-4.411879195,61,35,22,1,-,-
S00172980,55.84261277,-4.426719233,71,52,18,2,-,-
S00172981,55.84218875,-4.440877491,71,25,36,10,-,-
S00172982,55.84111423,-4.455122264,59,11,25,20,4,1
S00172983,55.83747302,-4.509932285,77,48,24,8,1,-
S00172984,55.84142752,-4.471786478,58,3,24,27,4,-
S00172985,55.84292473,-4.434581931,38,21,13,-,2,-
S00172986,55.84323032,-4.41040024,64,29,29,6,-,-
S00172987,55.84293691,-4.433512431,41,23,13,5,-,-
S00172988,55.84175961,-4.414813705,47,16,26,5,-,-
S00172989,55.84273533,-4.39433186,46,5,13,19,7,3
S00172990,55.84252466,-4.423439102,76,43,27,6,2,-
S00172991,55.84263244,-4.425266834,72,40,29,3,-,-
S00172992,55.83947405,-4.554610188,48,8,18,19,3,-
S00172993,55.84236617,-4.442805478,65,40,24,-,-,-
S00172994,55.84309049,-4.412947425,53,14,32,6,1,-
S00172995,55.8426725,-4.435971866,41,18,16,2,1,-
S00172996,55.84270568,-4.434296675,61,34,20,6,-,1
S00172997,55.8430894,-4.407500218,77,42,27,7,1,-
S00172998,55.84246706,-4.372000181,43,1,27,12,1,2
S00172999,55.84189838,-4.445539572,47,23,18,6,-,1
S00173000,55.8430709,-4.405230767,55,35,16,1,-,-
S00173001,55.84307049,-4.401572701,74,34,34,5,-,1
S00173002,55.83971803,-4.550217576,82,26,36,20,3,-
S00173003,55.84218663,-4.40218907,69,40,22,5,2,-
S00173004,55.84206163,-4.409497255,75,21,38,13,2,-
S00173005,55.84193841,-4.434009095,72,45,26,3,-,2
S00173006,55.84235584,-4.435169335,58,32,19,6,-,-
S00173007,55.84256726,-4.407084558,55,37,18,-,-,-
S00173008,55.84033782,-4.469656759,54,2,12,25,11,3
S00173009,55.84067249,-4.468208446,52,10,24,8,5,1
S00173010,55.84073088,-4.471566543,29,1,9,14,4,1
S00173011,55.84187633,-4.405188914,62,26,25,7,3,-
S00173012,55.84183633,-4.44051995,53,34,15,4,-,-
S00173013,55.84225984,-4.428662005,54,34,9,8,-,1
S00173014,55.84273105,-4.402845642,47,31,9,-,1,-
S00173015,55.84148635,-4.423677965,73,51,19,3,-,-
S00173016,55.84158859,-4.430792525,80,47,27,8,1,-
S00173017,55.84176463,-4.431889719,64,44,12,3,1,2
S00173018,55.84199115,-4.425881804,46,22,19,5,-,-
S00173019,55.84103031,-4.447609498,62,37,17,7,1,-
S00173020,55.84178327,-4.438663685,55,38,14,1,2,-
S00173021,55.84220216,-4.40782872,43,21,16,6,-,-
S00173022,55.83915885,-4.437301368,44,6,19,11,6,2
S00173023,55.83764541,-4.556965936,54,4,19,21,8,-
S00173024,55.84199384,-4.412496091,57,10,31,20,-,-
S00173025,55.84131082,-4.449320319,54,21,20,9,3,-
S00173026,55.84162708,-4.445171112,56,43,11,5,-,-
S00173027,55.8418234,-4.418427678,62,11,32,16,1,-
S00173028,55.84058205,-4.466892907,30,3,14,13,-,-
S00173029,55.83858211,-4.554711394,52,15,23,12,3,-
S00173030,55.84063425,-4.445380302,70,39,26,4,-,-
S00173031,55.84100049,-4.445946398,54,38,13,4,-,-
S00173032,55.83838411,-4.552126794,61,15,37,7,4,-
S00173033,55.84040589,-4.459534098,59,35,15,5,5,-
S00173034,55.84084812,-4.452693517,60,14,30,14,1,-
S00173035,55.84155136,-4.408475326,33,8,18,3,-,4
S00173036,55.84147698,-4.421872386,31,7,17,7,-,3
S00173037,55.84155319,-4.428490135,44,20,20,2,2,-
S00173038,55.84121026,-4.439458408,95,81,15,-,-,1
S00173039,55.84156639,-4.412293896,49,9,23,13,3,1
S00173040,55.83718042,-4.549492341,36,2,20,12,-,2
S00173041,55.83600862,-4.395451467,38,-,19,12,3,3
S00173042,55.8414455,-4.40009876,61,4,22,35,1,-
S00173043,55.84125341,-4.407626285,62,19,40,3,-,-
S00173044,55.84175796,-4.372883431,46,4,22,14,4,1
S00173045,55.84027245,-4.451363435,44,10,15,14,5,2
S00173046,55.840232,-4.430308505,45,21,17,3,-,-
S00173047,55.83978968,-4.400204333,75,9,28,34,4,-
S00173048,55.84106649,-4.424003239,55,30,15,7,-,3
S00173049,55.84101329,-4.424878454,50,32,16,1,-,-
S00173050,55.83824073,-4.438729308,47,6,18,13,10,-
S00173051,55.8409973,-4.406476354,38,10,15,10,-,-
S00173052,55.84099836,-4.428822912,62,32,28,5,-,-
S00173053,55.84104183,-4.421605719,86,18,53,11,1,-
S00173054,55.83813006,-4.551375401,58,9,21,19,3,3
S00173055,55.84102923,-4.427259459,76,29,36,7,-,-
S00173056,55.83944709,-4.408073626,56,10,19,18,3,1
S00173057,55.84059388,-4.448764074,29,7,13,5,4,-
S00173058,55.84049353,-4.447032666,46,8,29,6,2,-
S00173059,55.84019012,-4.456389752,40,9,16,12,2,1
S00173060,55.84050944,-4.423537286,52,15,26,4,2,-
S00173061,55.83954667,-4.456205402,71,6,34,25,8,-
S00173062,55.8398803,-4.445780188,64,14,41,8,1,-
S00173063,55.83937439,-4.450875631,65,7,43,14,1,-
S00173064,55.83834473,-4.496252146,68,7,31,21,9,2
S00173065,55.83933453,-4.464561711,50,15,25,6,4,-
S00173066,55.83992582,-4.431247762,87,55,24,4,2,-
S00173067,55.83840017,-4.499274499,56,21,25,7,2,-
S00173068,55.8372858,-4.462291807,40,19,24,2,-,-
S00173069,55.83751801,-4.512570594,66,38,21,6,-,1
S00173070,55.83987484,-4.444246452,55,12,35,8,-,-
S00173071,55.83827418,-4.516468763,75,17,42,14,2,-
S00173072,55.83855182,-4.471763641,45,1,18,15,10,1
S00173073,55.83957504,-4.447118695,29,3,13,11,-,1
S00173074,55.8387379,-4.416734637,50,4,21,18,6,1
S00173075,55.83967711,-4.423357696,46,27,16,2,-,-
S00173076,55.83583717,-4.555313912,80,9,43,23,4,-
S00173077,55.83968332,-4.429874939,89,47,35,4,-,2
S00173078,55.83790233,-4.511796777,67,31,25,9,-,-
S00173079,55.83752004,-4.498355511,46,2,29,14,2,-
S00173080,55.83935654,-4.42776214,58,14,34,11,-,-
S00173081,55.8357706,-4.518463117,50,24,22,2,-,1
S00173082,55.8394315,-4.426696651,62,13,37,11,1,-
S00173083,55.83959826,-4.425077834,59,35,20,4,-,-
S00173084,55.83699938,-4.514198213,50,26,21,2,-,1
S00173085,55.83859364,-4.454420266,50,6,19,20,2,-
S00173086,55.83858499,-4.42996612,79,46,21,8,4,-
S00173087,55.83866847,-4.444346417,35,3,17,12,8,2
S00173088,55.83754606,-4.49663219,74,4,36,37,2,-
S00173089,55.83950828,-4.414578239,69,37,27,5,-,-
S00173090,55.83675524,-4.509870045,69,57,12,1,-,-
S00173091,55.83500376,-4.441513134,89,21,51,15,4,-
S00173092,55.83786862,-4.408359332,50,16,17,10,7,1
S00173093,55.83742414,-4.501304193,43,14,26,5,2,-
S00173094,55.83770901,-4.479696186,54,13,32,9,1,-
S00173095,55.83696745,-4.470097833,56,8,10,34,2,3
S00173096,55.83819429,-4.444236788,64,5,25,20,12,4
S00173097,55.83829698,-4.458921714,48,3,26,15,2,2
S00173098,55.8369359,-4.516861431,60,33,24,3,-,-
S00173099,55.83728682,-4.505400188,54,20,26,7,-,-
S00173100,55.83513974,-4.548208792,38,13,13,6,1,4
S00173101,55.83732857,-4.398742957,55,1,19,28,5,-
S00173102,55.83867313,-4.423678544,67,44,18,6,-,-
S00173103,55.83667573,-4.506718472,45,17,12,11,2,1
S00173104,55.83840005,-4.423853212,76,37,33,6,-,-
S00173105,55.83816231,-4.449457675,32,3,15,12,2,-
S00173106,55.83805564,-4.456606482,65,6,25,25,8,1
S00173107,55.83782536,-4.432474225,42,6,16,18,2,3
S00173108,55.8358236,-4.551639536,61,13,32,11,4,-
S00173109,55.8383571,-4.425575529,74,33,34,8,-,-
S00173110,55.83893042,-4.414254902,54,23,27,4,-,-
S00173111,55.83692361,-4.502933117,64,26,27,10,1,-
S00173112,55.8361239,-4.512177177,41,21,12,5,4,-
S00173113,55.83789331,-4.451229623,52,1,26,18,6,1
S00173114,55.83788682,-4.424811524,57,27,22,5,-,-
S00173115,55.83610862,-4.51731905,68,33,32,1,-,-
S00173116,55.83721916,-4.479473328,43,19,16,10,1,-
S00173117,55.83660912,-4.498951906,68,5,34,24,5,-
S00173118,55.83652234,-4.515109746,46,25,13,3,2,-
S00173119,55.83810313,-4.436149183,51,10,25,11,4,5
S00173120,55.83572768,-4.51397236,76,58,12,6,-,-
S00173121,55.83777204,-4.445583873,39,8,18,12,1,-
S00173122,55.8355359,-4.547308369,48,18,21,7,-,1
S00173123,55.83657973,-4.481764473,55,12,27,15,1,-
S00173124,55.83643354,-4.504930021,38,11,15,8,3,-
S00173125,55.83602928,-4.489874831,69,34,28,6,-,-
S00173126,55.83752447,-4.426322252,49,11,29,8,1,-
S00173127,55.83516916,-4.403465042,79,23,35,10,4,-
S00173128,55.8372472,-4.41986839,86,25,35,17,4,5
S00173129,55.83729117,-4.448971636,48,2,29,11,6,-
S00173130,55.83663657,-4.458353686,58,25,19,11,4,1
S00173131,55.837374,-4.456084321,56,27,23,8,-,-
S00173132,55.83533935,-4.511423825,63,35,18,6,1,-
S00173133,55.83639191,-4.448994937,63,7,18,26,9,3
S00173134,55.83689389,-4.429125896,62,7,25,24,3,5
S00173135,55.83555611,-4.520158185,67,10,26,27,4,-
S00173136,55.83731333,-4.422443942,77,31,25,14,1,1
S00173137,55.83703476,-4.420158648,57,25,14,11,2,3
S00173138,55.83706243,-4.446465663,39,4,18,13,1,-
S00173139,55.83721636,-4.423715643,52,27,21,5,-,-
S00173140,55.83740256,-4.412419257,40,17,19,7,1,-
S00173141,55.83598253,-4.505891242,61,37,20,5,2,-
S00173142,55.83702604,-4.406406609,72,32,28,10,1,-
S00173143,55.83555218,-4.502749137,72,30,27,12,3,-
S00173144,55.83609718,-4.509524169,50,36,14,-,-,-
S00173145,55.83541647,-4.50984764,65,27,31,6,-,-
S00173146,55.8373268,-4.405275239,58,24,16,8,2,-
S00173147,55.83544837,-4.501225193,47,9,25,7,2,-
S00173148,55.8367605,-4.413992595,46,14,23,6,-,1
S00173149,55.83528115,-4.483757959,65,13,26,18,5,3
S00173150,55.8356139,-4.494847291,27,2,11,7,3,2
S00173151,55.83629687,-4.459609955,31,9,13,7,3,-
S00173152,55.83645369,-4.454461067,36,20,15,5,-,-
S00173153,55.83407782,-4.54740464,56,13,23,16,4,-
S00173154,55.83365085,-4.544150618,65,20,38,10,-,1
S00173155,55.83530435,-4.517091373,68,44,20,4,-,-
S00173156,55.83538232,-4.48764541,51,38,9,3,2,-
S00173157,55.83520864,-4.49665801,60,3,26,20,7,1
S00173158,55.83564342,-4.480059758,38,2,12,20,2,1
S00173159,55.83525949,-4.507409893,56,27,21,10,-,1
S00173160,55.83623451,-4.461378844,46,22,20,2,1,-
S00173161,55.83684297,-4.413454677,44,10,21,15,3,-
S00173162,55.83702001,-4.409009594,49,20,19,9,1,-
S00173163,55.83402475,-4.523828188,39,8,15,10,2,1
S00173164,55.83488794,-4.500055251,82,27,40,9,4,-
S00173165,55.83589786,-4.416270897,48,7,27,12,1,1
S00173166,55.83490152,-4.50909575,57,37,17,3,-,-
S00173167,55.83447518,-4.449561136,76,29,39,11,1,-
S00173168,55.83373722,-4.503159522,57,13,36,5,-,-
S00173169,55.83626624,-4.424039816,79,39,32,3,-,-
S00173170,55.8349466,-4.517004364,43,26,16,1,-,-
S00173171,55.83501433,-4.461269778,79,9,34,28,8,1
S00173172,55.83420646,-4.491562975,50,8,20,17,4,2
S00173173,55.8343326,-4.490660711,58,19,23,11,1,4
S00173174,55.83392659,-4.510182824,74,33,36,9,-,-
