OA_Code,Latitude,Longitude,All occupied Households,No Cars or Vans,One Car or Van,Two Cars or Vans,Three Cars or Vans,Four or More Cars or Vans
S00135759,57.16926758,-2.160185177,27,12,8,6,2,-
S00135760,57.16929789,-2.116463665,27,11,13,1,2,-
S00135761,57.1694905,-2.161475972,45,12,22,10,-,1
S00135762,57.16877942,-2.091806954,68,31,28,9,-,-
S00135763,57.16879811,-2.131327906,46,25,17,3,-,-
S00135764,57.16877877,-2.163076851,42,16,17,9,-,-
S00135765,57.16901192,-2.093229631,69,33,31,1,-,1
S00135766,57.16916469,-2.124202144,45,17,14,7,-,-
S00135767,57.1687512,-2.149153472,56,24,18,8,3,-
S00135768,57.16799467,-2.143131464,67,28,24,12,2,1
S00135769,57.16831653,-2.159288128,45,13,17,12,2,2
S00135770,57.16909586,-2.111436061,73,37,29,8,1,-
S00135771,57.16875713,-2.108442037,63,35,22,8,-,-
S00135772,57.16847695,-2.167159867,76,18,37,14,4,1
S00135773,57.16760371,-2.112522899,79,32,40,7,-,-
S00135774,57.16848906,-2.150524888,32,15,12,4,-,-
S00135775,57.16887785,-2.114114232,81,33,44,4,1,-
S00135776,57.16879119,-2.129343568,48,15,23,11,1,-
S00135777,57.16912858,-2.156447416,41,15,18,6,2,-
S00135778,57.1690646,-2.094850297,36,21,14,1,-,-
S00135779,57.16857437,-2.138883995,63,26,27,10,-,-
S00135780,57.16822784,-2.117617791,39,17,19,3,-,-
S00135781,57.1683124,-2.169292234,48,17,16,16,2,2
S00135782,57.1669153,-2.136347891,58,27,28,5,-,-
S00135783,57.16884346,-2.090203125,96,43,47,4,2,-
S00135784,57.16888994,-2.160464654,36,13,18,4,1,-
S00135785,57.16838792,-2.119321484,27,18,8,4,1,-
S00135786,57.16794944,-2.151051829,54,26,11,11,1,2
S00135787,57.16861202,-2.110029054,35,13,16,4,-,-
S00135788,57.16801225,-2.172019236,47,10,28,13,-,-
S00135789,57.16773563,-2.170662039,47,14,25,8,2,-
S00135790,57.16830634,-2.120081864,53,27,24,2,-,-
S00135791,57.16810743,-2.089407617,107,75,28,2,-,-
S00135792,57.16805668,-2.118129851,37,17,17,5,2,-
S00135793,57.16806741,-2.11626136,46,18,21,4,-,-
S00135794,57.16454056,-2.220613259,58,-,21,22,15,4
S00135795,57.16784938,-2.108985045,47,25,16,5,1,-
S00135796,57.1680825,-2.128398558,56,25,27,7,-,-
S00135797,57.16718383,-2.099144626,71,40,26,9,-,-
S00135798,57.16835003,-2.111698384,50,37,10,-,3,-
S00135799,57.16655666,-2.143770761,70,30,32,7,1,-
S00135800,57.16750781,-2.128181602,57,17,28,7,-,-
S00135801,57.16742168,-2.163583463,43,23,13,6,1,-
S00135802,57.1669891,-2.095423698,42,21,17,3,1,-
S00135803,57.16662289,-2.140827792,45,18,24,7,-,-
S00135804,57.16736995,-2.168725719,51,13,31,9,1,-
S00135805,57.16786621,-2.099559845,54,33,15,1,1,-
S00135806,57.16763492,-2.151149757,49,21,15,14,1,-
S00135807,57.16779817,-2.094632084,55,30,18,7,1,-
S00135808,57.16822297,-2.122694232,67,47,20,1,1,-
S00135809,57.16679501,-2.139538713,45,12,22,2,-,1
S00135810,57.16612647,-2.217811801,41,-,9,22,9,1
S00135811,57.16800565,-2.124446284,64,24,29,8,3,-
S00135812,57.16751155,-2.093523481,61,33,25,3,-,-
S00135813,57.16750318,-2.092696691,57,34,15,7,1,-
S00135814,57.16745872,-2.092084772,38,20,14,5,-,-
S00135815,57.16790879,-2.090812657,56,42,9,1,-,-
S00135816,57.16792619,-2.131870482,60,19,35,5,-,-
S00135817,57.16664282,-2.161529679,46,9,24,8,3,-
S00135818,57.16713896,-2.109859316,58,28,23,7,-,-
S00135819,57.16693345,-2.151808295,46,19,21,8,4,1
S00135820,57.16717875,-2.141788953,71,27,34,8,-,-
S00135821,57.16676916,-2.121217788,43,19,20,4,-,-
S00135822,57.1671684,-2.117019152,53,19,24,4,-,2
S00135823,57.16723457,-2.122972051,67,28,32,9,2,-
S00135824,57.16694409,-2.164722275,71,13,35,14,7,-
S00135825,57.16664598,-2.15182365,39,7,20,9,2,-
S00135826,57.16680205,-2.114918041,36,18,13,5,-,-
S00135827,57.1668964,-2.159926881,30,9,15,3,-,-
S00135828,57.16664638,-2.127269191,69,24,30,13,-,4
S00135829,57.1673518,-2.090877429,65,41,20,6,-,-
S00135830,57.16710411,-2.127667611,41,14,19,4,4,-
S00135831,57.16545333,-2.171114475,47,10,20,12,4,2
S00135832,57.16738013,-2.088959403,98,49,41,7,1,-
S00135833,57.16633778,-2.146613905,50,17,17,11,1,1
S00135834,57.16677185,-2.11840684,51,16,22,12,-,-
S00135835,57.16675175,-2.088346094,102,53,49,2,1,-
S00135836,57.16580053,-2.14512366,43,8,22,12,-,-
S00135837,57.16702097,-2.167715482,63,17,29,15,2,-
S00135838,57.16507913,-2.102478903,61,27,22,10,2,-
S00135839,57.16541773,-2.105786729,71,42,23,6,-,-
S00135840,57.16631433,-2.126953886,70,17,38,15,-,-
S00135841,57.16659085,-2.119811732,38,10,19,4,5,-
S00135842,57.16613131,-2.130227139,50,19,22,7,2,-
S00135843,57.16678626,-2.090346917,62,46,15,1,-,-
S00135844,57.16648596,-2.164720234,42,22,15,3,-,-
S00135845,57.16652165,-2.17159893,35,19,13,5,1,1
S00135846,57.16578004,-2.13111877,69,18,41,8,2,-
S00135847,57.16648509,-2.096679049,37,19,15,3,-,-
S00135848,57.16535098,-2.160201284,58,30,15,6,1,-
S00135849,57.16589423,-2.09403196,57,36,19,-,-,-
S00135850,57.16594506,-2.21881935,33,1,5,22,5,-
S00135851,57.16609134,-2.149903343,44,10,18,14,-,-
S00135852,57.16630621,-2.11683454,38,25,12,-,1,-
S00135853,57.1652877,-2.137879587,65,52,14,2,-,-
S00135854,57.16558523,-2.119312437,36,6,17,9,3,1
S00135855,57.1655636,-2.09168322,74,51,20,2,-,1
S00135856,57.1656908,-2.08969939,42,27,11,4,-,-
S00135857,57.16581195,-2.126290776,27,4,15,8,1,-
S00135858,57.16551615,-2.142443957,26,5,14,3,-,-
S00135859,57.16569525,-2.095817186,51,29,18,2,-,-
S00135860,57.16545256,-2.150727476,45,18,21,5,3,1
S00135861,57.16531085,-2.133084699,61,9,34,10,2,-
S00135862,57.16266141,-2.155973665,39,9,21,9,-,-
S00135863,57.16590772,-2.167230929,38,6,24,7,1,-
S00135864,57.16487522,-2.119690432,42,10,19,9,2,1
S00135865,57.16546557,-2.122304788,47,11,23,10,3,-
S00135866,57.16524089,-2.112846392,30,13,11,4,1,-
S00135867,57.16527188,-2.118203623,50,13,27,7,2,-
S00135868,57.16474541,-2.123856615,67,10,38,12,3,1
S00135869,57.16437283,-2.128104597,28,3,18,7,-,-
S00135870,57.16482526,-2.115490591,56,32,20,4,-,-
S00135871,57.16394797,-2.112148027,75,38,29,3,2,2
S00135872,57.16487478,-2.1376135,70,46,26,2,-,-
S00135873,57.16558412,-2.167394811,55,11,23,19,4,-
S00135874,57.1650212,-2.126536089,63,14,32,15,-,2
S00135875,57.16465301,-2.171722535,54,13,26,11,3,1
S00135876,57.16506593,-2.143384677,43,8,24,9,2,-
S00135877,57.16418916,-2.148043836,63,24,24,14,1,-
S00135878,57.16447349,-2.126286204,71,8,35,21,2,1
S00135879,57.1652694,-2.167624868,37,9,15,12,-,-
S00135880,57.16397558,-2.10080593,66,43,19,2,1,-
S00135881,57.16346563,-2.159349906,51,9,23,17,2,-
S00135882,57.16456346,-2.164827412,42,10,13,14,-,-
S00135883,57.16398017,-2.164361866,37,8,18,11,1,-
S00135884,57.16461063,-2.156048021,35,7,18,9,-,-
S00135885,57.16524038,-2.091450937,64,42,15,6,1,-
S00135886,57.16427583,-2.134932774,52,20,27,5,-,-
S00135887,57.16507584,-2.095269948,45,22,16,3,-,-
S00135888,57.16511709,-2.110646952,42,25,13,4,2,-
S00135889,57.16361426,-2.216060979,27,-,7,15,3,1
S00135890,57.16473972,-2.16739099,42,8,18,15,1,-
S00135891,57.16457792,-2.160611287,37,9,21,7,2,-
S00135892,57.16430749,-2.130485259,51,7,27,13,6,-
S00135893,57.16358324,-2.118032888,51,16,21,10,2,-
S00135894,57.16287948,-2.161116445,56,15,24,15,1,-
S00135895,57.16489018,-2.091268194,94,52,37,3,3,-
S00135896,57.16469335,-2.090176457,106,57,43,6,-,-
S00135897,57.1647031,-2.089101763,99,64,32,3,-,-
S00135898,57.16403385,-2.14253745,47,11,24,9,2,-
S00135899,57.16405687,-2.11090832,35,15,10,4,-,-
S00135900,57.16464517,-2.09459094,71,40,27,4,1,-
S00135901,57.16412762,-2.146902753,56,20,28,6,-,3
S00135902,57.16389127,-2.156623668,42,17,17,6,1,1
S00135903,57.16381387,-2.111420136,45,26,15,4,-,1
S00135904,57.16197638,-2.142860179,37,10,19,7,1,-
S00135905,57.16385057,-2.137741959,48,24,14,7,2,1
S00135906,57.16414206,-2.134022923,33,9,18,6,-,-
S00135907,57.16287527,-2.116228497,45,10,23,8,1,-
S00135908,57.16398407,-2.168197727,47,12,16,16,3,-
S00135909,57.16401246,-2.160245088,33,9,16,6,-,-
S00135910,57.16349335,-2.135822732,49,14,27,8,-,-
S00135911,57.16364375,-2.16055763,45,1,21,17,3,-
S00135912,57.16429459,-2.125525032,64,15,35,12,1,1
S00135913,57.16337008,-2.124794418,65,8,42,14,1,-
S00135914,57.16266075,-2.12446136,52,13,23,13,3,-
S00135915,57.16376068,-2.120364705,65,16,40,9,-,4
S00135916,57.16374693,-2.125225566,54,8,37,8,-,1
S00135917,57.16312682,-2.171054113,60,16,20,19,4,1
S00135918,57.16310722,-2.172244429,47,8,23,9,4,-
S00135919,57.16372013,-2.133773389,41,18,17,8,1,-
S00135920,57.16305573,-2.163746023,60,8,35,11,1,1
S00135921,57.16263115,-2.143722435,50,16,20,10,4,-
S00135922,57.16238154,-2.222369432,46,5,16,20,9,-
S00135923,57.16138429,-2.094665256,76,51,19,6,-,-
S00135924,57.1631094,-2.156901425,47,9,22,11,4,2
S00135925,57.16287932,-2.146616728,33,7,12,8,1,-
S00135926,57.16242045,-2.139389942,61,33,20,5,3,-
S00135927,57.16266595,-2.128214416,68,19,31,17,1,-
S00135928,57.16283598,-2.099248693,38,19,16,3,-,-
S00135929,57.16312306,-2.120180762,46,17,27,5,-,-
S00135930,57.1629454,-2.218437878,51,1,16,22,11,1
S00135931,57.16227062,-2.136777158,50,7,21,14,3,1
S00135932,57.1630662,-2.169383959,28,8,12,8,-,-
S00135933,57.16278178,-2.12011352,74,16,43,15,-,-
S00135934,57.16260335,-2.10893651,78,49,24,4,-,1
S00135935,57.16201727,-2.130063854,53,4,24,20,2,2
S00135936,57.16252937,-2.111350132,60,37,17,6,-,-
S00135937,57.16176083,-2.106751698,52,10,24,13,1,-
S00135938,57.16236147,-2.158766491,49,14,19,13,4,-
S00135939,57.16274803,-2.117815289,45,17,21,4,-,-
S00135940,57.16191139,-2.166402752,45,18,17,7,-,-
S00135941,57.16196738,-2.095724855,74,37,31,9,-,-
S00135942,57.16150015,-2.134873048,68,14,31,21,-,1
S00135943,57.16018099,-2.227216659,47,2,22,15,5,1
S00135944,57.16246624,-2.167975896,70,18,28,21,1,1
S00135945,57.16246977,-2.107596934,41,10,24,7,-,-
S00135946,57.16176877,-2.207783784,66,1,26,28,7,-
S00135947,57.16192563,-2.122954393,63,17,32,14,-,-
S00135948,57.16251151,-2.088732749,68,28,31,7,2,-
S00135949,57.16132966,-2.212509654,65,4,26,29,6,1
S00135950,57.16240008,-2.170405962,33,9,11,7,2,-
S00135951,57.16242967,-2.090121332,69,23,32,10,3,1
S00135952,57.16190255,-2.118953362,34,6,18,4,-,-
S00135953,57.16178621,-2.097675257,50,18,22,7,-,-
S00135954,57.16093661,-2.21647519,51,3,14,25,7,1
S00135955,57.16120419,-2.157554647,67,15,33,18,1,-
S00135956,57.16159321,-2.140114265,55,19,22,10,5,-
S00135957,57.16111367,-2.117231443,68,18,40,7,2,2
S00135958,57.16168948,-2.150067363,39,12,18,6,2,-
S00135959,57.16155931,-2.120919651,73,25,32,15,-,1
S00135960,57.16151317,-2.139386523,66,17,35,10,4,-
S00135961,57.16112867,-2.160430986,72,24,31,16,1,-
S00135962,57.16040662,-2.104119167,53,26,19,5,-,-
S00135963,57.16086932,-2.224096253,67,-,18,37,8,3
S00135964,57.16197282,-2.100254882,54,21,27,2,1,-
S00135965,57.16123679,-2.099525452,54,28,25,-,-,-
S00135966,57.16166816,-2.145289306,39,8,20,10,-,1
S00135967,57.1610037,-2.137070057,42,15,10,14,1,-
S00135968,57.16136973,-2.154463748,73,19,36,16,-,1
S00135969,57.16166931,-2.108718832,52,35,16,1,-,-
S00135970,57.16121127,-2.151817875,49,17,23,7,2,-
S00135971,57.15995884,-2.090826181,74,35,30,9,-,-
S00135972,57.16176585,-2.088830155,69,38,27,4,-,-
S00135973,57.1611245,-2.141534286,55,20,29,6,1,4
S00135974,57.16052395,-2.132108601,51,15,27,8,1,-
S00135975,57.16091738,-2.115792499,55,25,27,1,-,-
S00135976,57.16087475,-2.091307872,76,42,27,7,-,-
S00135977,57.16142936,-2.16408601,35,13,13,7,2,-
S00135978,57.16150185,-2.093623998,43,20,18,2,3,-
S00135979,57.16129014,-2.167474577,46,13,26,6,1,-
S00135980,57.1610603,-2.207068908,40,3,17,15,5,-
S00135981,57.16002401,-2.219528284,55,1,17,30,6,3
S00135982,57.16055733,-2.11658492,54,25,26,3,-,-
S00135983,57.16071783,-2.107889417,54,12,28,13,1,-
S00135984,57.15642592,-2.170742118,65,15,35,14,-,-
S00135985,57.16046313,-2.130141049,68,32,26,9,1,-
S00135986,57.16085352,-2.16479435,66,34,29,6,2,-
S00135987,57.16101506,-2.106964466,44,23,21,2,-,-
S00135988,57.16088022,-2.096003089,30,6,12,9,3,-
S00135989,57.16089519,-2.120272715,63,28,32,1,1,-
S00135990,57.15197949,-2.200919106,28,3,10,12,2,1
S00135991,57.16112101,-2.098268669,43,22,18,-,1,2
S00135992,57.16056771,-2.149137004,49,19,24,8,-,-
S00135993,57.16025236,-2.212123229,51,1,25,16,6,-
S00135994,57.16012401,-2.213643447,66,4,26,30,5,1
S00135995,57.16080673,-2.09810251,27,8,12,6,1,-
S00135996,57.16046698,-2.207330104,62,1,21,35,7,1
S00135997,57.16038852,-2.156129403,77,50,25,5,-,-
S00135998,57.15999727,-2.110102604,48,22,18,4,-,-
S00135999,57.15981679,-2.111027854,69,40,27,1,1,-
S00136000,57.16050327,-2.126024661,79,43,28,10,1,-
S00136001,57.16061531,-2.089835858,59,25,29,4,-,-
S00136002,57.16031775,-2.122882918,59,26,26,6,1,-
S00136003,57.16066166,-2.099804953,53,38,13,2,-,-
S00136004,57.16045912,-2.133943447,35,16,16,1,-,-
S00136005,57.16050136,-2.159254475,61,26,26,5,2,2
S00136006,57.16003498,-2.118005028,43,16,22,5,-,-
S00136007,57.15982814,-2.135958059,65,8,32,16,4,-
S00136008,57.16037682,-2.135298789,38,13,19,2,4,-
S00136009,57.16043553,-2.139101414,75,47,29,3,-,-
S00136010,57.15951711,-2.21658261,60,4,21,28,3,3
S00136011,57.16037123,-2.140374151,79,42,34,3,-,-
S00136012,57.16033394,-2.141580858,72,43,27,1,-,-
S00136013,57.15948374,-2.111787316,57,39,18,4,-,-
S00136014,57.15893305,-2.141178738,56,19,31,4,-,-
S00136015,57.15961963,-2.099802139,78,50,23,2,-,-
S00136016,57.15961039,-2.100132751,61,42,13,4,4,-
S00136017,57.15878285,-2.112033169,79,24,39,16,-,1
S00136018,57.15998619,-2.101968822,81,34,40,3,4,-
S00136019,57.15976743,-2.094561922,62,37,22,2,-,-
S00136020,57.15902426,-2.162289931,65,17,33,18,1,-
S00136021,57.16020791,-2.115591892,35,13,21,1,-,-
S00136022,57.15876507,-2.146650015,56,14,28,10,4,-
S00136023,57.16025498,-2.147730511,41,25,15,1,-,-
S00136024,57.1598451,-2.159648417,40,11,18,9,2,-
S00136025,57.15994735,-2.163947181,49,15,24,8,1,2
S00136026,57.15975584,-2.108828928,62,31,20,6,3,-
S00136027,57.15960354,-2.108349056,35,16,13,3,1,-
S00136028,57.15916434,-2.126482984,50,25,18,4,-,-
S00136029,57.15920777,-2.228896918,35,1,17,15,2,-
S00136030,57.15931171,-2.226070632,43,3,23,15,3,-
S00136031,57.15887141,-2.122960769,63,19,35,2,1,-
S00136032,57.15954211,-2.106662631,67,25,37,5,-,-
S00136033,57.15987046,-2.12994058,70,21,39,9,2,-
S00136034,57.15957965,-2.114994781,65,33,24,5,2,1
S00136035,57.15997063,-2.119558831,88,20,55,9,-,-
S00136036,57.15918127,-2.118349468,61,23,23,11,1,-
S00136037,57.15976161,-2.13928073,44,15,27,5,-,-
S00136038,57.15896827,-2.163893247,41,20,14,5,4,-
S00136039,57.15937151,-2.125921614,50,20,26,2,-,-
S00136040,57.15887317,-2.161032872,39,12,21,9,-,-
S00136041,57.15957118,-2.148653563,63,20,30,11,2,-
S00136042,57.15914549,-2.151561422,46,5,22,11,6,1
S00136043,57.15911008,-2.151131455,38,8,21,8,2,1
S00136044,57.15978941,-2.121178374,41,16,21,5,-,-
S00136045,57.15944736,-2.154472253,62,12,32,17,5,2
S00136046,57.15856855,-2.153228729,40,8,24,8,4,1
S00136047,57.15870905,-2.140665408,62,23,31,7,1,-
S00136048,57.15889712,-2.156304956,52,19,15,16,2,-
S00136049,57.15904755,-2.117257955,67,18,28,17,-,3
S00136050,57.15827912,-2.220774313,57,1,15,33,5,1
S00136051,57.15882295,-2.15813964,47,11,21,11,4,-
S00136052,57.15910681,-2.100792651,34,12,17,5,-,-
S00136053,57.15873925,-2.160387561,38,12,15,12,-,-
S00136054,57.15921258,-2.09175012,81,30,39,12,-,-
S00136055,57.15920838,-2.143940578,81,42,31,5,-,-
S00136056,57.15895409,-2.121076447,63,31,25,6,2,-
S00136057,57.15913339,-2.130384344,57,14,35,6,1,-
S00136058,57.15743002,-2.107929414,76,58,17,2,-,-
S00136059,57.15897797,-2.163347748,46,14,24,9,3,-
S00136060,57.15920285,-2.104181903,48,21,19,4,2,-
S00136061,57.15771653,-2.098160431,79,40,26,10,2,-
S00136062,57.15828918,-2.146466285,35,8,18,6,2,1
S00136063,57.15392334,-2.111704389,63,32,24,4,-,-
S00136064,57.15896674,-2.135062188,68,23,36,8,1,-
S00136065,57.1586912,-2.132316963,66,28,31,6,1,-
S00136066,57.15887064,-2.123737748,42,22,15,1,-,-
S00136067,57.15864569,-2.148848221,31,4,16,8,1,-
S00136068,57.15806059,-2.105864861,72,42,24,9,-,-
S00136069,57.15883136,-2.14370767,71,30,33,5,-,-
S00136070,57.1579056,-2.223714624,42,4,25,15,2,-
S00136071,57.15878986,-2.103899704,76,32,40,4,-,-
S00136072,57.15849986,-2.106924125,52,29,20,2,1,-
S00136073,57.15878635,-2.108049094,47,18,24,5,-,-
S00136074,57.15874576,-2.091335674,50,17,25,8,-,-
S00136075,57.1583325,-2.102972667,61,28,29,4,-,-
S00136076,57.15776338,-2.106773216,80,49,28,5,1,-
S00136077,57.15821105,-2.118412487,43,17,17,7,1,-
S00136078,57.15773354,-2.229449858,70,1,13,37,8,7
S00136079,57.15860895,-2.094129142,41,23,17,1,-,-
S00136080,57.15819861,-2.139241782,73,25,34,14,2,2
S00136081,57.15777863,-2.099152458,40,26,10,2,2,-
S00136082,57.15817596,-2.143391031,48,32,13,1,2,-
S00136083,57.15814343,-2.103484607,60,19,36,2,-,-
S00136084,57.15766503,-2.164432997,48,8,28,13,-,-
S00136085,57.15763734,-2.164994927,44,13,16,12,-,-
S00136086,57.1583686,-2.091169429,51,18,23,10,-,-
S00136087,57.15801258,-2.119304533,61,11,40,5,2,-
S00136088,57.15846254,-2.09763341,61,42,15,2,-,-
S00136089,57.15589288,-2.218925226,72,6,26,28,9,5
S00136090,57.15766015,-2.130412212,50,7,27,16,-,-
S00136091,57.15766457,-2.157804068,60,13,21,18,4,-
S00136092,57.15732814,-2.160993085,73,16,36,15,-,-
S00136093,57.15804749,-2.145737957,65,34,26,6,1,-
S00136094,57.15773811,-2.104789422,35,13,12,5,1,-
S00136095,57.15716959,-2.178564606,29,5,14,7,-,-
S00136096,57.1571376,-2.123054189,64,15,36,12,1,-
S00136097,57.15800079,-2.090490746,85,31,45,7,1,-
S00136098,57.15798538,-2.152631193,48,13,26,8,1,-
S00136099,57.1571059,-2.151933273,81,39,27,15,-,-
S00136100,57.15737001,-2.124212121,67,14,40,11,1,-
S00136101,57.15765565,-2.142777368,65,31,28,4,-,-
S00136102,57.15292064,-2.084445275,53,17,31,3,1,2
S00136103,57.15726332,-2.147999588,68,46,18,3,2,-
S00136104,57.15684481,-2.109448522,72,44,25,2,-,-
S00136105,57.15734535,-2.101763167,61,31,25,6,1,-
S00136106,57.15766894,-2.101516093,41,20,15,8,1,-
S00136107,57.1568747,-2.094835541,63,33,24,9,-,3
S00136108,57.15725316,-2.14123845,63,10,31,15,3,1
S00136109,57.15726682,-2.17967264,48,9,26,8,3,-
S00136110,57.15695115,-2.129781547,45,5,25,10,-,1
S00136111,57.15739746,-2.103945383,72,39,30,3,-,-
S00136112,57.15730006,-2.181540785,57,6,26,20,2,-
S00136113,57.15761816,-2.172566027,49,21,19,8,1,-
S00136114,57.15695704,-2.092835543,82,28,34,19,1,-
S00136115,57.15723878,-2.110904397,82,40,37,5,-,-
S00136116,57.15729135,-2.112392327,38,13,19,5,2,-
S00136117,57.15684633,-2.107696281,76,59,15,1,-,-
S00136118,57.15721788,-2.155834999,40,18,18,6,-,-
S00136119,57.15721113,-2.14654467,47,22,15,10,-,-
S00136120,57.15654516,-2.168924314,45,15,13,8,3,-
S00136121,57.1569268,-2.118077762,68,20,39,8,-,-
S00136122,57.15696784,-2.102043149,90,61,21,4,-,1
S00136123,57.15558652,-2.129016376,73,15,33,19,4,-
S00136124,57.15725859,-2.172746189,37,12,9,11,-,-
S00136125,57.15676552,-2.184645915,45,12,20,13,-,-
S00136126,57.1567743,-2.143666618,72,51,17,5,1,-
S00136127,57.15716645,-2.16783612,70,25,29,15,-,1
S00136128,57.15711401,-2.109779933,54,39,13,1,1,-
S00136129,57.15667911,-2.123416335,64,25,30,8,1,-
S00136130,57.1570179,-2.157718657,41,11,23,6,1,-
S00136131,57.15577563,-2.098899133,58,39,15,4,-,-
S00136132,57.1569605,-2.160479035,61,42,15,5,-,-
S00136133,57.15615882,-2.225985255,55,4,24,17,3,3
S00136134,57.15671134,-2.172231186,42,8,22,12,-,-
S00136135,57.15625047,-2.100470786,47,27,16,4,-,-
S00136136,57.15659634,-2.164213351,46,15,26,6,3,-
S00136137,57.15660768,-2.147897782,63,39,20,4,-,-
S00136138,57.1557686,-2.178309893,73,49,18,3,-,-
S00136139,57.15655241,-2.149054695,66,47,17,2,-,-
S00136140,57.15579077,-2.175334571,56,14,22,19,3,2
S00136141,57.15665745,-2.117928127,50,26,20,3,1,-
S00136142,57.15659961,-2.10195948,67,49,14,3,-,-
S00136143,57.15632181,-2.121348845,43,7,24,12,-,-
S00136144,57.14311047,-2.071153706,85,17,51,16,-,1
S00136145,57.15577977,-2.104849992,57,37,17,3,-,-
S00136146,57.15668145,-2.111332519,76,50,22,3,-,-
S00136147,57.15640162,-2.154872797,33,10,15,7,2,-
S00136148,57.15589829,-2.181831452,43,8,24,9,1,-
S00136149,57.15595284,-2.154573374,46,18,22,6,-,-
S00136150,57.15621832,-2.116819194,57,8,35,14,-,-
S00136151,57.15479266,-2.182321912,37,10,19,7,1,-
S00136152,57.15629032,-2.157682494,48,24,21,4,1,-
S00136153,57.1564711,-2.093991453,46,16,23,6,1,-
S00136154,57.15635968,-2.109496677,66,35,27,4,-,-
S00136155,57.15454789,-2.227628383,62,13,30,18,-,1
S00136156,57.15352044,-2.119967736,49,2,30,15,1,-
S00136157,57.15604567,-2.10904943,34,12,18,3,2,-
S00136158,57.15557086,-2.184590364,78,41,28,11,2,-
S00136159,57.15575285,-2.183004378,38,7,21,9,1,-
S00136160,57.15595116,-2.176261024,53,24,23,6,-,-
S00136161,57.15512279,-2.164471289,48,20,18,10,-,-
S00136162,57.15494489,-2.148684564,82,40,35,7,-,-
S00136163,57.15577647,-2.166044559,48,26,17,5,-,-
S00136164,57.15606044,-2.147283974,47,20,21,2,1,-
S00136165,57.15596346,-2.167285166,35,21,13,2,-,-
S00136166,57.15581041,-2.100337349,43,31,11,-,-,-
S00136167,57.15595926,-2.149283729,66,36,28,2,-,-
S00136168,57.15561655,-2.116718113,59,24,30,12,-,-
S00136169,57.1559075,-2.168822222,33,14,15,4,-,-
S00136170,57.15617472,-2.093908048,54,35,15,3,-,-
S00136171,57.15616837,-2.090337486,42,23,18,1,-,-
S00136172,57.15570649,-2.095378037,64,34,24,6,1,-
S00136173,57.15551908,-2.093757612,42,20,17,3,2,-
S00136174,57.15609896,-2.086865959,85,15,58,12,2,-
S00136175,57.15607308,-2.151747199,37,6,21,9,-,-
S00136176,57.15517246,-2.17424067,55,12,27,19,-,-
S00136177,57.15538265,-2.171646453,46,14,21,7,1,1
S00136178,57.15553973,-2.090104529,73,42,28,4,1,-
S00136179,57.15579212,-2.088881914,76,35,38,3,-,-
S00136180,57.15608184,-2.085642679,82,19,49,13,1,-
S00136181,57.15354692,-2.110728033,46,28,16,1,-,-
S00136182,57.15504491,-2.162189828,53,17,24,10,2,-
S00136183,57.1550687,-2.157627699,50,9,23,16,2,-
S00136184,57.15501726,-2.155660433,52,10,26,9,5,4
S00136185,57.15588837,-2.092419604,52,26,17,5,2,-
S00136186,57.15571318,-2.10918069,77,46,25,4,-,-
S00136187,57.15535384,-2.159463739,44,7,23,9,1,-
