OA_Code,Latitude,Longitude,All people,Born in the UK,Arrived before 1941,Arrived 1941 - 1950,Arrived 1951 - 1960,Arrived 1961 - 1970,Arrived 1971 - 1980,Arrived 1981 - 1990,Arrived 1991 - 2000,Arrived 2001 - 2010,Arrived 2011 - 2013,Arrived 2014 - 2016,Arrived 2017 - 2019,Arrived 2020 - 2022
S00135472,57.1881077,-2.117035856,148,134,-,-,-,-,-,-,2,7,3,1,-,-
S00135473,57.18763547,-2.112815548,128,118,-,-,-,-,-,2,-,7,-,1,-,1
S00135474,57.18810244,-2.131396526,122,99,-,-,-,-,2,-,1,8,3,2,5,2
S00135475,57.18736261,-2.116504079,102,97,-,-,-,-,-,-,-,-,1,-,-,-
S00135476,57.18739745,-2.107686103,108,101,-,-,-,-,4,-,2,3,-,-,-,-
S00135477,57.18677179,-2.205757024,120,96,-,-,-,-,2,-,2,8,-,2,11,-
S00135478,57.18287651,-2.110567811,95,93,-,-,-,-,-,-,-,-,-,4,-,-
S00135479,57.18691496,-2.124294909,125,116,-,-,-,1,2,1,3,3,-,-,-,-
S00135480,57.18369305,-2.13020632,132,110,-,-,-,-,-,-,-,8,2,6,-,2
S00135481,57.18611602,-2.114283294,132,121,-,-,-,2,1,-,1,3,-,-,4,-
S00135482,57.18634678,-2.11731152,83,62,-,-,-,-,4,-,-,9,3,5,3,-
S00135483,57.18619846,-2.112529915,118,107,-,-,-,-,-,-,-,6,1,3,-,-
S00135484,57.18562766,-2.127020249,82,70,-,-,2,-,1,4,1,4,2,-,-,-
S00135485,57.18504671,-2.114660479,163,148,-,-,-,-,-,-,-,6,4,-,1,4
S00135486,57.18631728,-2.129040961,115,99,-,-,2,-,-,2,-,2,3,6,-,3
S00135487,57.16014414,-2.251237615,160,144,-,-,-,-,-,4,-,5,1,-,4,-
S00135488,57.18634429,-2.119941974,118,108,-,-,-,-,-,-,1,3,1,-,2,-
S00135489,57.18455749,-2.202998561,144,133,-,-,-,-,-,-,-,5,1,3,1,-
S00135490,57.18619057,-2.100684594,131,120,-,-,1,1,-,-,2,7,2,-,-,-
S00135491,57.18474998,-2.176729186,130,81,-,-,-,3,-,-,1,5,1,2,15,21
S00135492,57.18526548,-2.120831809,130,119,-,-,-,-,1,1,-,2,-,-,4,-
S00135493,57.18470778,-2.204488264,166,143,-,-,-,-,-,-,2,9,-,6,3,2
S00135494,57.18495994,-2.100648152,98,88,-,-,-,-,2,-,2,1,-,-,4,2
S00135495,57.18495849,-2.102434809,110,93,-,-,-,2,-,5,2,9,3,1,-,-
S00135496,57.18524099,-2.118250976,105,99,-,-,-,-,-,-,1,1,-,1,2,-
S00135497,57.18468582,-2.125660481,236,209,-,-,1,3,4,-,2,8,1,4,4,2
S00135498,57.18465217,-2.176017368,150,84,-,-,-,-,-,-,1,4,9,-,12,40
S00135499,57.18463104,-2.117306071,129,114,-,-,-,3,1,2,-,8,1,2,-,-
S00135500,57.18191302,-2.193836411,120,104,-,-,-,1,2,-,-,5,-,-,5,3
S00135501,57.18475067,-2.1407149,136,131,-,-,-,-,-,-,-,2,-,-,-,1
S00135502,57.18426646,-2.175618502,133,94,-,-,-,-,-,-,2,10,3,3,3,17
S00135503,57.18448369,-2.100828826,86,80,-,-,-,-,-,1,-,4,-,-,-,-
S00135504,57.18348103,-2.143389951,141,132,-,1,-,1,1,2,-,2,1,-,2,-
S00135505,57.18106319,-2.11901505,167,125,-,-,-,-,2,-,2,16,5,5,8,6
S00135506,57.18409224,-2.134972047,90,81,-,-,-,1,-,-,-,6,-,-,-,-
S00135507,57.18310987,-2.088170191,183,148,-,-,-,1,5,4,3,10,3,5,2,4
S00135508,57.18419626,-2.180762992,67,58,-,-,-,1,-,-,-,3,2,2,-,-
S00135509,57.18382112,-2.136476439,125,116,-,-,1,-,-,-,-,5,1,4,-,-
S00135510,57.18364059,-2.14524334,111,108,-,-,-,-,-,-,-,2,-,-,-,-
S00135511,57.18387081,-2.132026641,120,118,-,-,-,-,-,-,-,2,-,-,-,-
S00135512,57.18404133,-2.113879848,120,113,-,-,-,-,1,-,-,4,-,2,-,1
S00135513,57.18243012,-2.184525945,111,98,-,-,-,-,-,-,-,9,3,-,-,1
S00135514,57.18347665,-2.181437717,113,101,-,-,-,-,-,-,3,6,2,2,-,1
S00135515,57.18340717,-2.0990393,167,151,-,-,-,-,-,-,-,5,-,3,8,-
S00135516,57.18358936,-2.20173601,152,127,-,-,-,-,-,-,3,6,2,-,11,-
S00135517,57.18357045,-2.178675569,113,97,-,-,-,-,-,-,-,11,2,1,-,1
S00135518,57.18355452,-2.094341616,83,72,-,-,-,-,-,-,-,5,1,-,2,-
S00135519,57.18101462,-2.147763855,143,134,-,-,-,3,1,1,-,-,-,2,1,-
S00135520,57.18046116,-2.086360879,145,127,-,-,-,-,-,3,3,6,-,1,3,7
S00135521,57.18379863,-2.176129102,118,92,-,-,-,-,1,-,2,8,2,1,1,10
S00135522,57.18343928,-2.132355949,92,78,-,-,-,-,-,-,-,5,3,1,1,-
S00135523,57.18154975,-2.096404198,71,62,-,-,-,-,-,-,1,-,-,-,-,-
S00135524,57.18260596,-2.146612269,111,103,-,-,-,-,2,-,-,1,4,4,-,-
S00135525,57.18268094,-2.202442367,117,88,-,-,-,-,-,3,1,17,1,2,3,3
S00135526,57.18220758,-2.176882452,106,98,-,-,2,-,2,-,-,1,2,2,1,-
S00135527,57.18304469,-2.102958854,72,64,-,-,-,-,1,-,-,5,-,-,-,-
S00135528,57.18295406,-2.114240426,165,158,-,-,-,1,1,-,-,2,2,4,-,-
S00135529,57.18251091,-2.09642325,139,130,-,-,-,-,1,-,2,8,-,-,-,-
S00135530,57.18240025,-2.110748347,87,79,-,-,-,-,-,-,-,7,1,-,-,-
S00135531,57.18285554,-2.092073547,99,83,-,-,-,-,1,2,2,2,-,-,-,2
S00135532,57.18298606,-2.118475349,103,87,-,-,-,1,-,-,2,8,2,1,1,1
S00135533,57.18276695,-2.139350886,131,113,-,-,-,1,1,-,-,9,2,2,1,4
S00135534,57.18233667,-2.138538706,112,99,-,-,-,-,-,-,1,9,1,-,3,-
S00135535,57.18184392,-2.137345851,234,213,-,-,-,-,1,1,4,8,-,-,-,9
S00135536,57.18164661,-2.191833468,191,168,-,-,-,-,-,-,1,16,2,-,4,-
S00135537,57.18191921,-2.142325216,146,123,-,-,-,4,2,3,1,8,1,2,4,-
S00135538,57.18201801,-2.094900113,91,84,-,-,-,2,-,1,-,2,-,-,1,-
S00135539,57.18186148,-2.110515147,84,78,-,-,-,-,-,-,2,1,1,-,-,-
S00135540,57.18093103,-2.189828248,143,127,-,-,-,-,-,-,5,10,4,-,-,-
S00135541,57.18127146,-2.14318288,78,75,-,-,-,-,-,-,-,1,-,1,-,-
S00135542,57.1804713,-2.165609605,182,136,-,-,-,-,-,-,2,11,9,11,7,6
S00135543,57.18016017,-2.163110515,180,149,-,-,-,-,-,-,1,13,1,6,9,-
S00135544,57.18154174,-2.177656724,99,89,-,-,1,2,1,-,1,5,-,-,-,-
S00135545,57.18203083,-2.130564383,132,117,-,-,-,1,-,-,-,10,1,-,1,-
S00135546,57.18024341,-2.101230775,88,80,-,-,-,-,-,-,1,-,-,-,-,3
S00135547,57.18091836,-2.192243224,188,162,-,-,-,-,-,-,1,6,1,6,10,-
S00135548,57.18128825,-2.108594616,88,83,-,-,-,-,-,-,1,2,-,2,-,-
S00135549,57.18150282,-2.109769701,64,58,-,-,-,2,2,-,1,1,-,-,-,-
S00135550,57.18128499,-2.187415,123,111,-,-,-,-,-,-,-,6,2,1,2,2
S00135551,57.17561093,-2.191256372,127,108,-,-,-,1,-,-,2,9,1,1,4,-
S00135552,57.18033814,-2.164401507,133,99,-,-,-,-,-,2,3,6,8,6,2,6
S00135553,57.1806339,-2.134876709,207,193,-,-,-,1,-,-,-,4,1,7,-,2
S00135554,57.18081477,-2.094268451,86,81,-,-,1,-,-,-,1,2,-,-,-,-
S00135555,57.18096248,-2.138351599,166,151,-,-,-,-,1,-,-,8,-,-,6,-
S00135556,57.18082625,-2.131387193,101,98,-,-,-,-,-,-,-,1,1,-,-,-
S00135557,57.18012995,-2.108012275,91,64,-,-,1,1,1,3,-,8,2,3,4,-
S00135558,57.18030125,-2.096235528,150,134,-,-,-,1,-,2,-,13,2,-,-,1
S00135559,57.17867682,-2.170729081,105,96,-,-,-,-,-,-,3,-,4,-,3,1
S00135560,57.18019982,-2.129102302,107,97,-,-,2,-,-,-,-,-,-,3,-,5
S00135561,57.18044558,-2.095441929,94,76,-,-,-,-,-,-,-,10,4,2,-,-
S00135562,57.17998141,-2.18203258,92,82,-,-,-,-,-,-,-,5,-,-,5,-
S00135563,57.18049119,-2.17086979,61,49,-,-,-,-,-,1,-,4,5,3,-,-
S00135564,57.17962333,-2.193212399,104,102,-,-,-,1,1,-,1,3,-,-,-,-
S00135565,57.17958344,-2.189920574,71,68,-,-,-,-,-,-,-,-,2,-,-,-
S00135566,57.17785839,-2.177887126,100,96,-,4,-,-,-,-,1,2,-,-,-,-
S00135567,57.17910579,-2.097175224,126,109,-,-,1,-,-,-,2,4,-,-,2,4
S00135568,57.17989699,-2.107316876,155,145,-,-,-,1,-,-,-,11,1,-,4,-
S00135569,57.17999701,-2.183653671,104,95,-,-,1,-,1,2,-,3,-,-,-,-
S00135570,57.17864049,-2.134125119,111,102,-,-,1,-,-,-,3,3,-,-,-,-
S00135571,57.17878372,-2.095454175,106,91,-,-,1,-,1,-,1,6,2,1,1,2
S00135572,57.17945137,-2.188150038,122,116,-,-,-,-,-,-,-,-,-,2,-,1
S00135573,57.17951049,-2.096564282,107,99,-,-,-,-,-,1,-,5,-,-,-,2
S00135574,57.1792758,-2.185403398,99,93,-,-,-,-,-,-,-,4,1,1,-,-
S00135575,57.17918135,-2.103758572,147,131,-,-,-,-,-,1,-,8,3,4,-,1
S00135576,57.17974071,-2.100799336,128,112,-,-,-,-,2,2,1,4,-,5,-,2
S00135577,57.17932878,-2.166878118,129,96,-,-,-,-,-,1,1,3,7,11,6,4
S00135578,57.17860317,-2.126830699,116,110,-,-,-,-,-,-,-,2,-,2,-,-
S00135579,57.17927946,-2.093239013,88,73,-,-,-,-,1,1,1,4,-,-,4,2
S00135580,57.17947989,-2.121408353,140,118,-,-,1,1,-,1,1,12,-,4,-,1
S00135581,57.17844291,-2.105956351,129,112,-,-,1,-,-,-,4,4,6,1,-,-
S00135582,57.17891704,-2.127361071,84,76,-,-,-,2,2,1,-,3,-,-,2,-
S00135583,57.17836807,-2.166526436,139,118,-,-,-,-,-,1,-,11,4,4,-,3
S00135584,57.17915323,-2.115369972,127,114,-,-,-,-,1,2,-,6,4,1,-,-
S00135585,57.17896784,-2.161252718,114,93,-,-,-,-,-,1,1,7,5,8,2,-
S00135586,57.17879113,-2.191107416,119,105,-,-,-,-,-,1,1,3,3,-,6,-
S00135587,57.17873467,-2.088870978,72,63,-,-,-,-,2,-,-,1,-,4,5,-
S00135588,57.17797983,-2.089249582,87,69,-,-,-,-,-,-,1,7,2,5,4,-
S00135589,57.17829365,-2.174994684,85,72,-,-,1,-,-,-,-,7,2,-,3,-
S00135590,57.17876395,-2.166048548,88,69,-,-,-,-,-,-,-,10,2,4,1,2
S00135591,57.17841495,-2.184373585,81,67,-,-,-,-,-,-,-,4,-,-,7,-
S00135592,57.17813906,-2.163068518,116,103,-,-,-,2,-,-,-,7,7,-,-,-
S00135593,57.17813379,-2.129045464,91,83,-,-,-,-,1,-,-,4,-,-,3,-
S00135594,57.17744721,-2.092870511,100,89,-,-,-,-,1,-,1,6,1,-,2,-
S00135595,57.17786466,-2.191913088,150,144,-,-,-,-,-,-,-,4,-,-,1,-
S00135596,57.17615053,-2.143741917,207,165,-,-,-,1,-,-,3,18,5,7,1,6
S00135597,57.17724761,-2.190090515,134,118,-,-,-,-,-,-,2,7,1,-,4,1
S00135598,57.17780556,-2.094161529,91,84,-,-,-,-,-,2,1,-,1,1,1,2
S00135599,57.17811594,-2.160091194,129,103,-,-,-,2,-,-,1,11,8,4,1,1
S00135600,57.17716302,-2.186600203,60,54,-,-,-,-,-,1,-,2,-,3,-,-
S00135601,57.17777209,-2.162041421,141,109,-,-,-,-,-,1,-,18,5,6,2,1
S00135602,57.16469496,-2.087911288,126,89,-,-,-,-,-,1,-,16,7,5,7,2
S00135603,57.17754828,-2.130614705,78,80,-,-,-,-,-,-,1,-,-,-,-,-
S00135604,57.17786261,-2.16832702,84,66,-,-,-,-,-,-,-,5,-,2,4,6
S00135605,57.17723874,-2.171317871,82,74,-,-,-,-,-,-,1,6,1,-,-,-
S00135606,57.17586422,-2.125977805,277,239,-,-,-,-,3,3,5,22,4,3,-,1
S00135607,57.17488119,-2.10047184,1720,1107,-,-,2,-,-,1,4,55,26,28,74,422
S00135608,57.17672589,-2.190550939,98,84,-,-,-,-,-,-,1,3,4,3,7,-
S00135609,57.17675194,-2.085277136,108,86,-,-,-,1,-,-,1,3,7,5,4,1
S00135610,57.17337661,-2.133990252,157,141,-,-,-,-,-,-,2,8,-,3,2,-
S00135611,57.17706834,-2.177569071,90,88,-,-,-,2,-,-,-,-,-,-,-,-
S00135612,57.17726387,-2.159062041,156,124,-,-,-,-,-,-,3,10,6,2,2,3
S00135613,57.17685694,-2.161177353,121,97,-,-,-,-,-,-,4,8,1,4,-,8
S00135614,57.17501146,-2.189682091,111,107,-,-,-,1,-,-,-,3,-,-,-,-
S00135615,57.17611802,-2.123696258,167,135,-,-,-,3,-,3,2,6,-,2,9,4
S00135616,57.17690823,-2.123996616,73,58,-,-,-,-,-,-,-,5,1,-,-,7
S00135617,57.17714582,-2.087262806,108,88,-,-,-,-,2,-,4,6,1,4,2,-
S00135618,57.17696379,-2.090603372,76,66,-,-,-,-,-,-,-,4,-,-,2,-
S00135619,57.17649834,-2.1674773,62,57,-,-,-,-,-,-,-,6,1,2,-,-
S00135620,57.17708382,-2.166289097,131,120,-,-,-,-,-,-,-,5,2,3,1,1
S00135621,57.17442832,-2.115222911,135,105,-,1,-,-,-,-,-,7,4,10,5,4
S00135622,57.17660362,-2.123168622,91,59,-,-,-,-,-,-,2,10,1,5,2,12
S00135623,57.1761923,-2.146454517,129,118,-,-,-,2,-,1,1,7,-,-,1,-
S00135624,57.17632956,-2.179103681,94,80,-,-,-,-,-,-,-,4,8,2,-,-
S00135625,57.17615535,-2.122274009,132,93,-,-,-,-,2,-,10,14,4,7,-,7
S00135626,57.17644897,-2.164053426,66,38,-,-,-,-,-,2,-,6,5,5,-,2
S00135627,57.17568678,-2.188627056,134,121,-,2,-,1,-,-,-,8,2,-,-,-
S00135628,57.17533136,-2.179859635,155,136,-,-,-,1,-,1,-,5,3,3,5,4
S00135629,57.17529794,-2.164974495,168,114,-,-,-,-,-,2,-,16,13,9,6,-
S00135630,57.1754097,-2.181596602,114,99,-,2,-,-,-,-,2,6,-,4,-,-
S00135631,57.17446609,-2.113205335,166,148,-,-,-,-,-,1,3,10,2,-,-,2
S00135632,57.17485471,-2.120318145,167,102,-,-,-,-,-,-,-,32,9,8,11,2
S00135633,57.17533621,-2.163188467,66,54,-,-,-,-,-,1,-,5,1,-,1,3
S00135634,57.1754386,-2.14570728,76,68,-,-,-,-,1,-,-,3,1,1,-,-
S00135635,57.1755202,-2.185880737,120,109,-,-,-,-,-,1,-,7,1,4,1,3
S00135636,57.17464336,-2.183511314,103,86,-,-,-,-,-,-,1,12,-,1,3,-
S00135637,57.1749391,-2.183992404,129,110,-,-,-,1,-,1,-,10,1,4,3,1
S00135638,57.17333122,-2.095241627,77,57,-,-,-,-,1,-,1,2,3,2,7,5
S00135639,57.17392899,-2.16078421,71,57,-,-,-,1,-,-,-,9,4,-,-,-
S00135640,57.17418265,-2.185262095,127,125,-,-,-,-,-,-,-,-,-,2,-,-
S00135641,57.17440239,-2.188504736,93,86,-,-,-,-,-,-,1,-,3,1,2,-
S00135642,57.17418847,-2.112261799,186,133,-,-,-,-,-,-,2,32,3,4,9,3
S00135643,57.17352045,-2.115865065,95,74,-,-,-,1,-,-,-,11,5,7,1,-
S00135644,57.17375632,-2.122861446,74,66,-,-,-,-,-,-,-,3,-,-,-,1
S00135645,57.17436028,-2.19257298,82,77,-,-,-,1,1,-,-,2,-,1,-,-
S00135646,57.1738958,-2.190850584,73,66,-,1,-,1,-,-,1,-,-,-,3,-
S00135647,57.17333133,-2.189888468,151,139,-,-,-,-,1,1,4,5,2,1,-,-
S00135648,57.17449622,-2.119456976,117,61,-,-,-,-,-,1,1,28,5,18,-,3
S00135649,57.17411824,-2.120183441,90,55,-,-,-,-,-,-,2,11,2,10,7,4
S00135650,57.17406269,-2.121886705,110,79,-,-,-,-,-,2,-,21,4,7,-,-
S00135651,57.17239386,-2.128860048,115,101,-,-,-,-,-,-,2,6,1,-,2,2
S00135652,57.17336819,-2.124745486,87,81,-,-,1,-,-,-,1,-,-,-,1,-
S00135653,57.17334506,-2.111151192,87,48,-,-,-,-,-,-,3,11,7,2,7,7
S00135654,57.1739057,-2.116957795,73,47,-,-,-,-,-,-,-,11,6,7,4,-
S00135655,57.17361497,-2.15330762,105,85,-,-,-,-,1,-,1,14,3,-,7,1
S00135656,57.17402044,-2.119124673,105,53,-,-,-,-,-,-,-,21,10,14,5,5
S00135657,57.17358582,-2.113136486,121,90,-,-,1,-,1,2,1,9,5,2,5,5
S00135658,57.1731589,-2.143994891,90,61,-,-,-,-,-,-,1,11,1,4,4,4
S00135659,57.17381499,-2.117900185,135,57,-,-,-,-,-,-,-,43,21,9,11,-
S00135660,57.17363447,-2.118809205,112,62,-,-,-,-,-,-,3,29,8,6,5,-
S00135661,57.17279697,-2.192746756,66,58,-,-,-,-,-,-,-,3,3,1,-,-
S00135662,57.17317133,-2.156117225,119,100,-,-,-,-,1,-,-,7,5,1,1,5
S00135663,57.17255308,-2.187718041,115,101,-,-,-,-,-,-,1,6,-,6,1,2
S00135664,57.17345283,-2.120875874,174,105,-,-,-,-,2,-,5,41,6,10,4,5
S00135665,57.17293056,-2.139379956,102,85,-,-,-,-,-,-,-,10,5,1,-,-
S00135666,57.17283397,-2.186098765,87,82,-,-,-,-,-,-,-,2,-,-,-,-
S00135667,57.17069452,-2.154105815,165,122,-,-,1,-,-,2,1,27,6,8,-,2
S00135668,57.17181453,-2.149050069,138,86,-,-,-,-,-,1,2,26,5,1,4,10
S00135669,57.17167576,-2.119249413,137,80,-,-,-,-,3,1,1,30,3,4,10,4
S00135670,57.17263546,-2.111082907,157,111,-,-,-,-,-,-,3,19,10,11,3,4
S00135671,57.17255911,-2.125354647,85,75,-,-,1,-,-,1,-,4,2,1,-,-
S00135672,57.17281733,-2.136154669,103,70,-,-,-,-,-,-,-,6,6,9,4,8
S00135673,57.17227017,-2.190660283,87,78,1,-,-,-,-,-,-,5,-,-,-,-
S00135674,57.17237401,-2.121765373,96,81,-,-,2,-,-,-,-,4,4,3,5,-
S00135675,57.17204257,-2.120805112,144,121,-,-,-,-,-,-,2,8,3,5,4,3
S00135676,57.17259666,-2.132515574,73,58,-,-,-,-,-,-,-,8,5,2,1,1
S00135677,57.17228194,-2.141031261,76,54,-,-,-,-,-,1,3,5,2,2,1,6
S00135678,57.17214801,-2.123219923,104,78,-,-,-,-,-,2,2,8,6,4,2,1
S00135679,57.16798964,-2.102453904,77,61,-,-,1,3,-,2,-,3,-,-,-,6
S00135680,57.17210121,-2.157038803,114,98,-,-,-,-,-,-,-,10,-,5,-,1
S00135681,57.17252464,-2.092725832,120,83,-,-,-,-,2,-,-,18,5,4,4,5
S00135682,57.17200363,-2.188707496,87,83,-,-,-,-,1,-,-,2,-,1,-,-
S00135683,57.1720708,-2.119465674,101,55,-,-,-,-,-,-,1,24,5,8,2,5
S00135684,57.17138589,-2.112137525,70,49,-,-,-,-,-,-,-,6,2,4,3,7
S00135685,57.17223956,-2.161272989,152,128,-,-,-,-,-,-,-,15,4,3,-,-
S00135686,57.17222,-2.091666669,103,89,-,-,-,-,2,-,2,4,1,4,1,-
S00135687,57.17228692,-2.136533078,119,87,-,-,-,-,-,-,-,9,6,3,8,6
S00135688,57.17185027,-2.189136684,121,121,-,-,-,-,2,4,-,-,-,-,-,-
S00135689,57.17225588,-2.113645076,97,54,-,-,2,-,-,-,-,28,10,2,2,-
S00135690,57.17163992,-2.136745672,120,109,-,-,-,-,-,-,-,5,1,1,3,2
S00135691,57.17187743,-2.09331955,120,75,-,-,-,-,-,-,1,29,9,1,2,3
S00135692,57.1721586,-2.11194142,72,52,-,-,-,-,-,-,-,10,4,-,3,4
S00135693,57.17100312,-2.158753981,108,81,1,-,-,-,-,1,-,7,9,7,1,2
S00135694,57.17175753,-2.191054536,90,80,-,-,-,2,-,-,1,5,3,2,-,-
S00135695,57.17118412,-2.125945316,75,59,-,-,2,-,-,-,5,3,3,6,-,-
S00135696,57.17088743,-2.09579758,56,39,-,-,-,-,-,-,-,4,4,1,9,3
S00135697,57.17157344,-2.131718121,121,75,-,-,-,-,-,-,1,18,3,7,6,19
S00135698,57.16943938,-2.108973198,139,101,-,-,1,-,1,-,4,14,9,3,7,1
S00135699,57.17155201,-2.164990858,152,128,-,-,-,-,1,-,-,9,2,6,-,7
S00135700,57.17157921,-2.15052093,66,52,-,-,-,-,-,-,-,10,2,1,1,-
S00135701,57.17149504,-2.160442884,97,72,-,-,-,-,1,-,3,11,3,1,2,10
S00135702,57.17036408,-2.166639223,104,102,-,-,-,-,-,2,-,4,-,-,1,-
S00135703,57.17155686,-2.130395088,68,49,-,-,-,-,2,2,1,7,3,-,3,3
S00135704,57.17170356,-2.127501587,62,46,-,-,-,-,-,-,2,8,6,-,-,1
S00135705,57.17132615,-2.11848758,100,57,-,-,-,-,-,1,1,27,11,4,2,-
S00135706,57.17116253,-2.153380137,149,102,-,-,-,-,-,4,3,8,4,9,21,-
S00135707,57.17141,-2.141557123,65,53,-,-,-,-,-,-,-,5,4,1,1,1
S00135708,57.17129308,-2.093929945,125,85,-,-,-,-,-,-,3,20,4,5,7,2
S00135709,57.17119862,-2.160425061,122,90,-,-,-,-,-,-,1,9,3,7,1,5
S00135710,57.17078045,-2.116071453,70,49,-,-,-,1,-,-,3,11,2,4,-,1
S00135711,57.1710134,-2.125994345,90,58,-,-,-,1,-,-,-,6,1,6,6,11
S00135712,57.17069815,-2.151129205,135,76,-,-,-,1,1,-,3,36,6,2,1,9
S00135713,57.17119657,-2.13131989,85,52,-,-,-,-,-,-,-,6,4,6,9,2
S00135714,57.17114582,-2.136776919,120,98,1,-,-,-,-,-,1,6,3,7,6,3
S00135715,57.17103985,-2.165087794,117,98,-,-,-,-,1,-,2,7,2,5,2,2
S00135716,57.17064006,-2.122007712,121,90,-,-,-,-,-,-,-,12,10,5,2,6
S00135717,57.17036397,-2.128604922,108,78,-,-,-,-,-,-,2,9,8,3,7,2
S00135718,57.17083557,-2.141124965,71,55,-,-,-,1,-,-,-,7,-,3,3,5
S00135719,57.17082333,-2.118237915,183,127,-,-,-,2,1,-,-,37,4,4,4,1
S00135720,57.17045023,-2.169384703,204,177,-,-,-,2,-,-,-,15,2,5,3,-
S00135721,57.17057767,-2.161298815,161,129,-,-,-,-,2,-,-,21,1,3,2,4
S00135722,57.17115856,-2.115179642,75,49,-,-,-,-,-,1,-,12,3,5,3,1
S00135723,57.17101753,-2.112202555,77,55,-,-,-,-,-,-,-,7,4,4,4,2
S00135724,57.16927187,-2.141714298,88,78,-,-,-,-,1,-,-,5,-,-,-,2
S00135725,57.17035645,-2.151408932,128,86,-,-,-,-,-,-,1,21,13,-,1,5
S00135726,57.17031886,-2.145224077,169,129,-,-,-,1,-,-,-,12,14,7,5,2
S00135727,57.16922469,-2.107930789,135,65,-,-,-,-,-,2,-,23,8,6,13,18
S00135728,57.170246,-2.167614351,100,79,-,-,-,-,1,5,1,11,2,2,-,-
S00135729,57.17002626,-2.09422438,96,84,1,-,-,-,1,-,-,4,1,3,-,1
S00135730,57.17029468,-2.164770272,107,90,-,-,-,-,-,-,2,11,1,1,2,-
S00135731,57.17043157,-2.132689717,85,76,-,-,-,-,1,-,1,4,-,1,-,-
S00135732,57.16980428,-2.139566607,98,85,-,-,-,-,-,2,2,3,3,1,1,2
S00135733,57.169398,-2.115058402,84,53,-,-,-,-,-,-,1,9,7,7,7,3
S00135734,57.17011403,-2.096920058,192,116,-,-,-,-,-,2,3,9,-,2,4,53
S00135735,57.17013372,-2.125346422,102,80,-,-,-,-,-,-,-,4,10,2,5,1
S00135736,57.16792798,-2.100948998,81,65,-,-,-,-,-,1,3,2,1,2,3,2
S00135737,57.17008025,-2.115556622,89,44,-,-,-,-,-,-,1,20,10,7,3,2
S00135738,57.16920794,-2.164616605,185,162,-,-,-,1,1,2,-,15,1,4,2,1
S00135739,57.16976514,-2.11631631,120,65,-,-,-,1,-,-,2,28,16,8,-,-
S00135740,57.16886627,-2.142919871,98,73,-,-,-,-,-,2,-,10,6,1,4,1
S00135741,57.16980607,-2.137946047,69,59,-,-,-,-,-,-,2,1,-,2,-,-
S00135742,57.16929549,-2.136621248,99,88,-,-,-,-,-,-,-,3,2,2,-,4
S00135743,57.1700067,-2.150927941,100,70,-,-,-,2,-,-,-,15,-,5,6,4
S00135744,57.16962083,-2.15059564,98,73,-,-,-,-,-,1,-,12,-,10,-,4
S00135745,57.16908044,-2.136124371,116,89,-,-,-,-,-,-,-,16,5,4,4,-
S00135746,57.16960361,-2.134125404,61,57,-,-,-,-,-,-,1,-,1,1,-,1
S00135747,57.16985706,-2.16959696,90,79,-,-,-,-,-,-,-,8,3,-,-,-
S00135748,57.16719127,-2.138630771,121,101,-,-,-,-,2,-,1,6,5,-,-,5
S00135749,57.1700242,-2.143685026,63,50,-,-,-,-,1,-,2,7,2,-,1,2
S00135750,57.16909608,-2.129857253,101,73,-,-,-,-,-,4,-,14,3,7,-,1
S00135751,57.16973991,-2.123889886,120,84,-,-,-,-,-,1,-,19,4,5,5,8
S00135752,57.16921576,-2.117835905,92,51,-,-,-,-,-,2,-,21,6,-,2,11
S00135753,57.16934325,-2.094619506,97,64,-,-,-,-,1,1,1,6,2,5,-,16
S00135754,57.16833151,-2.147035204,119,100,-,-,-,-,-,-,-,7,5,7,1,1
S00135755,57.16955502,-2.120036312,166,73,-,-,-,-,-,-,-,45,12,17,10,9
S00135756,57.16939648,-2.125972298,86,63,-,-,-,-,1,-,-,8,2,2,8,3
S00135757,57.16852853,-2.122546424,111,67,-,-,-,-,-,-,3,17,5,11,-,10
S00135758,57.16957704,-2.156995011,108,99,-,-,-,-,-,3,-,3,4,1,3,1
S00135759,57.16926758,-2.160185177,83,69,-,-,-,-,-,-,2,8,4,1,-,-
S00135760,57.16929789,-2.116463665,72,34,-,-,-,-,-,-,2,21,3,6,2,1
S00135761,57.1694905,-2.161475972,114,86,-,-,-,-,-,-,-,15,3,1,4,5
S00135762,57.16877942,-2.091806954,110,70,-,-,-,-,-,-,1,19,3,6,9,1
S00135763,57.16879811,-2.131327906,86,76,-,-,-,-,-,-,2,-,-,2,3,1
S00135764,57.16877877,-2.163076851,103,80,-,-,-,-,-,-,-,14,4,4,1,-
S00135765,57.16901192,-2.093229631,141,70,-,-,-,-,-,1,2,33,11,5,5,15
S00135766,57.16916469,-2.124202144,103,66,-,-,1,-,-,1,2,9,4,4,4,11
S00135767,57.1687512,-2.149153472,137,109,-,-,-,-,2,-,-,7,3,5,4,9
S00135768,57.16799467,-2.143131464,218,182,-,-,-,-,1,-,-,15,8,11,1,-
S00135769,57.16831653,-2.159288128,130,112,-,-,-,-,-,-,-,10,3,6,1,-
S00135770,57.16909586,-2.111436061,111,62,-,-,-,-,-,-,-,20,7,12,2,7
S00135771,57.16875713,-2.108442037,124,76,-,-,-,-,-,-,-,18,9,13,4,14
