OA_Code,Latitude,Longitude,All people,Born in the UK,Arrived before 1941,Arrived 1941 - 1950,Arrived 1951 - 1960,Arrived 1961 - 1970,Arrived 1971 - 1980,Arrived 1981 - 1990,Arrived 1991 - 2000,Arrived 2001 - 2010,Arrived 2011 - 2013,Arrived 2014 - 2016,Arrived 2017 - 2019,Arrived 2020 - 2022
S00172947,55.8439857,-4.435015696,103,72,-,-,-,-,2,-,1,5,-,4,9,7
S00172948,55.84338622,-4.390442273,120,117,-,1,-,-,1,-,-,-,-,-,2,-
S00172949,55.84377398,-4.437989668,81,61,-,-,-,-,-,-,2,1,2,8,4,5
S00172950,55.84309697,-4.464288723,146,138,-,-,-,-,1,-,1,6,-,-,-,-
S00172951,55.84109542,-4.547943678,162,152,-,1,-,1,1,-,2,1,-,-,1,-
S00172952,55.84433933,-4.412513647,79,53,-,-,-,3,-,-,-,7,1,4,4,4
S00172953,55.83851315,-4.510494485,166,158,-,-,-,-,1,-,-,-,-,-,-,5
S00172954,55.84429987,-4.413150183,91,78,-,-,-,-,-,-,-,4,3,4,2,1
S00172955,55.84330995,-4.39713071,121,116,-,1,-,2,-,-,-,-,-,1,-,-
S00172956,55.84303068,-4.4374,107,71,-,-,-,-,-,-,-,9,-,-,8,17
S00172957,55.81552052,-4.463007552,95,88,-,-,-,-,1,1,1,3,-,-,-,1
S00172958,55.84336219,-4.435184362,84,57,-,-,-,-,-,-,3,8,4,4,5,2
S00172959,55.84081451,-4.474111616,231,229,-,-,-,-,-,-,2,-,-,-,-,-
S00172960,55.84397385,-4.377283612,119,114,-,-,-,-,-,-,-,3,2,1,-,-
S00172961,55.84309196,-4.408746349,69,64,-,-,-,-,-,-,-,4,1,-,-,-
S00172962,55.84376512,-4.413835879,102,90,-,-,-,-,-,-,-,3,4,2,-,-
S00172963,55.84393409,-4.380268365,87,83,-,2,-,-,-,2,-,-,-,7,-,-
S00172964,55.84394963,-4.407633289,122,112,-,-,-,1,-,-,2,4,-,-,-,-
S00172965,55.84280622,-4.439654258,123,92,-,-,-,-,-,1,-,-,-,3,9,17
S00172966,55.84306727,-4.438728143,126,93,-,-,-,-,-,2,-,6,-,7,6,14
S00172967,55.84298446,-4.438371525,68,52,-,-,-,-,-,-,-,4,1,4,6,6
S00172968,55.83788798,-4.498826342,86,85,-,-,-,-,-,-,1,-,-,-,-,-
S00172969,55.8431237,-4.441319492,107,71,-,-,-,-,2,-,-,5,1,-,8,20
S00172970,55.84170839,-4.462715276,180,159,-,-,-,1,-,-,1,10,7,3,-,-
S00172971,55.84389578,-4.410840801,73,52,-,-,-,2,-,-,-,5,-,1,4,7
S00172972,55.8440681,-4.369605749,92,91,-,-,-,-,-,1,-,-,-,-,-,-
S00172973,55.84376167,-4.412637592,89,69,-,-,-,-,-,3,-,5,3,4,3,4
S00172974,55.84309537,-4.445007746,63,56,-,-,-,-,-,-,-,-,-,7,4,-
S00172975,55.83976034,-4.551210691,125,120,-,-,-,-,-,-,5,-,-,-,-,-
S00172976,55.8435473,-4.394174135,125,121,-,-,1,-,-,1,-,-,-,-,-,-
S00172977,55.84245046,-4.466947404,63,61,-,-,-,-,-,-,1,-,-,-,1,-
S00172978,55.84177909,-4.422961406,69,60,-,-,-,-,-,-,-,1,-,-,3,3
S00172979,55.84338108,-4.411879195,86,79,-,-,-,-,-,-,1,-,-,5,-,-
S00172980,55.84261277,-4.426719233,113,86,-,-,-,-,1,-,1,4,1,3,11,-
S00172981,55.84218875,-4.440877491,129,99,-,-,-,-,-,1,-,7,2,3,3,9
S00172982,55.84111423,-4.455122264,164,150,-,-,-,-,-,-,2,7,-,-,-,3
S00172983,55.83747302,-4.509932285,140,135,-,-,-,-,1,2,-,-,-,-,1,1
S00172984,55.84142752,-4.471786478,149,132,-,-,-,-,2,2,-,-,3,-,4,-
S00172985,55.84292473,-4.434581931,78,56,-,-,1,-,-,-,1,-,2,3,5,8
S00172986,55.84323032,-4.41040024,116,91,-,-,-,-,-,1,6,6,6,5,2,-
S00172987,55.84293691,-4.433512431,71,44,-,-,-,-,-,-,-,3,3,1,6,13
S00172988,55.84175961,-4.414813705,77,63,-,-,-,-,-,-,-,10,-,-,-,1
S00172989,55.84273533,-4.39433186,121,119,-,-,-,-,-,-,1,1,-,-,-,-
S00172990,55.84252466,-4.423439102,115,86,-,-,-,-,-,1,5,5,4,5,5,7
S00172991,55.84263244,-4.425266834,94,79,-,-,-,-,-,-,1,2,-,5,4,1
S00172992,55.83947405,-4.554610188,105,101,-,-,-,-,-,-,1,-,1,-,-,-
S00172993,55.84236617,-4.442805478,120,88,-,-,-,-,-,-,3,14,-,15,-,2
S00172994,55.84309049,-4.412947425,84,66,-,-,-,-,-,1,-,4,-,4,-,7
S00172995,55.8426725,-4.435971866,71,38,-,-,-,-,4,-,-,9,2,3,7,8
S00172996,55.84270568,-4.434296675,97,62,-,-,-,-,1,-,2,4,4,1,17,7
S00172997,55.8430894,-4.407500218,122,92,-,-,-,-,2,-,2,3,5,3,6,7
S00172998,55.84246706,-4.372000181,92,91,-,-,1,-,-,-,-,-,-,-,-,-
S00172999,55.84189838,-4.445539572,77,71,-,-,-,-,-,-,-,4,2,-,-,-
S00173000,55.8430709,-4.405230767,84,70,-,-,-,-,1,-,-,2,-,2,-,9
S00173001,55.84307049,-4.401572701,109,103,-,-,-,-,-,-,2,3,-,3,4,-
S00173002,55.83971803,-4.550217576,166,163,-,1,-,1,1,-,-,-,-,-,-,-
S00173003,55.84218663,-4.40218907,108,98,-,-,-,-,-,-,-,1,-,5,5,-
S00173004,55.84206163,-4.409497255,119,99,-,-,-,1,-,-,-,10,1,6,1,2
S00173005,55.84193841,-4.434009095,125,111,-,-,-,1,-,1,-,4,-,2,1,-
S00173006,55.84235584,-4.435169335,96,87,-,-,-,-,-,-,3,1,-,-,2,3
S00173007,55.84256726,-4.407084558,65,61,-,-,-,-,-,-,-,-,-,-,4,-
S00173008,55.84033782,-4.469656759,168,154,-,-,-,2,2,2,-,8,-,-,-,-
S00173009,55.84067249,-4.468208446,100,97,-,-,1,-,-,-,1,1,-,-,-,-
S00173010,55.84073088,-4.471566543,90,86,-,-,-,-,-,-,-,-,-,3,1,-
S00173011,55.84187633,-4.405188914,109,101,-,1,-,-,-,-,-,3,-,4,-,-
S00173012,55.84183633,-4.44051995,71,35,-,-,-,-,-,4,1,3,2,10,7,6
S00173013,55.84225984,-4.428662005,88,64,-,-,-,-,-,-,2,-,-,2,11,6
S00173014,55.84273105,-4.402845642,77,67,-,-,-,1,-,-,3,7,-,2,-,-
S00173015,55.84148635,-4.423677965,84,75,-,-,-,-,-,-,-,-,-,2,5,8
S00173016,55.84158859,-4.430792525,133,104,-,-,-,-,-,1,-,4,5,5,7,6
S00173017,55.84176463,-4.431889719,101,73,-,-,-,-,-,-,-,1,-,3,11,12
S00173018,55.84199115,-4.425881804,113,90,-,-,-,-,-,-,1,1,-,8,6,5
S00173019,55.84103031,-4.447609498,98,77,-,-,-,-,-,1,-,-,-,12,3,5
S00173020,55.84178327,-4.438663685,104,82,-,-,-,-,-,-,-,1,-,5,4,11
S00173021,55.84220216,-4.40782872,65,57,-,-,-,1,-,-,-,1,-,-,-,-
S00173022,55.83915885,-4.437301368,99,90,-,-,-,-,-,-,1,6,-,-,2,-
S00173023,55.83764541,-4.556965936,131,123,-,-,-,-,1,-,1,-,-,-,-,4
S00173024,55.84199384,-4.412496091,125,117,-,-,-,-,-,-,3,-,-,1,3,-
S00173025,55.84131082,-4.449320319,99,92,-,-,-,-,-,1,-,1,-,-,5,-
S00173026,55.84162708,-4.445171112,84,69,-,-,-,-,-,-,2,2,-,1,2,8
S00173027,55.8418234,-4.418427678,99,88,-,-,-,-,1,-,2,1,-,1,3,-
S00173028,55.84058205,-4.466892907,62,60,-,-,-,-,-,-,-,2,-,-,-,-
S00173029,55.83858211,-4.554711394,116,116,-,-,-,-,-,-,-,-,-,-,-,-
S00173030,55.84063425,-4.445380302,124,83,-,-,-,-,-,1,-,14,-,4,5,16
S00173031,55.84100049,-4.445946398,93,77,-,-,-,-,-,1,-,5,-,-,7,1
S00173032,55.83838411,-4.552126794,124,120,-,-,-,-,1,1,1,-,-,-,-,-
S00173033,55.84040589,-4.459534098,102,82,-,-,-,-,-,-,3,6,2,1,5,4
S00173034,55.84084812,-4.452693517,99,85,-,-,-,-,-,-,-,-,3,1,2,4
S00173035,55.84155136,-4.408475326,65,61,-,1,-,-,-,-,-,1,-,1,1,-
S00173036,55.84147698,-4.421872386,75,65,-,-,-,-,-,-,-,5,2,3,-,4
S00173037,55.84155319,-4.428490135,66,60,-,-,-,-,-,-,1,1,-,2,4,-
S00173038,55.84121026,-4.439458408,112,105,-,-,-,-,-,2,1,3,-,-,-,-
S00173039,55.84156639,-4.412293896,128,117,-,-,-,-,-,-,4,3,-,1,-,-
S00173040,55.83718042,-4.549492341,71,69,-,1,-,1,-,-,-,-,-,-,-,-
S00173041,55.83600862,-4.395451467,110,103,-,-,-,-,1,1,3,-,-,-,1,-
S00173042,55.8414455,-4.40009876,163,150,-,-,1,-,-,-,-,7,3,1,-,-
S00173043,55.84125341,-4.407626285,115,111,-,-,-,-,-,1,-,1,2,1,-,-
S00173044,55.84175796,-4.372883431,98,95,-,-,-,-,-,-,-,-,-,-,-,4
S00173045,55.84027245,-4.451363435,102,100,-,-,-,-,-,1,-,1,-,-,-,-
S00173046,55.840232,-4.430308505,65,54,-,-,-,-,1,-,-,2,-,1,-,-
S00173047,55.83978968,-4.400204333,187,167,-,-,-,-,-,-,-,11,-,5,-,4
S00173048,55.84106649,-4.424003239,109,91,-,-,-,-,-,-,-,2,1,3,7,4
S00173049,55.84101329,-4.424878454,69,55,-,-,-,-,-,-,-,1,4,-,3,5
S00173050,55.83824073,-4.438729308,117,108,-,-,1,1,-,1,-,4,-,1,-,1
S00173051,55.8409973,-4.406476354,72,65,-,-,-,-,2,-,-,4,1,1,-,-
S00173052,55.84099836,-4.428822912,78,73,-,-,-,2,-,-,-,-,-,-,1,2
S00173053,55.84104183,-4.421605719,149,116,-,-,-,-,-,-,1,4,6,1,2,14
S00173054,55.83813006,-4.551375401,144,139,-,-,-,1,-,-,-,4,-,-,-,1
S00173055,55.84102923,-4.427259459,103,96,-,-,-,-,-,-,2,-,-,-,-,3
S00173056,55.83944709,-4.408073626,131,117,-,-,-,-,-,-,-,6,2,-,1,5
S00173057,55.84059388,-4.448764074,72,68,-,-,-,-,-,-,-,4,-,1,-,-
S00173058,55.84049353,-4.447032666,68,67,-,-,-,-,-,-,1,-,-,-,-,-
S00173059,55.84019012,-4.456389752,86,72,-,-,-,-,2,-,2,6,-,-,2,3
S00173060,55.84050944,-4.423537286,85,67,-,-,-,-,-,-,2,2,-,6,8,1
S00173061,55.83954667,-4.456205402,159,153,-,-,-,-,-,-,3,3,-,-,-,-
S00173062,55.8398803,-4.445780188,91,88,-,-,-,-,-,-,1,1,-,1,2,-
S00173063,55.83937439,-4.450875631,119,107,-,1,-,-,-,-,-,2,3,-,-,3
S00173064,55.83834473,-4.496252146,160,158,-,-,-,1,-,2,-,-,-,-,-,-
S00173065,55.83933453,-4.464561711,82,74,-,-,-,-,-,-,-,-,-,6,-,2
S00173066,55.83992582,-4.431247762,138,126,-,-,-,1,1,1,-,-,4,1,1,-
S00173067,55.83840017,-4.499274499,110,108,-,-,-,-,-,-,-,-,-,2,-,-
S00173068,55.8372858,-4.462291807,148,137,-,-,-,-,-,-,-,-,4,4,2,-
S00173069,55.83751801,-4.512570594,100,98,-,-,-,-,-,-,-,-,-,-,-,3
S00173070,55.83987484,-4.444246452,72,60,-,-,-,2,-,-,-,3,-,2,2,3
S00173071,55.83827418,-4.516468763,122,118,-,-,-,-,-,-,-,-,-,2,-,2
S00173072,55.83855182,-4.471763641,114,108,-,-,2,1,-,-,-,5,1,-,-,-
S00173073,55.83957504,-4.447118695,71,70,-,-,-,-,-,-,-,-,-,-,1,-
S00173074,55.8387379,-4.416734637,133,121,-,-,-,1,3,1,3,2,-,2,-,-
S00173075,55.83967711,-4.423357696,89,76,-,-,1,-,1,-,-,3,2,1,5,3
S00173076,55.83583717,-4.555313912,155,152,-,-,-,-,-,-,1,-,-,1,-,1
S00173077,55.83968332,-4.429874939,120,112,1,-,4,-,-,1,2,1,2,-,1,-
S00173078,55.83790233,-4.511796777,126,123,-,-,-,-,1,-,-,-,-,1,-,-
S00173079,55.83752004,-4.498355511,107,102,-,-,-,-,-,-,-,2,-,1,2,-
S00173080,55.83935654,-4.42776214,101,87,-,1,-,-,-,1,2,1,1,5,-,2
S00173081,55.8357706,-4.518463117,91,63,-,-,-,-,1,-,-,2,1,2,15,7
S00173082,55.8394315,-4.426696651,105,91,-,-,-,-,-,-,1,3,-,1,1,2
S00173083,55.83959826,-4.425077834,77,65,-,-,-,1,-,-,2,1,-,6,-,-
S00173084,55.83699938,-4.514198213,69,63,-,-,-,-,-,-,-,-,1,4,1,-
S00173085,55.83859364,-4.454420266,105,103,-,-,-,-,-,1,-,2,-,-,-,-
S00173086,55.83858499,-4.42996612,169,162,1,-,-,-,-,-,-,-,2,-,-,-
S00173087,55.83866847,-4.444346417,93,92,-,-,-,-,-,1,-,-,-,-,-,-
S00173088,55.83754606,-4.49663219,169,166,-,-,-,-,1,-,-,-,-,-,-,-
S00173089,55.83950828,-4.414578239,87,62,-,-,-,-,1,-,1,4,-,6,10,4
S00173090,55.83675524,-4.509870045,82,82,-,-,-,-,-,-,-,-,-,-,-,-
S00173091,55.83500376,-4.441513134,143,140,-,-,-,1,-,1,1,-,-,-,-,-
S00173092,55.83786862,-4.408359332,127,112,-,-,-,1,-,2,2,6,-,-,-,3
S00173093,55.83742414,-4.501304193,85,78,-,-,-,-,-,1,-,1,2,-,-,-
S00173094,55.83770901,-4.479696186,83,73,-,-,1,-,-,2,1,1,1,-,-,4
S00173095,55.83696745,-4.470097833,136,125,2,-,1,-,-,1,-,3,1,3,1,-
S00173096,55.83819429,-4.444236788,177,174,-,-,-,-,1,2,-,-,-,-,-,-
S00173097,55.83829698,-4.458921714,105,105,-,-,-,-,-,-,-,-,-,-,-,-
S00173098,55.8369359,-4.516861431,77,72,-,-,-,-,1,-,-,1,-,2,2,4
S00173099,55.83728682,-4.505400188,71,69,-,-,-,-,-,1,-,-,-,-,-,-
S00173100,55.83513974,-4.548208792,76,72,-,-,-,-,1,-,-,-,-,-,-,3
S00173101,55.83732857,-4.398742957,162,154,-,-,-,-,2,1,-,3,1,-,-,-
S00173102,55.83867313,-4.423678544,97,82,-,-,-,-,-,1,-,-,3,-,1,5
S00173103,55.83667573,-4.506718472,85,80,-,-,-,-,-,-,2,3,-,-,-,-
S00173104,55.83840005,-4.423853212,109,99,-,-,-,-,-,-,-,5,3,-,3,-
S00173105,55.83816231,-4.449457675,71,70,-,-,-,-,-,-,1,-,-,-,-,-
S00173106,55.83805564,-4.456606482,152,141,-,-,-,-,-,1,-,5,2,-,3,-
S00173107,55.83782536,-4.432474225,109,96,-,-,-,2,-,1,-,4,3,-,-,-
S00173108,55.8358236,-4.551639536,99,95,-,-,-,-,3,-,1,1,-,-,-,-
S00173109,55.8383571,-4.425575529,113,102,-,-,-,1,-,-,1,6,-,1,-,3
S00173110,55.83893042,-4.414254902,83,80,-,-,-,-,-,-,-,-,-,2,2,-
S00173111,55.83692361,-4.502933117,90,92,-,-,-,-,-,-,-,-,1,-,1,-
S00173112,55.8361239,-4.512177177,78,73,-,-,-,-,-,-,1,4,-,-,-,1
S00173113,55.83789331,-4.451229623,110,109,-,-,-,-,-,-,-,-,1,-,-,-
S00173114,55.83788682,-4.424811524,80,69,-,-,-,-,-,-,-,1,-,-,5,3
S00173115,55.83610862,-4.51731905,93,90,-,-,-,1,-,-,1,2,-,-,-,-
S00173116,55.83721916,-4.479473328,80,78,-,-,-,-,1,-,1,-,-,-,-,-
S00173117,55.83660912,-4.498951906,167,161,-,1,-,-,2,-,1,-,-,-,-,-
S00173118,55.83652234,-4.515109746,104,79,-,-,-,-,-,-,2,-,1,14,8,3
S00173119,55.83810313,-4.436149183,97,87,-,-,-,1,2,-,4,-,-,-,-,-
S00173120,55.83572768,-4.51397236,96,91,-,-,-,-,-,1,2,-,-,-,-,-
S00173121,55.83777204,-4.445583873,71,66,-,-,-,-,-,-,-,4,-,-,-,2
S00173122,55.8355359,-4.547308369,88,80,-,-,1,-,3,2,-,-,-,-,1,-
S00173123,55.83657973,-4.481764473,127,119,-,-,-,1,-,1,2,1,1,-,2,-
S00173124,55.83643354,-4.504930021,83,82,-,-,-,-,-,-,1,-,-,-,-,-
S00173125,55.83602928,-4.489874831,100,99,-,-,-,1,-,-,-,-,-,-,-,-
S00173126,55.83752447,-4.426322252,72,68,-,-,-,1,-,-,-,1,1,-,-,-
S00173127,55.83516916,-4.403465042,174,160,-,-,-,-,-,-,-,7,-,2,-,6
S00173128,55.8372472,-4.41986839,207,189,-,-,-,2,-,3,-,3,-,3,2,5
S00173129,55.83729117,-4.448971636,107,104,-,-,-,2,-,-,-,-,-,-,-,-
S00173130,55.83663657,-4.458353686,107,97,-,-,-,-,-,-,2,-,8,-,2,1
S00173131,55.837374,-4.456084321,71,63,-,-,-,-,1,-,-,1,-,-,5,1
S00173132,55.83533935,-4.511423825,104,102,-,-,-,-,-,1,-,-,-,-,-,-
S00173133,55.83639191,-4.448994937,161,149,-,-,2,-,-,-,-,8,-,1,-,-
S00173134,55.83689389,-4.429125896,142,133,-,-,-,-,2,3,2,2,-,3,-,-
S00173135,55.83555611,-4.520158185,153,149,-,-,1,-,-,1,-,-,-,-,-,-
S00173136,55.83731333,-4.422443942,123,114,-,-,-,-,-,-,-,3,-,2,-,-
S00173137,55.83703476,-4.420158648,137,126,-,-,-,1,-,-,1,1,2,-,1,5
S00173138,55.83706243,-4.446465663,65,63,-,-,-,-,-,-,-,1,-,-,-,1
S00173139,55.83721636,-4.423715643,92,78,-,-,-,-,-,1,3,-,8,-,-,3
S00173140,55.83740256,-4.412419257,109,105,-,-,-,-,-,-,1,2,1,-,-,-
S00173141,55.83598253,-4.505891242,102,102,-,-,-,-,-,-,1,2,-,-,-,-
S00173142,55.83702604,-4.406406609,197,187,-,-,-,-,-,-,2,7,-,1,-,-
S00173143,55.83555218,-4.502749137,134,129,-,-,1,-,-,1,1,-,-,-,3,-
S00173144,55.83609718,-4.509524169,65,64,-,-,-,-,1,-,-,-,-,-,-,-
S00173145,55.83541647,-4.50984764,111,93,-,-,-,-,-,-,1,2,2,-,-,7
S00173146,55.8373268,-4.405275239,137,134,-,-,-,-,-,-,-,2,-,1,-,-
S00173147,55.83544837,-4.501225193,82,82,-,-,-,-,-,-,-,-,-,-,-,-
S00173148,55.8367605,-4.413992595,94,83,-,-,-,-,2,-,-,2,3,1,-,2
S00173149,55.83528115,-4.483757959,128,124,-,-,1,-,-,-,-,1,-,-,-,-
S00173150,55.8356139,-4.494847291,65,60,-,-,-,-,1,-,-,1,-,4,-,5
S00173151,55.83629687,-4.459609955,72,67,-,-,-,-,-,-,-,3,-,-,2,-
S00173152,55.83645369,-4.454461067,69,67,-,-,-,-,-,-,-,-,-,-,2,-
S00173153,55.83407782,-4.54740464,99,95,-,-,-,-,-,-,1,1,-,1,-,-
S00173154,55.83365085,-4.544150618,103,99,-,-,-,-,-,-,-,-,-,-,-,-
S00173155,55.83530435,-4.517091373,92,88,-,-,-,-,-,-,-,-,1,-,1,-
S00173156,55.83538232,-4.48764541,62,59,-,-,-,1,-,-,-,1,-,-,-,-
S00173157,55.83520864,-4.49665801,135,126,-,-,-,3,4,4,1,1,-,-,-,-
S00173158,55.83564342,-4.480059758,92,92,-,-,-,-,-,-,-,-,-,-,-,-
S00173159,55.83525949,-4.507409893,114,108,-,-,-,-,-,-,-,4,-,-,-,-
S00173160,55.83623451,-4.461378844,82,80,-,-,-,-,-,-,-,2,2,-,-,-
S00173161,55.83684297,-4.413454677,98,88,-,-,1,-,-,1,-,3,6,-,-,-
S00173162,55.83702001,-4.409009594,83,81,-,-,-,-,-,-,-,1,-,-,-,-
S00173163,55.83402475,-4.523828188,81,81,-,-,-,-,-,-,-,-,-,-,-,-
S00173164,55.83488794,-4.500055251,116,112,-,-,-,-,-,1,-,3,-,-,-,-
S00173165,55.83589786,-4.416270897,116,110,-,-,-,-,1,-,2,2,2,-,-,-
S00173166,55.83490152,-4.50909575,74,73,-,-,-,2,-,-,-,-,-,-,-,-
S00173167,55.83447518,-4.449561136,122,111,-,1,1,-,2,-,2,1,-,-,-,1
S00173168,55.83373722,-4.503159522,95,94,-,-,-,-,-,-,-,1,-,-,-,-
S00173169,55.83626624,-4.424039816,106,97,-,-,-,-,-,-,2,2,-,1,4,1
S00173170,55.8349466,-4.517004364,69,62,-,-,-,-,-,2,-,2,2,-,2,-
S00173171,55.83501433,-4.461269778,199,188,-,-,2,1,1,-,-,2,-,1,-,5
S00173172,55.83420646,-4.491562975,123,119,-,-,-,-,-,-,2,-,-,-,-,2
S00173173,55.8343326,-4.490660711,125,125,-,-,-,-,-,-,-,-,-,-,-,-
S00173174,55.83392659,-4.510182824,128,126,-,-,-,-,-,-,-,-,-,-,-,1
S00173175,55.83349375,-4.515089818,115,109,-,-,-,-,-,2,1,-,-,1,-,-
S00173176,55.82227557,-4.56989553,97,93,-,-,-,-,2,-,-,4,-,-,2,-
S00173177,55.83379872,-4.512043148,70,58,-,-,1,-,-,-,-,-,-,2,5,-
S00173178,55.83520733,-4.452961092,132,128,-,-,-,-,-,-,-,4,-,-,-,-
S00173179,55.83537324,-4.422834323,96,80,-,-,-,-,-,-,-,-,6,6,1,3
S00173180,55.83407028,-4.520732801,68,64,-,-,1,-,-,-,-,-,1,-,-,-
S00173181,55.83568481,-4.444782,65,65,-,-,-,-,-,-,-,-,-,-,-,-
S00173182,55.83548494,-4.448953869,88,88,-,-,-,-,-,-,-,-,-,-,-,-
S00173183,55.83457987,-4.481988379,141,138,-,-,-,-,2,-,-,-,-,-,-,-
S00173184,55.83374945,-4.519721853,95,90,-,-,-,-,-,-,-,-,-,-,-,4
S00173185,55.83556374,-4.450412195,80,78,-,-,-,-,-,-,-,2,-,-,-,-
S00173186,55.83318931,-4.523805985,82,76,-,2,-,-,2,-,-,-,-,1,-,-
S00173187,55.83579087,-4.419426527,140,133,-,-,-,-,-,1,-,4,-,-,3,-
S00173188,55.83559651,-4.406430067,73,66,-,-,-,-,-,-,-,2,1,-,3,-
S00173189,55.8343502,-4.456276903,96,93,-,-,-,-,-,-,1,4,-,-,-,2
S00173190,55.83403606,-4.488437795,98,95,-,-,-,-,-,-,1,-,2,-,-,-
S00173191,55.83495981,-4.444177506,87,80,-,-,-,-,-,-,-,2,-,1,-,1
S00173192,55.83578596,-4.427427731,111,108,-,-,1,-,-,-,-,1,-,-,-,-
S00173193,55.83434191,-4.416781233,138,126,-,-,-,2,-,-,-,4,-,5,3,-
S00173194,55.83214428,-4.54702264,73,73,-,-,-,-,-,-,-,-,-,-,-,-
S00173195,55.83521946,-4.430171349,131,117,-,-,-,-,-,-,-,4,2,1,4,2
S00173196,55.83278444,-4.54171443,139,131,-,-,-,3,2,-,1,-,-,-,-,1
S00173197,55.83387538,-4.507847805,80,77,-,-,-,-,2,-,-,4,-,-,-,2
S00173198,55.83510554,-4.420453991,62,45,-,-,-,-,-,-,-,9,-,-,5,2
S00173199,55.83562683,-4.42045445,70,64,-,-,-,-,-,-,-,1,2,2,-,2
S00173200,55.83424816,-4.461828237,147,144,-,-,-,-,-,-,-,3,-,-,-,-
S00173201,55.83294279,-4.549694022,134,121,-,-,-,1,-,1,-,-,-,1,1,4
S00173202,55.83262043,-4.518674621,101,99,-,-,-,-,-,-,-,1,-,-,-,-
S00173203,55.83573382,-4.425971114,122,118,-,-,1,-,-,-,-,-,1,2,-,-
S00173204,55.83501115,-4.451080142,60,55,-,-,-,2,-,1,-,1,-,-,2,-
S00173205,55.83380988,-4.495162922,92,89,-,-,-,1,2,-,1,-,-,-,-,-
S00173206,55.83273009,-4.525596836,82,79,-,-,-,2,-,2,-,-,1,-,-,-
S00173207,55.83384138,-4.499365209,128,116,-,-,-,-,-,2,2,-,-,2,1,-
S00173208,55.83331765,-4.517985072,74,72,-,-,-,-,-,-,-,2,-,-,-,-
S00173209,55.83543001,-4.408048805,180,165,-,-,-,-,-,-,2,10,1,-,-,2
S00173210,55.83481568,-4.427862341,87,82,-,-,-,-,-,-,-,-,-,-,-,3
S00173211,55.8347511,-4.445633715,97,96,-,-,-,1,-,-,-,4,-,-,-,-
S00173212,55.83380083,-4.501358932,79,79,-,-,-,-,-,-,-,-,-,-,-,-
S00173213,55.83418803,-4.431879705,152,148,-,-,-,2,-,-,1,2,-,-,-,-
S00173214,55.83447445,-4.442821481,67,66,-,-,-,1,-,-,-,1,-,-,-,-
S00173215,55.83223593,-4.496100125,139,137,-,-,-,-,-,-,-,2,-,-,-,-
S00173216,55.83287699,-4.49816943,152,147,-,-,1,1,2,-,-,1,-,3,1,-
S00173217,55.83299104,-4.460870414,112,107,-,-,-,-,-,3,-,-,-,3,-,-
S00173218,55.83303147,-4.506036725,115,113,-,-,-,-,-,-,2,-,-,-,-,-
S00173219,55.83283614,-4.485550377,151,143,-,-,-,-,-,1,-,-,1,2,2,-
S00173220,55.83505042,-4.41823063,73,60,-,-,-,-,-,-,-,8,5,-,1,2
S00173221,55.83372588,-4.414283593,159,151,-,-,-,-,-,-,1,3,1,-,4,-
S00173222,55.83322853,-4.492362805,119,116,-,-,-,-,-,1,-,-,1,-,1,-
S00173223,55.83188269,-4.542725567,128,127,-,-,-,2,-,-,-,-,1,-,-,-
S00173224,55.83176041,-4.536026177,93,85,-,-,-,2,-,-,-,2,4,-,-,-
S00173225,55.83487347,-4.426300813,65,55,-,-,-,-,-,-,-,1,-,-,-,-
S00173226,55.83297683,-4.499006288,70,73,1,-,-,-,-,-,-,-,-,-,-,-
S00173227,55.83333458,-4.399838426,61,55,-,-,-,-,-,-,1,5,-,-,-,-
S00173228,55.83331364,-4.453273009,76,75,-,-,-,-,-,-,-,-,1,-,-,-
S00173229,55.83369876,-4.409251309,182,174,-,-,-,-,1,-,2,3,-,-,-,1
S00173230,55.83357154,-4.48829632,69,67,-,-,-,-,-,-,-,1,-,-,-,-
S00173231,55.83416641,-4.455578577,132,125,-,-,-,1,-,-,-,4,-,-,2,-
S00173232,55.83175064,-4.549536122,92,88,-,-,-,-,-,-,-,2,-,-,-,-
S00173233,55.83215573,-4.520736639,98,97,-,-,-,-,-,-,1,-,-,-,-,-
S00173234,55.83196432,-4.536598406,116,111,-,-,-,2,-,-,-,1,2,1,-,-
S00173235,55.8324773,-4.523025215,88,84,-,-,-,-,-,1,-,2,-,4,-,-
S00173236,55.83489405,-4.420696377,137,91,-,-,1,-,-,-,-,-,2,4,18,15
S00173237,55.8346724,-4.419628539,85,59,-,-,-,-,-,-,-,5,2,3,6,10
S00173238,55.83353151,-4.464849236,142,132,-,2,-,1,-,-,1,1,2,1,-,-
S00173239,55.83421711,-4.422666572,77,53,-,-,-,-,-,-,2,3,1,5,1,11
S00173240,55.83311223,-4.481671259,85,82,-,-,-,-,-,-,-,2,-,-,-,-
S00173241,55.8345761,-4.424972698,102,99,-,-,2,-,1,-,-,-,-,-,-,-
S00173242,55.83309373,-4.503421597,86,78,-,-,-,-,-,-,-,3,-,-,-,-
S00173243,55.83460496,-4.392761939,111,105,-,-,-,-,-,-,1,-,-,-,3,2
S00173244,55.83250217,-4.493609893,78,77,-,-,-,-,-,-,2,-,-,-,-,-
S00173245,55.83187388,-4.526148167,108,104,-,-,-,-,-,1,-,3,-,-,-,-
S00173246,55.83423244,-4.412286757,177,167,-,-,-,-,1,-,-,5,-,2,-,-
