OA_Code,Latitude,Longitude,All people in households,"Whole house or bungalow, Total","Whole house or bungalow, Detached","Whole house or bungalow, Semi-detached","Whole house or bungalow, Terraced (including end-terrace)","Flat, maisonette or apartment, Total","Flat, maisonette or apartment, Purpose-built block of flats or tenement","Flat, maisonette or apartment, Part of a converted or shared house (including bed-sits)","Flat, maisonette or apartment, In a commercial building",Caravan or other mobile or temporary structure
S00174955,55.55698341,-4.639572495,69,68,40,28,-,1,1,-,-,-
S00174956,55.55629901,-4.652942782,121,75,11,31,33,46,46,-,-,-
S00174957,55.55640594,-4.641341615,95,93,46,47,-,2,2,-,-,-
S00174958,55.55271028,-4.549790618,75,72,47,18,7,2,2,-,-,-
S00174959,55.55490481,-4.656718105,115,101,5,40,56,14,14,-,-,-
S00174960,55.55557412,-4.65611311,95,67,4,23,43,31,31,-,-,-
S00174961,55.55461181,-4.641173614,169,169,46,122,8,-,-,-,-,-
S00174962,55.55433646,-4.650590403,62,62,40,10,12,-,-,-,-,-
S00174963,55.55516246,-4.65478497,98,42,8,8,26,56,56,-,-,-
S00174964,55.5555513,-4.63636825,106,106,35,71,-,-,-,-,-,-
S00174965,55.55532357,-4.642347304,98,96,53,41,2,2,-,2,-,-
S00174966,55.55398017,-4.638784321,187,187,76,108,-,-,-,-,-,-
S00174967,55.55392936,-4.654860355,134,102,11,43,52,28,28,-,-,-
S00174968,55.55141666,-4.655911796,78,23,15,7,3,55,55,-,-,-
S00174969,55.55266875,-4.650811072,128,113,45,24,43,16,16,-,-,-
S00174970,55.5538568,-4.635747292,148,145,62,82,1,2,2,-,-,-
S00174971,55.55235384,-4.638754555,171,170,64,106,-,1,1,-,-,-
S00174972,55.54871508,-4.656553974,96,40,7,16,19,56,56,-,-,-
S00174973,55.55216712,-4.622758529,166,166,134,30,2,-,-,-,-,-
S00174974,55.55217197,-4.624629934,112,108,59,28,17,8,8,-,-,-
S00174975,55.55219801,-4.640979902,78,78,44,33,-,-,-,-,-,-
S00174976,55.54726066,-4.65978532,66,49,3,12,28,21,21,-,-,-
S00174977,55.55364269,-4.561965709,71,71,68,5,-,-,-,-,-,-
S00174978,55.55245101,-4.63549457,156,137,25,82,26,21,20,1,-,-
S00174979,55.55219634,-4.639806393,114,112,37,72,-,2,2,-,-,-
S00174980,55.55151634,-4.652556946,132,124,9,27,88,7,4,3,-,-
S00174981,55.55131383,-4.624826405,97,92,34,30,29,5,-,5,-,-
S00174982,55.54666217,-4.661266918,94,14,2,9,3,80,78,1,-,-
S00174983,55.55316977,-4.564376861,124,123,14,33,76,-,-,-,-,-
S00174984,55.55213099,-4.627798524,107,104,30,43,31,4,4,-,-,-
S00174985,55.5531474,-4.562869013,105,105,51,12,42,-,-,-,-,-
S00174986,55.55166981,-4.56603916,162,162,64,47,57,-,-,-,-,-
S00174987,55.5437194,-4.67627141,130,33,13,11,9,97,93,2,3,-
S00174988,55.55278826,-4.567999023,80,77,77,3,-,2,2,-,-,-
S00174989,55.55103175,-4.648782201,150,148,45,86,17,2,2,-,-,-
S00174990,55.55186085,-4.563784175,137,136,8,73,51,1,1,-,-,-
S00174991,55.55130688,-4.636448613,109,57,9,41,7,52,52,-,-,-
S00174992,55.5495477,-4.639248208,177,126,4,52,73,51,51,-,-,-
S00174993,55.55002736,-4.649919651,163,160,19,53,86,2,2,-,-,-
S00174994,55.55075964,-4.652632794,115,101,14,10,80,14,14,-,-,-
S00174995,55.55087647,-4.634310912,126,107,15,53,39,19,19,-,-,-
S00174996,55.54949216,-4.651389905,127,81,18,41,26,46,46,-,-,-
S00174997,55.55011087,-4.651875551,65,34,-,6,32,31,31,-,-,-
S00174998,55.55027546,-4.653821073,135,128,4,25,97,7,4,4,-,-
S00174999,55.54892078,-4.637890173,141,110,9,44,57,31,31,-,-,-
S00175000,55.55246731,-4.560144983,121,120,18,14,87,1,1,-,-,-
S00175001,55.54973516,-4.626766501,71,71,54,16,2,-,-,-,-,-
S00175002,55.54911496,-4.637221402,84,65,10,51,4,19,19,-,-,-
S00175003,55.54764405,-4.634982445,107,73,5,34,34,34,34,-,-,-
S00175004,55.54867469,-4.560548348,182,182,152,17,17,-,-,-,-,-
S00175005,55.54944928,-4.648802546,65,61,4,53,4,5,5,-,-,-
S00175006,55.54981957,-4.625345123,84,84,32,48,8,-,-,-,-,-
S00175007,55.55066756,-4.569684065,170,150,99,40,11,20,20,-,-,-
S00175008,55.54936412,-4.636920987,65,54,4,32,17,13,13,-,-,-
S00175009,55.5486462,-4.650191334,81,6,2,5,-,75,75,-,-,-
S00175010,55.55080126,-4.562874795,109,92,16,53,19,21,21,-,-,-
S00175011,55.5491399,-4.640235613,102,13,6,1,6,89,88,1,-,-
S00175012,55.5494308,-4.634658107,93,58,4,17,44,31,31,-,-,-
S00175013,55.54758521,-4.649374717,134,123,11,112,-,10,10,-,-,-
S00175014,55.54951761,-4.571797021,92,92,66,25,2,-,-,-,-,-
S00175015,55.5480799,-4.653926719,156,59,25,24,11,96,96,-,-,-
S00175016,55.54965885,-4.567636288,182,182,147,3,32,-,-,-,-,-
S00175017,55.54622498,-4.659461668,88,37,14,15,8,51,51,-,-,-
S00175018,55.54674625,-4.64701934,132,129,87,42,-,3,3,-,-,-
S00175019,55.5475118,-4.654839708,86,3,-,-,1,82,82,-,-,-
S00175020,55.54714677,-4.653847949,83,6,-,5,3,79,79,-,-,-
S00175021,55.54651309,-4.65488333,77,9,-,4,6,69,69,-,-,-
S00175022,55.54567041,-4.654778933,189,170,34,97,39,19,16,2,-,-
S00175023,55.54426851,-4.658077058,108,98,11,73,14,10,3,4,-,-
S00175024,55.54513237,-4.650985268,118,100,14,85,-,18,5,13,-,-
S00175025,55.5451643,-4.661530294,69,13,6,1,7,59,46,6,5,-
S00175026,55.54328031,-4.653492176,137,100,55,40,5,37,30,7,-,-
S00175027,55.54458239,-4.663488522,70,14,4,3,7,56,47,3,6,-
S00175028,55.54412259,-4.653200173,92,92,15,74,4,-,-,-,-,-
S00175029,55.54409244,-4.633777656,129,125,80,38,3,4,2,-,3,-
S00175030,55.54430736,-4.665800398,84,16,4,6,12,62,49,3,10,-
S00175031,55.54366052,-4.661238384,106,62,29,19,14,42,31,4,5,-
S00175032,55.52023916,-4.41753762,101,92,83,4,5,6,-,6,-,-
S00175033,55.54388327,-4.630545437,133,133,80,53,-,-,-,-,-,-
S00175034,55.54195077,-4.637645076,149,149,128,21,-,-,-,-,-,-
S00175035,55.54349944,-4.663272571,70,11,5,2,4,59,46,2,11,-
S00175036,55.54418969,-4.667076571,84,21,10,4,8,63,31,4,28,-
S00175037,55.54357209,-4.666955462,87,40,16,11,9,47,43,4,-,-
S00175038,55.54335859,-4.677562705,107,22,7,7,8,84,84,-,-,-
S00175039,55.54345062,-4.669642296,97,48,5,34,9,49,45,2,-,-
S00175040,55.54301281,-4.674875854,126,19,6,15,-,107,107,-,-,-
S00175041,55.5426069,-4.634724558,186,171,166,5,-,15,15,-,-,-
S00175042,55.54254266,-4.673765908,133,51,36,9,5,82,82,-,-,-
S00175043,55.54248954,-4.672081887,87,20,3,15,1,67,44,23,-,-
S00175044,55.54314681,-4.667909549,60,38,6,15,17,22,20,2,-,-
S00175045,55.54268632,-4.670890414,110,23,2,18,-,87,88,2,-,-
S00175046,55.54231242,-4.667837152,118,27,4,9,14,91,74,17,-,-
S00175047,55.54205409,-4.656152043,114,90,25,56,6,24,24,-,-,-
S00175048,55.54184641,-4.657437946,103,91,38,47,4,12,4,10,-,-
S00175049,55.54117275,-4.659484985,64,42,17,21,3,22,10,14,-,-
S00175050,55.54109971,-4.671511986,82,24,6,9,9,58,44,14,-,-
S00175051,55.54058197,-4.628565294,158,158,145,17,-,-,-,-,-,-
S00175052,55.53983955,-4.645508766,178,176,114,56,6,3,1,1,-,-
S00175053,55.53708501,-4.645276149,173,158,105,52,2,15,4,9,-,-
S00175054,55.54023405,-4.653033236,79,46,-,29,16,33,33,-,-,-
S00175055,55.53964202,-4.648824347,130,129,30,100,2,1,1,-,-,-
S00175056,55.53870938,-4.654119353,101,90,11,54,25,11,1,10,-,-
S00175057,55.5380897,-4.651604814,103,86,7,79,4,13,1,12,-,-
S00175058,55.53716619,-4.653571515,122,103,32,69,2,19,4,14,-,-
S00175059,55.53840119,-4.650088224,85,86,25,54,-,3,3,-,-,-
S00175060,55.51776666,-4.497277327,115,109,99,5,3,6,6,-,-,-
S00175061,55.53519137,-4.650125809,167,146,98,41,3,21,12,12,-,-
S00175062,55.53406808,-4.648449424,141,78,63,19,-,62,31,31,-,-
S00175063,55.53327703,-4.63470261,146,130,122,6,2,16,1,11,-,-
S00175064,55.50754553,-4.555690556,161,161,95,38,31,-,-,-,-,-
S00175065,55.52541573,-4.623639314,115,98,55,36,8,17,7,10,-,-
S00175066,55.51765489,-4.600214075,121,99,73,11,15,22,22,-,-,-
S00175067,55.51860238,-4.603001593,121,117,19,28,70,6,3,3,-,-
S00175068,55.51957876,-4.604428626,166,164,96,66,2,2,2,-,-,-
S00175069,55.51990154,-4.601930839,105,105,16,77,10,-,-,-,-,-
S00175070,55.51568676,-4.600195109,195,189,161,20,6,3,-,5,1,-
S00175071,55.50590513,-4.604934807,110,91,52,19,24,19,19,-,-,-
S00175072,55.51889403,-4.599852235,101,100,-,46,54,-,-,-,-,-
S00175073,55.51846772,-4.601725262,84,75,-,33,42,9,9,-,-,-
S00175074,55.51737163,-4.598737874,201,200,157,31,17,-,-,-,-,-
S00175075,55.51628524,-4.59994944,111,80,54,15,14,31,27,1,-,-
S00175076,55.51657893,-4.490279235,201,197,59,112,23,4,4,-,-,-
S00175077,55.50501492,-4.440992716,97,86,69,8,9,4,4,-,-,6
S00175078,55.51471814,-4.490288387,153,67,20,40,11,81,81,-,-,-
S00175079,55.51523957,-4.488515443,130,119,15,28,75,10,10,-,-,1
S00175080,55.51500389,-4.489054999,70,64,6,34,25,7,7,-,-,-
S00175081,55.51297261,-4.492142293,113,111,34,33,44,4,4,-,-,-
S00175082,55.51327155,-4.484953831,121,101,6,69,26,20,20,-,-,-
S00175083,55.5133245,-4.478795272,123,117,5,49,63,4,4,-,-,-
S00175084,55.51135905,-4.487066643,150,145,28,43,74,5,5,-,-,-
S00175085,55.51264866,-4.483314711,113,96,12,64,19,20,20,-,-,-
S00175086,55.48720808,-4.492319184,162,162,137,20,5,-,-,-,-,-
S00175087,55.51221197,-4.477363077,89,89,3,65,21,-,-,-,-,-
S00175088,55.51255827,-4.480679569,129,115,11,49,52,12,12,-,-,-
S00175089,55.51245118,-4.47931059,128,127,10,96,21,1,1,-,-,-
S00175090,55.5114823,-4.482766042,92,71,8,43,22,21,14,7,-,-
S00175091,55.5117606,-4.481009522,91,67,2,35,31,24,24,-,-,-
S00175092,55.51095135,-4.490319681,85,79,3,25,51,6,4,-,2,-
S00175093,55.51090488,-4.48331573,70,56,14,23,22,14,14,-,-,-
S00175094,55.48389868,-4.573596571,97,97,52,29,16,-,-,-,-,-
S00175095,55.50485559,-4.603566787,115,54,46,7,4,58,58,-,-,-
S00175096,55.48060427,-4.547614457,70,61,43,12,6,5,-,3,3,-
S00175097,55.50609484,-4.602777539,71,6,3,3,-,66,63,4,-,-
S00175098,55.49408715,-4.514587154,113,94,77,6,14,3,3,-,-,11
S00175099,55.50373093,-4.611632763,94,78,28,38,12,16,14,1,-,-
S00175100,55.50484034,-4.604706078,89,15,10,2,4,74,73,1,-,-
S00175101,55.50339939,-4.608633459,84,80,19,52,9,2,1,-,-,-
S00175102,55.503857,-4.610358307,117,89,8,43,38,28,15,12,-,-
S00175103,55.50246427,-4.613702635,97,89,49,20,16,12,7,4,-,-
S00175104,55.50245434,-4.601935428,167,107,43,66,2,56,56,-,-,-
S00175105,55.4994756,-4.59532558,77,77,28,8,38,-,-,-,-,-
S00175106,55.50089111,-4.617493998,79,28,7,20,5,49,38,11,-,-
S00175107,55.50379548,-4.601849728,66,10,6,-,4,56,56,-,-,-
S00175108,55.49945837,-4.618919091,83,44,14,17,10,42,30,9,-,-
S00175109,55.50273567,-4.612358672,90,61,20,27,17,33,28,1,-,-
S00175110,55.50249385,-4.59922999,99,88,3,3,86,7,4,3,-,-
S00175111,55.50239076,-4.60492433,77,71,26,47,2,6,4,2,-,-
S00175112,55.50228758,-4.60892414,63,40,8,25,8,24,24,-,-,-
S00175113,55.50224847,-4.599356342,126,80,18,14,52,45,45,-,-,-
S00175114,55.50214066,-4.605272044,95,95,45,51,-,-,-,-,-,-
S00175115,55.50060303,-4.602763412,71,69,17,46,-,2,-,1,-,-
S00175116,55.50158778,-4.608862,141,125,20,64,40,16,14,-,1,-
S00175117,55.50126354,-4.595364081,128,127,21,5,101,1,1,-,-,-
S00175118,55.50153612,-4.605802201,111,111,28,76,7,-,-,-,-,-
S00175119,55.50095447,-4.599761951,66,8,-,1,7,58,58,-,-,-
S00175120,55.50064771,-4.596004485,119,114,10,14,90,5,5,-,-,-
S00175121,55.49995416,-4.612966173,123,98,17,33,48,25,22,-,4,-
S00175122,55.49992336,-4.616511296,100,92,30,58,-,8,4,4,-,-
S00175123,55.49982733,-4.609220592,96,44,25,13,10,52,45,1,6,-
S00175124,55.49920163,-4.597223606,92,39,12,21,4,53,53,-,-,-
S00175125,55.50026274,-4.60481542,83,66,33,23,10,17,15,2,-,-
S00175126,55.49983686,-4.600749244,103,95,43,52,-,7,7,-,-,-
S00175127,55.49987722,-4.604346559,106,106,57,46,4,-,-,-,-,-
S00175128,55.49940799,-4.604853969,159,152,51,72,29,10,10,-,-,-
S00175129,55.49893179,-4.617063074,110,106,21,83,2,2,1,3,-,-
S00175130,55.49729567,-4.606962937,136,127,39,79,10,9,1,11,-,-
S00175131,55.49870115,-4.609763642,83,80,11,21,46,4,4,-,-,-
S00175132,55.4989667,-4.604048898,70,67,12,30,29,4,2,5,-,-
S00175133,55.49774933,-4.597888018,124,97,13,74,9,27,27,-,-,-
S00175134,55.49840374,-4.611485801,86,14,3,7,4,74,58,7,9,-
S00175135,55.4987368,-4.605981426,110,105,21,56,30,5,5,-,-,-
S00175136,55.49700379,-4.613483233,148,135,47,76,12,13,12,1,-,-
S00175137,55.49847065,-4.606660574,77,75,12,66,-,-,-,-,-,-
S00175138,55.49761566,-4.610926906,110,84,14,32,40,26,16,7,3,-
S00175139,55.49804061,-4.61670307,125,117,23,53,45,7,2,4,-,1
S00175140,55.49759144,-4.60362556,141,112,77,36,4,21,21,-,-,-
S00175141,55.49794278,-4.596396467,85,84,6,63,17,1,1,-,-,-
S00175142,55.49652064,-4.617583938,145,126,20,50,53,19,4,12,-,-
S00175143,55.49628585,-4.599501688,168,168,37,128,-,1,1,-,-,-
S00175144,55.49620304,-4.610991725,115,115,32,38,45,-,-,-,-,-
S00175145,55.49630886,-4.603493383,171,164,55,109,4,7,7,-,-,-
S00175146,55.49621246,-4.614760853,109,105,16,65,26,4,4,-,-,-
S00175147,55.49675145,-4.598740667,104,75,3,70,2,29,29,-,-,-
S00175148,55.49565051,-4.618761226,118,59,13,36,10,59,42,12,-,-
S00175149,55.49595928,-4.59498334,122,95,-,83,12,27,27,-,-,-
S00175150,55.49600771,-4.60708364,85,85,47,41,-,4,4,-,-,-
S00175151,55.49567492,-4.607093309,97,97,65,31,1,-,-,-,-,-
S00175152,55.49493377,-4.600948418,125,121,72,50,-,7,7,-,-,-
S00175153,55.49530654,-4.595668738,121,100,1,78,18,21,21,-,-,-
S00175154,55.49374576,-4.612412358,127,124,78,42,4,3,3,-,-,-
S00175155,55.49524275,-4.61555158,66,64,25,26,16,2,2,-,-,-
S00175156,55.49492128,-4.604494296,96,96,87,9,-,-,-,-,-,-
S00175157,55.49464483,-4.598047691,148,131,8,95,28,17,17,-,-,-
S00175158,55.49433261,-4.608920405,86,84,53,16,15,2,2,-,-,-
S00175159,55.4940998,-4.601700913,123,123,74,43,5,-,-,-,-,-
S00175160,55.4944398,-4.595849194,114,98,3,65,31,16,16,-,-,-
S00175161,55.49394141,-4.615876943,96,96,77,19,-,-,-,-,-,-
S00175162,55.4930229,-4.618475935,139,87,32,39,16,52,32,20,-,-
S00175163,55.49344894,-4.602718784,147,147,58,81,4,2,2,-,-,-
S00175164,55.49266032,-4.594987952,100,98,-,10,88,2,2,-,-,-
S00175165,55.4914022,-4.61566105,178,155,31,103,21,23,21,1,-,-
S00175166,55.49345812,-4.598903662,105,104,3,74,25,1,1,-,-,-
S00175167,55.49203284,-4.614752927,88,74,34,30,8,14,5,9,-,-
S00175168,55.49337615,-4.594718391,102,99,3,21,75,3,3,-,-,-
S00175169,55.49243009,-4.616774162,100,98,79,9,6,2,2,-,-,-
S00175170,55.49164997,-4.596853005,143,93,7,54,35,47,47,-,-,-
S00175171,55.49218086,-4.606973185,119,116,14,49,55,3,2,1,-,-
S00175172,55.49212293,-4.599132335,142,121,2,6,113,21,21,-,-,-
S00175173,55.49238366,-4.598706207,133,127,10,19,98,8,-,5,-,-
S00175174,55.48717336,-4.598980372,206,185,113,52,20,22,22,-,-,-
S00175175,55.49190585,-4.607224158,105,100,12,50,38,6,3,-,3,-
S00175176,55.49254575,-4.534405784,123,109,-,35,71,16,7,-,9,-
S00175177,55.49289417,-4.515777685,200,191,118,38,36,7,7,-,-,-
S00175178,55.49084499,-4.605966649,114,112,6,37,69,2,-,2,-,-
S00175179,55.4929021,-4.519324626,110,107,51,55,1,1,1,-,-,-
S00175180,55.49009964,-4.604666715,122,122,43,50,26,-,-,-,-,-
S00175181,55.49284513,-4.522962415,145,127,26,36,65,18,18,-,-,-
S00175182,55.49123451,-4.60877882,113,113,5,91,17,2,-,-,2,-
S00175183,55.49024912,-4.617880183,104,104,12,92,-,-,-,-,-,-
S00175184,55.48939436,-4.614134758,172,171,59,101,11,1,1,-,-,-
S00175185,55.49063439,-4.605303633,128,124,12,81,28,4,4,-,-,-
S00175186,55.49043952,-4.612335876,81,81,17,66,-,-,-,-,-,-
S00175187,55.4918579,-4.52768051,143,107,-,22,85,36,36,-,-,-
S00175188,55.49218068,-4.530329316,138,33,2,13,18,105,105,-,-,-
S00175189,55.49188953,-4.533540359,78,76,10,37,29,5,4,2,-,-
S00175190,55.49012923,-4.618442165,67,64,30,26,9,3,3,-,-,-
S00175191,55.49199892,-4.525203926,112,108,6,39,64,3,3,-,-,-
S00175192,55.49250652,-4.520201793,60,62,26,31,2,2,2,-,-,-
S00175193,55.48935564,-4.612580725,99,98,72,23,-,6,6,-,-,-
S00175194,55.49157848,-4.532934603,87,82,6,30,48,5,5,-,-,-
S00175195,55.48966824,-4.610147558,111,111,24,80,5,-,-,-,-,-
S00175196,55.49132012,-4.532823022,136,133,9,70,54,3,3,-,-,-
S00175197,55.49166319,-4.525356584,120,115,7,63,45,5,5,-,-,-
S00175198,55.49103172,-4.535464217,69,65,4,23,38,4,4,-,-,-
S00175199,55.48839751,-4.608195434,109,109,48,61,-,-,-,-,-,-
S00175200,55.48733678,-4.606510599,105,91,64,24,1,14,14,-,-,-
S00175201,55.4900812,-4.532316032,104,101,11,37,53,1,-,-,1,-
S00175202,55.48995109,-4.525563603,84,80,11,25,44,3,3,-,-,1
S00175203,55.48821466,-4.610447153,96,95,55,40,-,3,3,-,-,-
S00175204,55.4862771,-4.616571825,141,91,41,40,7,53,44,7,3,-
S00175205,55.48838446,-4.613862034,142,142,22,121,4,-,-,-,-,-
S00175206,55.48752329,-4.609989811,129,126,49,62,12,3,3,-,-,-
S00175207,55.48778851,-4.605558945,89,89,48,41,-,-,-,-,-,-
S00175208,55.48673109,-4.620559503,109,108,52,55,1,3,3,-,-,-
S00175209,55.48956069,-4.526187681,138,136,-,78,58,2,2,-,-,-
S00175210,55.4865109,-4.6190885,99,98,63,19,16,1,1,-,-,-
S00175211,55.4890867,-4.523893523,124,123,2,86,35,1,1,-,-,-
S00175212,55.48719448,-4.602638581,168,168,135,26,7,-,-,-,-,-
S00175213,55.48788231,-4.522581709,144,132,53,77,6,8,-,8,-,-
S00175214,55.48677947,-4.606932855,97,97,45,34,18,-,-,-,-,-
S00175215,55.48617688,-4.601035943,157,157,113,44,-,-,-,-,-,-
S00175216,55.4852756,-4.608748872,164,144,4,70,70,20,20,-,-,-
S00175217,55.48207118,-4.622830047,119,95,14,74,7,22,18,4,-,-
S00175218,55.48562616,-4.605796053,60,59,12,19,28,1,1,-,-,-
S00175219,55.48533436,-4.619042056,88,70,20,14,32,22,21,1,-,-
S00175220,55.48569198,-4.611562452,115,64,13,21,32,51,45,4,-,-
S00175221,55.48568349,-4.59802742,152,143,41,91,11,9,9,-,-,-
S00175222,55.48589524,-4.614251161,94,15,8,-,4,79,78,1,-,-
S00175223,55.48598539,-4.60243218,132,116,31,71,10,16,16,-,-,-
S00175224,55.48558721,-4.60720233,83,73,4,17,55,10,8,-,2,-
S00175225,55.48480286,-4.614052144,133,91,26,33,29,42,42,-,-,-
S00175226,55.48464408,-4.595331307,143,143,30,97,16,-,-,-,-,-
S00175227,55.48466961,-4.618602193,123,18,1,3,14,105,100,3,1,-
S00175228,55.48517428,-4.597455684,84,80,19,44,17,4,4,-,-,-
S00175229,55.48441053,-4.620626983,65,5,-,-,5,60,58,-,-,-
S00175230,55.48515062,-4.596029468,132,132,35,97,-,3,3,-,-,-
S00175231,55.48456495,-4.604554595,153,130,49,74,7,23,23,-,-,-
S00175232,55.48473665,-4.60999542,72,66,7,30,31,6,6,-,-,-
S00175233,55.484087,-4.6143213,118,38,-,9,28,80,79,-,1,-
S00175234,55.48207979,-4.604754606,149,146,69,40,40,3,3,-,-,-
S00175235,55.48338121,-4.607800518,131,108,22,53,30,23,23,-,-,-
S00175236,55.48350093,-4.597947023,148,148,26,122,-,-,-,-,-,-
S00175237,55.48376746,-4.612448127,106,105,19,36,50,-,-,-,-,-
S00175238,55.48371411,-4.619567667,64,51,2,32,17,16,16,-,-,-
S00175239,55.48271526,-4.621717367,76,31,-,31,-,47,47,-,-,-
S00175240,55.48279026,-4.619474675,82,29,-,28,4,53,53,-,-,-
S00175241,55.4823653,-4.612022894,123,116,14,97,5,7,7,-,-,-
S00175242,55.48215873,-4.615380672,132,122,30,81,11,10,10,-,-,-
S00175243,55.48101165,-4.619419916,69,53,6,35,16,16,10,6,3,-
S00175244,55.4830944,-4.597619511,127,103,12,38,53,24,19,2,-,-
S00175245,55.4826595,-4.608765849,157,153,62,90,2,2,2,-,-,-
S00175246,55.4817307,-4.617742368,116,84,-,29,55,32,32,-,-,-
S00175247,55.48170587,-4.621001343,91,37,-,23,14,54,54,-,-,-
S00175248,55.48169733,-4.614257942,83,83,43,39,2,-,-,-,-,-
S00175249,55.48132329,-4.609041554,111,97,11,84,2,14,13,1,-,-
S00175250,55.48047379,-4.621869173,88,30,5,25,-,58,58,-,-,-
S00175251,55.48046139,-4.614888309,111,108,43,62,-,6,-,1,5,-
S00175252,55.48163662,-4.575158464,144,120,116,1,5,24,19,5,-,-
S00175253,55.48035579,-4.616464082,84,48,-,30,18,36,36,-,-,-
S00175254,55.48110354,-4.617225923,96,69,-,53,16,30,30,-,-,-
S00175255,55.47199549,-4.62907578,58,23,-,6,16,43,35,-,2,-
S00175256,55.48058411,-4.611667575,76,16,2,3,10,61,61,-,-,-
S00175257,55.48021379,-4.610487649,64,8,2,2,2,56,56,-,-,-
S00175258,55.47973742,-4.622674932,105,100,13,28,58,5,5,-,-,-
S00175259,55.47997628,-4.609823009,70,38,-,31,7,28,28,-,-,-
S00175260,55.47916954,-4.620231449,62,9,-,5,4,53,53,-,-,-
S00175261,55.4790656,-4.616267749,98,42,17,21,-,60,60,-,-,-
S00175262,55.4796479,-4.611732233,87,8,2,2,4,83,78,1,-,-
S00175263,55.47944537,-4.617844006,104,29,1,13,15,75,75,-,-,-
S00175264,55.47878745,-4.614983143,120,99,-,71,28,21,21,-,-,-
S00175265,55.47879544,-4.623008007,72,55,9,34,8,21,21,-,-,-
S00175266,55.4792414,-4.613509636,73,3,-,3,1,68,68,-,-,-
S00175267,55.47811428,-4.62207643,88,56,-,23,33,32,31,4,-,-
S00175268,55.47814339,-4.619878434,87,57,6,40,14,27,24,3,-,-
S00175269,55.47848276,-4.612414817,141,135,7,77,53,7,7,-,-,-
S00175270,55.47743226,-4.624120222,138,132,13,51,71,3,3,-,-,-
S00175271,55.47643937,-4.616758351,84,73,13,38,22,7,7,-,-,-
S00175272,55.47824827,-4.609502984,193,193,140,39,16,-,-,-,-,-
S00175273,55.47697093,-4.620481136,78,70,-,37,34,13,13,-,-,-
S00175274,55.46076385,-4.553769574,117,117,99,8,5,-,-,-,-,-
S00175275,55.47764366,-4.613403827,107,106,4,94,8,1,1,-,-,-
S00175276,55.47737932,-4.60683416,176,91,42,30,19,85,69,16,-,-
S00175277,55.47737863,-4.613607848,107,107,19,86,3,-,-,-,-,-
S00175278,55.47802294,-4.51903944,95,31,24,8,-,64,64,-,-,-
S00175279,55.47630126,-4.624883807,125,115,16,87,12,10,10,-,-,-
S00175280,55.47023687,-4.515203901,172,170,114,17,36,4,4,-,-,-
S00175281,55.47663873,-4.614160245,117,117,3,114,1,-,-,-,-,-
S00175282,55.47500214,-4.623009116,134,88,10,30,46,46,31,15,-,-
S00175283,55.47676296,-4.620957942,97,87,9,77,6,4,4,-,-,-
S00175284,55.47601726,-4.609165562,153,119,97,23,-,30,30,-,-,-
S00175285,55.47576727,-4.62505403,113,83,2,58,26,27,27,-,-,-
S00175286,55.47634016,-4.614251251,112,111,10,101,-,1,1,-,-,-
S00175287,55.47536394,-4.608188658,87,86,55,22,5,2,2,-,-,-
S00175288,55.47522366,-4.621061455,143,116,12,39,65,27,23,4,-,-
S00175289,55.47503711,-4.5909964,96,25,10,13,2,71,69,-,2,-
S00175290,55.47655188,-4.521509322,73,24,12,11,1,49,49,-,-,-
S00175291,55.47351907,-4.588823698,106,96,10,59,27,10,10,-,-,-
S00175292,55.47484916,-4.625531035,75,69,7,29,33,6,6,-,-,-
S00175293,55.47401467,-4.617072354,98,2,-,-,2,93,93,-,-,-
S00175294,55.4751986,-4.615932283,97,86,8,44,34,14,14,-,-,-
S00175295,55.47599588,-4.519701342,121,48,15,31,2,73,73,-,-,-
S00175296,55.4744385,-4.60394963,161,122,12,102,8,39,39,-,-,-
S00175297,55.47507772,-4.592898123,110,26,22,4,-,84,84,-,-,-
S00175298,55.47422139,-4.62169121,131,127,11,63,53,4,-,4,-,-
S00175299,55.47493615,-4.590245978,64,30,2,12,16,34,34,-,-,-
S00175300,55.47444006,-4.521485189,161,66,14,50,2,95,95,-,-,-
S00175301,55.47382303,-4.61930681,150,133,4,31,98,17,17,-,-,-
S00175302,55.47366042,-4.618504768,107,31,5,7,19,76,76,-,-,-
S00175303,55.47375487,-4.606927106,135,135,5,38,92,-,-,-,-,-
S00175304,55.47349603,-4.622402629,102,99,10,30,59,3,3,-,-,-
S00175305,55.47307995,-4.595124768,184,23,-,12,11,161,161,-,-,-
S00175306,55.47378724,-4.596104944,84,11,3,7,1,73,73,-,-,-
S00175307,55.47456302,-4.522933115,156,85,8,52,25,71,71,-,-,-
S00175308,55.47218722,-4.599069634,181,50,-,17,33,131,131,-,-,-
S00175309,55.47292061,-4.59373755,110,54,4,42,8,56,53,-,-,-
S00175310,55.46765513,-4.635701245,138,64,5,14,43,73,70,2,-,1
S00175311,55.47282651,-4.586293822,217,197,6,133,58,20,20,-,-,-
S00175312,55.47239121,-4.610176008,66,25,2,17,3,41,41,-,-,-
S00175313,55.47246506,-4.602490189,168,152,3,108,45,19,19,-,-,-
S00175314,55.47305027,-4.623069306,91,30,2,3,22,64,58,6,-,-
S00175315,55.47352126,-4.605234236,103,74,8,52,16,29,29,-,-,-
S00175316,55.47120642,-4.625636872,71,32,-,9,23,39,39,-,-,-
S00175317,55.47265642,-4.617536161,60,37,5,10,22,23,22,1,-,-
