OA_Code,Latitude,Longitude,All people in households,"Whole house or bungalow, Total","Whole house or bungalow, Detached","Whole house or bungalow, Semi-detached","Whole house or bungalow, Terraced (including end-terrace)","Flat, maisonette or apartment, Total","Flat, maisonette or apartment, Purpose-built block of flats or tenement","Flat, maisonette or apartment, Part of a converted or shared house (including bed-sits)","Flat, maisonette or apartment, In a commercial building",Caravan or other mobile or temporary structure
S00160744,55.83735431,-4.324397425,105,64,6,27,31,44,44,-,-,-
S00160745,55.84006933,-4.176529999,123,30,3,24,4,93,89,4,-,-
S00160746,55.83867538,-4.26223453,184,-,-,-,-,184,184,-,-,-
S00160747,55.83916032,-4.25491569,116,80,1,54,27,30,30,-,-,-
S00160748,55.83907587,-4.275115074,144,14,14,-,-,130,127,3,-,-
S00160749,55.83742195,-4.331269138,94,24,-,24,-,71,71,-,-,-
S00160750,55.8385729,-4.171702915,110,38,6,25,7,69,67,4,2,-
S00160751,55.84052593,-4.144915112,83,68,41,20,5,15,15,-,-,-
S00160752,55.83922697,-4.27277604,125,8,-,-,8,117,117,-,-,-
S00160753,55.83881558,-4.27655329,194,26,14,4,10,168,168,-,-,-
S00160754,55.83892679,-4.2685899,152,-,-,-,-,152,145,3,-,-
S00160755,55.83647922,-4.354801891,154,102,5,65,28,52,52,-,-,-
S00160756,55.84170587,-4.114664679,88,77,77,-,-,11,11,-,-,-
S00160757,55.83740769,-4.329176039,112,45,-,35,7,67,67,-,-,-
S00160758,55.83971267,-4.161592554,167,64,10,54,-,103,95,4,-,-
S00160759,55.84019335,-4.207889819,171,150,8,64,78,21,19,2,-,-
S00160760,55.8390406,-4.260946066,87,8,-,8,-,76,73,-,-,-
S00160761,55.83919403,-4.252585766,84,39,1,18,18,45,42,3,-,-
S00160762,55.83907091,-4.204328414,137,123,3,32,89,14,14,-,-,2
S00160763,55.83870124,-4.237240568,140,127,20,46,61,11,6,5,-,2
S00160764,55.83631087,-4.332512236,72,21,-,5,16,51,51,-,-,-
S00160765,55.84015452,-4.117599065,179,174,149,8,14,5,5,-,-,-
S00160766,55.8372545,-4.346687406,162,142,11,54,74,24,24,-,-,-
S00160767,55.83890718,-4.257935646,78,7,5,-,2,72,72,-,-,-
S00160768,55.83961143,-4.204758306,170,158,31,79,48,6,6,-,-,6
S00160769,55.84110855,-4.116996096,94,92,85,4,2,2,2,-,-,-
S00160770,55.84016905,-4.111003579,230,221,217,6,-,9,9,-,-,-
S00160771,55.84112796,-4.13924623,75,9,1,-,13,64,55,9,-,-
S00160772,55.83844336,-4.257253921,86,7,-,-,7,79,79,-,-,-
S00160773,55.84120316,-4.136471211,62,4,5,2,-,55,55,-,-,-
S00160774,55.838802,-4.263168241,136,4,-,4,-,135,135,-,-,-
S00160775,55.8372525,-4.284750897,116,25,12,3,10,88,81,4,-,-
S00160776,55.83742982,-4.332275805,95,43,2,21,20,52,52,-,-,-
S00160777,55.83852814,-4.251157727,152,67,26,12,31,84,84,-,-,-
S00160778,55.83831335,-4.268713877,127,4,-,-,4,123,121,2,-,-
S00160779,55.83820847,-4.255850796,125,93,7,46,36,36,36,-,-,-
S00160780,55.83764024,-4.211929452,106,26,1,-,25,78,76,2,-,2
S00160781,55.83957618,-4.177987794,112,5,-,1,2,105,105,-,-,-
S00160782,55.83846017,-4.264649695,85,-,-,-,-,85,85,-,-,-
S00160783,55.84074549,-4.11406948,171,170,157,9,3,2,2,-,-,-
S00160784,55.83854758,-4.25745162,88,-,-,-,-,88,88,-,-,-
S00160785,55.83811755,-4.275905568,146,13,4,2,8,136,136,-,-,-
S00160786,55.83786269,-4.300710159,127,121,20,98,3,6,6,-,-,-
S00160787,55.83860468,-4.261192271,72,-,-,-,-,72,72,-,-,-
S00160788,55.83801158,-4.250409157,128,31,-,11,20,97,94,2,-,-
S00160789,55.83915435,-4.210194699,69,40,3,16,21,28,28,-,-,1
S00160790,55.83809621,-4.253640251,146,33,-,9,24,113,113,-,-,-
S00160791,55.83819033,-4.251936765,159,12,-,-,12,147,147,-,-,-
S00160792,55.83873217,-4.238504094,75,-,-,-,-,75,75,-,-,-
S00160793,55.83645465,-4.328719762,154,87,-,54,33,67,67,-,-,-
S00160794,55.83547323,-4.358989256,140,38,2,30,5,102,102,-,-,-
S00160795,55.83574435,-4.351403595,190,114,11,56,49,72,72,-,-,-
S00160796,55.83817712,-4.263914521,57,-,-,-,-,57,57,-,-,-
S00160797,55.83831439,-4.260360872,87,1,-,-,1,87,87,-,-,-
S00160798,55.83823911,-4.257609423,82,4,4,-,-,78,78,-,-,-
S00160799,55.83982359,-4.110186278,110,101,99,2,-,9,6,3,-,-
S00160800,55.83954359,-4.169153684,85,82,2,19,60,3,3,-,-,-
S00160801,55.8380575,-4.265041532,64,-,-,-,-,64,61,-,3,-
S00160802,55.83833407,-4.235191113,64,3,-,-,3,61,61,-,-,-
S00160803,55.83564073,-4.360564535,153,18,-,8,8,135,135,-,-,-
S00160804,55.8375339,-4.269067744,69,6,-,5,2,63,63,-,1,-
S00160805,55.83794894,-4.268005879,87,2,-,-,2,82,85,1,-,-
S00160806,55.8379086,-4.267268851,132,4,2,2,-,128,127,-,-,-
S00160807,55.83812959,-4.259168265,123,5,-,5,-,118,114,4,-,-
S00160808,55.83314087,-4.352188617,117,60,-,39,19,61,56,5,-,-
S00160809,55.83617025,-4.333765511,136,66,5,31,30,70,70,-,-,-
S00160810,55.83786825,-4.262139726,94,4,-,4,3,90,90,-,-,-
S00160811,55.84013299,-4.139095738,107,74,30,39,9,29,29,-,-,-
S00160812,55.83534958,-4.34242027,116,96,-,76,20,16,16,-,-,-
S00160813,55.83779777,-4.270839958,128,4,-,-,4,126,126,-,-,-
S00160814,55.83609764,-4.299935111,105,89,42,7,36,15,15,-,-,1
S00160815,55.83604241,-4.346151208,185,93,-,64,26,89,87,5,-,-
S00160816,55.83782148,-4.260284347,133,5,-,-,5,128,128,-,-,-
S00160817,55.83791786,-4.266279169,62,-,-,-,-,62,60,1,-,-
S00160818,55.8368529,-4.298957575,121,66,20,1,45,55,55,-,-,-
S00160819,55.83794713,-4.257848035,74,12,12,-,-,62,62,-,-,-
S00160820,55.83840732,-4.236105686,70,2,-,-,2,70,70,-,-,-
S00160821,55.83711252,-4.286962659,85,-,-,-,-,84,82,-,-,-
S00160822,55.83842283,-4.148009446,168,148,57,66,25,20,16,4,-,-
S00160823,55.83753816,-4.27029777,67,5,-,3,2,66,55,4,-,-
S00160824,55.83657682,-4.27902565,114,13,11,8,-,97,97,-,-,-
S00160825,55.83750428,-4.255043391,119,54,6,4,44,65,65,-,-,-
S00160826,55.83760524,-4.265686014,91,3,-,1,1,84,84,-,-,4
S00160827,55.83711886,-4.280814184,124,17,9,-,8,107,103,4,-,-
S00160828,55.83558273,-4.293819958,155,96,22,73,1,59,53,6,-,-
S00160829,55.83765807,-4.257927103,132,-,-,-,-,132,123,9,-,-
S00160830,55.83755727,-4.26633804,95,-,-,-,-,95,94,1,-,-
S00160831,55.83635043,-4.2567014,73,-,-,-,-,73,67,1,-,-
S00160832,55.83815424,-4.209834483,71,-,-,-,-,70,70,-,-,1
S00160833,55.83743362,-4.265244809,88,1,-,-,1,87,80,4,-,-
S00160834,55.83661252,-4.27564193,81,59,-,9,50,22,4,18,-,-
S00160835,55.83938684,-4.145299567,208,203,171,31,-,5,5,-,-,-
S00160836,55.83733182,-4.267842169,69,2,-,-,2,67,67,-,-,-
S00160837,55.83721015,-4.263714566,121,4,4,-,-,111,111,-,3,-
S00160838,55.837392,-4.270912122,61,3,-,3,-,62,62,-,-,-
S00160839,55.83707853,-4.268418343,88,-,-,-,-,88,88,-,-,-
S00160840,55.83658089,-4.271519623,141,9,-,-,9,131,130,1,1,-
S00160841,55.8376729,-4.251236054,133,16,-,8,8,117,117,-,-,-
S00160842,55.83949352,-4.114752163,107,64,6,24,37,44,44,-,-,-
S00160843,55.83756263,-4.263607287,76,-,-,-,-,75,75,-,-,-
S00160844,55.83809362,-4.167795239,158,152,45,106,-,6,4,2,-,-
S00160845,55.83546749,-4.332908897,94,76,8,50,21,15,15,-,-,-
S00160846,55.8370382,-4.277407641,92,17,4,5,11,75,75,-,-,-
S00160847,55.8374148,-4.251588467,150,-,-,-,-,150,150,-,-,-
S00160848,55.83749799,-4.166915634,96,92,9,75,8,4,4,-,-,-
S00160849,55.83504279,-4.370621661,169,86,20,4,62,83,77,6,-,-
S00160850,55.83513687,-4.297482829,87,12,11,1,4,75,73,-,-,-
S00160851,55.8374281,-4.26066079,121,-,-,-,-,121,117,4,-,-
S00160852,55.83488174,-4.332043351,226,213,31,139,43,13,13,-,-,-
S00160853,55.83918912,-4.117818078,134,132,110,16,4,2,2,-,-,-
S00160854,55.83771375,-4.116859459,116,59,49,6,6,57,53,4,-,-
S00160855,55.83710045,-4.25402981,159,8,4,2,3,151,151,-,-,-
S00160856,55.83540212,-4.345793222,129,116,2,33,83,9,9,-,-,-
S00160857,55.83688156,-4.262034497,190,4,-,1,2,187,187,-,-,-
S00160858,55.83530013,-4.288245643,173,151,113,39,-,21,16,5,-,-
S00160859,55.83890216,-4.113602072,69,36,11,25,-,34,34,-,-,-
S00160860,55.83691482,-4.265597932,88,3,-,1,1,86,86,-,-,-
S00160861,55.83690972,-4.262946471,206,2,-,-,2,203,203,-,-,-
S00160862,55.83666013,-4.285674394,71,7,-,7,-,64,61,3,-,-
S00160863,55.8346831,-4.341549727,176,98,2,75,22,77,74,3,-,-
S00160864,55.83626648,-4.272970582,200,116,9,9,98,84,48,34,-,-
S00160865,55.83670124,-4.261576841,136,5,5,-,-,129,129,-,-,4
S00160866,55.83599969,-4.279614726,135,19,9,4,2,123,118,-,-,-
S00160867,55.83697437,-4.263828627,101,4,4,-,-,95,95,4,-,-
S00160868,55.83420188,-4.339444685,94,68,-,47,18,24,24,4,-,-
S00160869,55.83833952,-4.16301761,97,96,22,71,3,2,2,-,-,-
S00160870,55.83639226,-4.250986346,271,21,-,7,14,250,250,-,-,-
S00160871,55.83654442,-4.269601007,131,-,-,-,-,131,131,-,-,-
S00160872,55.81876005,-4.366262602,168,131,51,56,24,37,33,4,-,-
S00160873,55.83504459,-4.340501445,91,75,-,64,14,16,16,-,-,-
S00160874,55.83648864,-4.260430576,83,-,-,-,-,83,81,2,-,-
S00160875,55.83671765,-4.268493146,110,5,-,-,5,105,104,1,-,-
S00160876,55.83641407,-4.261065073,122,1,1,-,-,121,121,-,-,-
S00160877,55.83422149,-4.343134952,147,76,-,47,31,71,71,-,-,-
S00160878,55.83587522,-4.287768377,144,92,60,24,7,52,51,1,-,-
S00160879,55.83550624,-4.29213856,143,123,105,14,3,19,19,-,-,-
S00160880,55.83647892,-4.267792499,135,4,-,-,4,132,131,1,-,-
S00160881,55.83618885,-4.274738788,122,19,-,-,19,103,42,61,-,-
S00160882,55.83582292,-4.265837847,95,-,-,-,-,95,93,-,4,-
S00160883,55.83496866,-4.329828678,74,76,-,14,56,2,2,-,-,-
S00160884,55.83669671,-4.26572898,96,-,-,-,-,96,96,-,-,-
S00160885,55.83595121,-4.273495178,116,35,3,-,33,81,53,28,-,-
S00160886,55.83613891,-4.259899219,164,-,-,-,-,155,151,4,-,5
S00160887,55.83600886,-4.258661945,144,10,-,-,10,137,134,3,-,-
S00160888,55.83734555,-4.212823051,60,4,-,-,4,55,55,-,-,1
S00160889,55.83690788,-4.250313434,93,10,-,8,2,83,83,-,-,-
S00160890,55.83582147,-4.275164502,100,9,2,-,7,91,27,64,-,-
S00160891,55.83671773,-4.254806195,69,5,2,-,3,64,64,-,-,-
S00160892,55.83421978,-4.369022453,120,51,12,15,24,69,61,6,-,-
S00160893,55.83643678,-4.257872262,90,-,-,-,-,90,82,8,-,-
S00160894,55.83420097,-4.347509522,115,80,-,30,50,35,35,-,-,-
S00160895,55.83653064,-4.259123417,157,14,2,5,7,143,143,-,-,-
S00160896,55.837231,-4.213694935,103,11,-,-,11,92,92,-,-,-
S00160897,55.8357708,-4.275960064,71,18,-,4,14,53,12,41,-,-
S00160898,55.83499415,-4.275675125,149,87,-,-,87,62,46,16,-,-
S00160899,55.83638536,-4.257246426,108,2,2,-,-,108,102,6,-,-
S00160900,55.83599641,-4.264714035,120,4,4,-,-,116,109,3,5,-
S00160901,55.83757522,-4.163550105,153,151,56,90,5,2,2,-,-,-
S00160902,55.8383051,-4.114352238,109,109,44,55,13,-,-,-,-,-
S00160903,55.83482959,-4.332423516,147,125,33,45,47,25,25,-,-,-
S00160904,55.83589379,-4.263941487,113,6,-,5,1,105,100,-,5,-
S00160905,55.83351094,-4.346461831,102,73,3,17,53,26,26,-,-,3
S00160906,55.83569167,-4.269056227,82,-,-,-,-,82,81,1,-,-
S00160907,55.83604945,-4.267687637,79,4,-,-,4,77,77,-,-,-
S00160908,55.83866183,-4.106657623,118,118,117,1,-,-,-,-,-,-
S00160909,55.83553713,-4.269638125,120,-,-,-,-,119,119,-,-,-
S00160910,55.83537256,-4.271736608,104,2,1,2,-,102,90,12,-,-
S00160911,55.83739227,-4.164753711,145,145,43,96,2,-,-,-,-,-
S00160912,55.83562559,-4.262887823,152,4,-,4,-,148,148,-,-,-
S00160913,55.8339791,-4.36097486,199,102,7,88,7,97,91,8,-,-
S00160914,55.83511081,-4.276656122,119,112,-,8,107,7,6,1,-,-
S00160915,55.83615847,-4.251483888,136,8,6,-,2,128,126,2,-,-
S00160916,55.8381271,-4.114773785,94,91,47,45,-,3,3,-,-,-
S00160917,55.83298707,-4.363022717,86,72,38,17,16,14,14,-,-,-
S00160918,55.83543242,-4.26166286,146,12,3,9,-,134,132,-,2,-
S00160919,55.83554112,-4.254274933,131,7,6,-,1,124,124,-,-,-
S00160920,55.83576946,-4.253585455,90,14,-,6,11,75,75,-,-,-
S00160921,55.83588132,-4.257776175,98,1,-,-,1,100,97,-,2,-
S00160922,55.83579993,-4.251431219,92,33,5,17,10,59,59,-,-,-
S00160923,55.83758014,-4.111038916,100,44,16,28,-,57,57,-,-,-
S00160924,55.83555447,-4.262356671,131,14,-,9,6,117,117,-,-,-
S00160925,55.83558126,-4.266270956,81,4,-,-,4,77,77,-,-,-
S00160926,55.83119291,-4.368918188,265,253,250,3,-,15,15,-,-,-
S00160927,55.83524881,-4.260406523,310,21,6,15,-,283,268,8,7,6
S00160928,55.83501978,-4.27768886,113,105,2,10,91,8,8,-,-,-
S00160929,55.8354941,-4.257817607,147,15,3,-,8,135,133,3,-,1
S00160930,55.8333403,-4.360073765,207,163,4,113,46,44,41,-,3,-
S00160931,55.83510268,-4.255638952,138,6,7,-,1,134,132,2,-,-
S00160932,55.8350232,-4.274590853,92,21,-,-,21,69,44,25,-,-
S00160933,55.83316537,-4.3546654,137,128,4,117,6,9,9,-,-,-
S00160934,55.83559091,-4.255970666,98,-,-,-,-,98,98,-,-,-
S00160935,55.83550851,-4.259479351,145,23,-,17,2,121,117,4,-,6
S00160936,55.83509381,-4.271257214,74,5,5,-,-,69,69,-,-,-
S00160937,55.83550913,-4.25160605,133,39,11,24,2,97,95,2,-,-
S00160938,55.83422569,-4.291887524,159,157,86,70,-,2,2,-,-,-
S00160939,55.83287951,-4.363942429,169,124,24,20,80,45,35,8,-,-
S00160940,55.83463151,-4.279726281,68,63,-,16,45,5,5,-,-,-
S00160941,55.83513444,-4.267107342,118,11,-,10,2,107,107,-,-,-
S00160942,55.83506061,-4.263797231,176,1,-,-,1,170,167,3,-,5
S00160943,55.83524818,-4.255056484,84,7,7,-,-,77,77,-,-,-
S00160944,55.83506619,-4.257138026,127,7,-,7,-,120,106,14,-,-
S00160945,55.83418734,-4.27118838,89,-,-,-,-,89,89,-,-,-
S00160946,55.83494003,-4.268389601,100,-,-,-,-,100,100,-,-,-
S00160947,55.83316302,-4.29441204,194,178,90,85,4,15,12,3,-,-
S00160948,55.83501084,-4.258683914,183,8,3,6,-,175,175,-,-,-
S00160949,55.83512413,-4.253979304,65,-,-,-,-,65,61,7,-,-
S00160950,55.83476944,-4.270328006,74,13,3,7,4,61,61,-,-,-
S00160951,55.83313891,-4.346647022,118,50,-,35,22,64,64,-,-,-
S00160952,55.8327379,-4.286354457,66,11,11,3,-,53,53,-,-,-
S00160953,55.8345006,-4.261017861,257,161,19,91,51,91,72,19,-,5
S00160954,55.83489423,-4.258182081,130,7,-,4,2,123,123,-,-,-
S00160955,55.83203048,-4.292971991,182,166,150,14,2,16,16,-,-,-
S00160956,55.83479946,-4.266752472,74,-,-,-,-,74,74,-,-,-
S00160957,55.83450813,-4.250318502,170,55,5,31,19,115,110,5,-,-
S00160958,55.83148972,-4.353462235,155,115,7,89,19,40,40,-,-,-
S00160959,55.83439752,-4.255374534,105,3,-,3,-,103,99,-,6,-
S00160960,55.83480261,-4.255829182,101,3,-,2,-,98,98,-,-,-
S00160961,55.83402161,-4.279658641,141,66,-,16,48,75,75,-,-,-
S00160962,55.83466054,-4.268437202,87,7,-,5,2,82,76,2,-,2
S00160963,55.83458054,-4.264487972,133,15,2,-,13,117,111,4,3,-
S00160964,55.83165171,-4.367029796,213,203,153,19,31,17,12,2,-,-
S00160965,55.83350017,-4.277727745,143,64,3,11,47,79,79,-,-,-
S00160966,55.83114509,-4.355501396,127,117,6,49,62,10,10,-,-,-
S00160967,55.83303602,-4.288687517,124,124,99,21,3,1,1,-,-,-
S00160968,55.83446786,-4.266701232,135,1,1,1,-,129,129,-,-,-
S00160969,55.83405121,-4.26736368,199,23,5,-,15,176,168,4,-,-
S00160970,55.8325201,-4.359257529,115,104,6,38,63,10,10,-,-,-
S00160971,55.83425704,-4.264485132,121,4,4,-,-,117,116,-,-,-
S00160972,55.82860675,-4.265306316,90,10,-,8,3,76,76,-,-,-
S00160973,55.83450172,-4.254102981,83,-,-,-,-,83,83,-,-,-
S00160974,55.83297404,-4.284771386,111,1,-,-,1,110,110,-,-,-
S00160975,55.83214774,-4.339704561,101,80,-,19,61,21,19,2,5,-
S00160976,55.83318648,-4.283011243,87,7,-,2,6,76,76,-,-,-
S00160977,55.83371204,-4.281812389,86,4,-,-,4,81,81,-,-,-
S00160978,55.82992933,-4.360314201,161,149,38,98,17,14,14,-,-,-
S00160979,55.83411862,-4.255390322,83,-,-,-,-,83,83,-,-,-
S00160980,55.82916883,-4.350751148,138,66,3,9,55,68,68,-,-,-
S00160981,55.83124704,-4.350173945,100,68,7,9,55,29,29,-,-,-
S00160982,55.83419326,-4.254260795,69,-,-,-,-,69,69,-,-,-
S00160983,55.83377718,-4.251953068,171,147,6,104,36,24,24,-,-,-
S00160984,55.83173334,-4.364655351,108,100,58,39,2,8,8,-,-,-
S00160985,55.83369127,-4.26397315,79,15,-,12,2,64,64,-,-,-
S00160986,55.8329213,-4.259904149,183,74,38,13,20,109,68,41,-,-
S00160987,55.83299794,-4.257688872,142,42,25,10,7,100,84,16,-,-
S00160988,55.83318382,-4.276367816,123,-,-,-,-,123,123,-,-,-
S00160989,55.8337114,-4.257011601,108,51,16,30,5,57,57,-,-,-
S00160990,55.83320938,-4.282262022,134,6,-,-,6,130,130,-,-,-
S00160991,55.8335968,-4.280272558,66,4,-,-,4,62,62,-,-,-
S00160992,55.83360399,-4.278915565,69,2,-,2,-,67,67,-,-,-
S00160993,55.83094796,-4.352183934,92,40,2,25,12,52,52,-,-,-
S00160994,55.83391436,-4.254276591,83,3,-,3,-,80,80,-,-,-
S00160995,55.83074134,-4.356403164,78,70,1,51,18,12,10,1,-,-
S00160996,55.83335036,-4.280960786,78,3,-,-,3,75,75,-,-,-
S00160997,55.83349702,-4.264760332,122,21,6,12,5,101,101,-,-,-
S00160998,55.83372339,-4.254888349,110,18,13,-,2,96,96,-,-,-
S00160999,55.83129228,-4.348276374,121,102,-,22,80,17,16,1,-,-
S00161000,55.83384146,-4.157641689,87,13,-,7,6,78,78,-,-,-
S00161001,55.83331182,-4.277221677,95,-,-,-,-,95,95,-,-,-
S00161002,55.83088376,-4.345664809,112,73,3,37,36,33,33,-,-,-
S00161003,55.83301443,-4.280174584,97,2,2,-,-,98,98,-,-,-
S00161004,55.83303532,-4.278562904,99,-,-,-,-,99,99,-,-,-
S00161005,55.8330969,-4.249837732,127,114,2,82,30,9,9,-,-,-
S00161006,55.83394442,-4.152792751,110,62,-,12,50,48,48,-,-,-
S00161007,55.83316257,-4.255574498,89,8,-,8,-,77,77,-,-,-
S00161008,55.83346762,-4.255113082,86,4,-,4,-,82,82,-,-,-
S00161009,55.83097849,-4.365583623,231,212,155,57,-,18,12,6,-,-
S00161010,55.83283457,-4.28308643,165,-,-,-,-,165,160,5,-,-
S00161011,55.83275418,-4.280638425,70,-,-,-,-,70,70,-,-,-
S00161012,55.82912267,-4.356448954,212,205,38,154,16,7,7,-,-,-
S00161013,55.83248267,-4.281708427,96,3,-,-,3,94,94,-,-,-
S00161014,55.83134783,-4.34772081,111,99,5,16,78,12,12,-,-,-
S00161015,55.83257046,-4.279398043,103,-,-,-,-,103,103,-,-,-
S00161016,55.83285887,-4.261832799,163,50,20,33,-,110,84,25,-,-
S00161017,55.83052542,-4.346074381,135,112,7,17,85,25,25,-,-,-
S00161018,55.83202124,-4.288643856,97,78,-,41,37,19,17,4,-,-
S00161019,55.83301881,-4.254592049,131,-,-,-,-,131,131,-,-,-
S00161020,55.83245638,-4.277794456,85,1,-,-,1,83,83,-,-,-
S00161021,55.83234631,-4.28372851,155,14,12,2,-,141,141,-,-,-
S00161022,55.83192382,-4.26136331,198,34,15,17,2,160,128,32,-,4
S00161023,55.82997048,-4.336986907,115,64,-,51,13,47,47,-,-,-
S00161024,55.83251151,-4.238577724,186,137,10,41,86,46,46,-,-,-
S00161025,55.8325319,-4.235480918,172,131,-,43,86,41,41,-,-,-
S00161026,55.83228338,-4.286631188,90,6,6,-,-,84,84,-,-,-
S00161027,55.8321568,-4.28037988,101,-,-,-,-,101,101,-,-,-
S00161028,55.82509105,-4.339775697,128,49,5,27,16,76,76,-,-,-
S00161029,55.83033566,-4.359747987,177,177,26,145,3,-,-,-,-,-
S00161030,55.83286492,-4.255142062,92,27,-,12,15,65,63,2,-,-
S00161031,55.83191184,-4.282441493,127,5,-,3,3,122,121,2,-,-
S00161032,55.83200803,-4.286455333,128,56,-,7,48,72,72,-,-,-
S00161033,55.82939356,-4.285439601,124,7,2,-,4,117,117,-,-,-
S00161034,55.83118038,-4.27923685,70,8,-,4,4,61,61,-,-,1
S00161035,55.83195336,-4.279234177,81,8,1,-,6,76,76,-,-,-
S00161036,55.83145907,-4.25387899,171,118,28,75,13,54,23,31,-,-
S00161037,55.83202974,-4.280931353,70,5,-,5,-,65,65,-,-,-
S00161038,55.83014542,-4.338658116,104,74,-,51,23,30,30,-,-,-
S00161039,55.83109007,-4.289419508,95,93,-,43,50,2,2,-,-,-
S00161040,55.8307995,-4.294400561,174,163,11,36,116,14,12,-,-,-
S00161041,55.83167625,-4.282060405,104,3,-,-,3,101,101,-,-,-
S00161042,55.8304142,-4.290481595,161,159,3,100,56,6,2,4,-,-
S00161043,55.83292675,-4.15701614,128,36,-,17,19,92,92,-,-,-
S00161044,55.83157078,-4.279994257,82,1,-,-,1,81,81,-,-,-
S00161045,55.83016742,-4.34033612,60,60,-,22,35,3,3,-,-,-
S00161046,55.83119806,-4.257329048,120,29,-,8,19,91,69,21,-,-
S00161047,55.83137949,-4.281100867,77,5,-,-,5,73,73,-,-,-
S00161048,55.83299445,-4.153666436,148,118,9,32,77,30,30,-,-,-
S00161049,55.83164518,-4.240252543,190,177,27,91,59,13,13,-,-,-
S00161050,55.82855079,-4.364701666,92,64,15,32,13,25,25,-,-,-
S00161051,55.82860772,-4.361272029,180,178,117,56,5,2,2,-,-,-
S00161052,55.82827234,-4.367495086,235,226,217,9,-,12,4,6,-,-
S00161053,55.82898016,-4.353566095,83,65,-,31,34,18,15,-,3,-
S00161054,55.82973252,-4.346649385,137,116,1,14,101,25,11,5,7,-
S00161055,55.82890497,-4.366846912,97,97,32,64,1,-,-,-,-,-
S00161056,55.83108492,-4.237457791,128,104,4,52,44,30,30,-,-,-
S00161057,55.8271258,-4.370091941,183,183,162,9,12,-,-,-,-,-
S00161058,55.83320929,-4.149606245,104,101,-,31,70,3,3,-,-,-
S00161059,55.83028549,-4.288222504,81,77,-,9,68,4,3,-,-,-
S00161060,55.83069953,-4.279480175,68,2,-,-,2,67,67,-,-,-
S00161061,55.83024303,-4.278894574,87,8,-,3,4,80,76,4,-,-
S00161062,55.83031509,-4.255489448,122,15,-,10,7,105,105,-,-,-
S00161063,55.831565,-4.155232128,82,78,-,31,47,7,7,-,-,-
S00161064,55.82863522,-4.293825989,173,110,5,40,67,62,65,1,-,-
S00161065,55.82833806,-4.341535559,116,67,-,38,29,49,49,-,-,-
S00161066,55.82890272,-4.338312051,116,94,-,34,62,22,22,-,-,-
S00161067,55.83254888,-4.150368229,149,146,-,21,125,3,3,-,-,-
S00161068,55.82795785,-4.369823213,158,154,143,3,8,1,1,-,-,-
S00161069,55.82983254,-4.280674945,127,1,-,-,1,126,124,-,2,-
S00161070,55.82787486,-4.359183758,125,122,106,10,3,3,2,1,-,-
S00161071,55.82998936,-4.278033425,129,5,-,-,5,126,126,-,-,-
S00161072,55.82736805,-4.374306107,161,152,139,4,6,9,6,3,-,-
S00161073,55.8284199,-4.341013544,115,110,-,37,81,-,-,-,-,-
S00161074,55.82921915,-4.278371608,126,30,7,-,23,97,97,-,-,-
S00161075,55.83189816,-4.15724661,101,97,16,50,34,4,1,3,-,-
S00161076,55.82930388,-4.287845483,193,164,24,67,70,29,29,-,-,-
S00161077,55.83039409,-4.25068761,108,5,-,4,2,103,103,-,-,-
S00161078,55.82773506,-4.350057861,166,6,-,4,2,160,160,-,-,-
S00161079,55.82742293,-4.357910933,135,131,54,50,27,4,4,-,-,-
S00161080,55.82995913,-4.276754211,63,2,-,2,-,60,60,-,-,-
S00161081,55.82986846,-4.282130141,81,3,-,-,3,78,78,-,-,-
S00161082,55.83039686,-4.249554032,100,7,-,5,1,97,97,-,-,-
S00161083,55.82839852,-4.339303717,101,53,-,23,30,48,48,-,-,-
S00161084,55.8286864,-4.343536508,97,65,-,30,37,32,32,-,-,-
S00161085,55.82789936,-4.35086615,130,71,-,30,44,58,54,6,-,-
S00161086,55.82940209,-4.290294338,171,154,6,127,18,17,15,1,-,-
S00161087,55.8282399,-4.338192425,97,42,9,6,27,53,53,-,-,2
S00161088,55.83038664,-4.237800915,114,59,2,44,13,52,52,-,-,-
S00161089,55.82947914,-4.279376823,110,-,-,-,-,110,110,-,-,-
S00161090,55.83143585,-4.153883654,94,91,-,19,71,3,3,-,-,-
S00161091,55.82747424,-4.360388984,119,115,110,5,-,4,-,4,-,-
S00161092,55.82937681,-4.275682266,97,-,-,-,-,97,97,-,-,-
S00161093,55.82930986,-4.281235152,176,-,-,-,-,176,175,-,1,-
S00161094,55.83074872,-4.160264761,124,100,16,87,-,20,20,-,-,-
S00161095,55.82725729,-4.36746533,116,108,103,5,-,9,2,6,-,-
S00161096,55.8272909,-4.373646742,85,87,79,1,3,4,-,4,-,-
S00161097,55.82919324,-4.276374123,92,3,-,-,3,87,87,-,-,-
S00161098,55.82858157,-4.25641099,88,7,-,2,9,77,77,-,-,-
S00161099,55.82745059,-4.347070775,104,10,-,2,8,94,91,-,3,-
S00161100,55.83091237,-4.151443546,140,140,-,20,117,-,-,-,-,-
S00161101,55.82761735,-4.344925225,125,95,-,18,81,30,30,-,-,-
S00161102,55.82965848,-4.27842924,78,-,-,-,-,78,77,-,1,-
S00161103,55.82591209,-4.358426223,217,214,112,88,14,3,2,-,1,-
S00161104,55.8269714,-4.364573856,104,104,23,43,38,-,-,-,-,-
S00161105,55.82711228,-4.361452825,103,97,85,7,4,5,5,-,-,-
S00161106,55.83036997,-4.162894407,152,147,31,116,-,5,5,-,-,-
