OA_Code,Latitude,Longitude,All People (16+),UK Armed Forces veteran,Not a UK Armed Forces veteran
S00142978,55.95213046,-3.283220791,82,-,82
S00142979,55.95257948,-3.106268442,79,2,78
S00142980,55.95316651,-3.118873134,74,4,76
S00142981,55.95195131,-3.283166818,102,1,101
S00142982,55.95233763,-3.180730926,99,3,97
S00142983,55.95293411,-3.110794814,80,1,79
S00142984,55.9513662,-3.303806619,96,-,96
S00142985,55.95206175,-3.2291517,123,9,111
S00142986,55.950825,-3.127341184,79,3,76
S00142987,55.95333841,-3.113785234,55,-,58
S00142988,55.95316825,-3.148949812,76,1,74
S00142989,55.95280354,-3.178054559,59,1,58
S00142990,55.9518398,-3.219840015,121,1,117
S00142991,55.95177176,-3.302843335,62,-,62
S00142992,55.95164744,-3.246242418,101,4,97
S00142993,55.95127886,-3.285610849,123,6,119
S00142994,55.9528321,-3.128936974,109,3,106
S00142995,55.95238953,-3.21239427,72,-,72
S00142996,55.95284704,-3.134158334,128,3,125
S00142997,55.95255942,-3.110495814,119,2,117
S00142998,55.95288336,-3.149630023,69,3,70
S00142999,55.9521368,-3.217975601,107,1,106
S00143000,55.95233422,-3.176390759,98,34,65
S00143001,55.95246356,-3.150322239,86,2,85
S00143002,55.95109059,-3.288150949,99,3,96
S00143003,55.95026354,-3.311184234,92,3,89
S00143004,55.95108081,-3.310379094,124,2,120
S00143005,55.95256785,-3.147810973,87,-,87
S00143006,55.95162654,-3.104319515,131,7,124
S00143007,55.95251973,-3.146224064,96,-,96
S00143008,55.95237229,-3.11628784,102,3,98
S00143009,55.9523265,-3.218782313,54,2,52
S00143010,55.95181305,-3.221632839,102,4,94
S00143011,55.95256418,-3.141436888,114,6,108
S00143012,55.95156178,-3.217060717,102,-,102
S00143013,55.95206376,-3.107663028,95,3,92
S00143014,55.95223558,-3.130296887,104,6,99
S00143015,55.95050217,-3.306484029,113,7,110
S00143016,55.95193205,-3.178044102,69,1,68
S00143017,55.95026961,-3.289324762,98,3,95
S00143018,55.95204108,-3.214929754,60,4,58
S00143019,55.95144807,-3.214014354,123,4,123
S00143020,55.95236535,-3.131822085,90,3,87
S00143021,55.95137693,-3.180653635,76,-,76
S00143022,55.95132571,-3.241619841,83,2,81
S00143023,55.9520349,-3.132581151,64,3,61
S00143024,55.94894741,-3.295446144,92,1,89
S00143025,55.9509188,-3.283949406,126,3,123
S00143026,55.95244583,-3.144508278,60,-,60
S00143027,55.94987438,-3.237617896,111,8,100
S00143028,55.9524517,-3.114464426,119,3,116
S00143029,55.95048815,-3.293335648,85,4,81
S00143030,55.95069378,-3.282260429,87,-,87
S00143031,55.95218559,-3.110100755,67,-,67
S00143032,55.95140187,-3.103320222,115,1,108
S00143033,55.94908775,-3.281166434,108,6,103
S00143034,55.95082173,-3.299208127,131,6,125
S00143035,55.95115259,-3.212996187,137,1,133
S00143036,55.95191553,-3.147423328,68,-,68
S00143037,55.95142488,-3.178461092,86,5,81
S00143038,55.95042366,-3.294342409,107,6,101
S00143039,55.95042636,-3.236338348,78,3,72
S00143040,55.95029355,-3.302425349,98,8,89
S00143041,55.95006022,-3.100623751,103,3,100
S00143042,55.950741,-3.218284086,106,1,105
S00143043,55.95214209,-3.139470656,72,-,72
S00143044,55.95050313,-3.137917175,96,1,95
S00143045,55.94966189,-3.135602522,91,4,87
S00143046,55.95168323,-3.132715013,133,6,128
S00143047,55.9515841,-3.135674817,96,4,92
S00143048,55.95201159,-3.110464113,58,2,57
S00143049,55.95002561,-3.304818501,85,1,83
S00143050,55.95132515,-3.219183242,97,5,92
S00143051,55.95137501,-3.117268048,115,-,115
S00143052,55.95179066,-3.14054933,112,5,107
S00143053,55.95139271,-3.114321895,71,1,70
S00143054,55.95164737,-3.128790387,74,2,73
S00143055,55.95109675,-3.144644626,96,-,96
S00143056,55.94976687,-3.284119458,72,3,69
S00143057,55.95044578,-3.24066284,89,2,88
S00143058,55.95119887,-3.176724656,97,3,95
S00143059,55.95153526,-3.112468305,54,2,52
S00143060,55.95061238,-3.183544963,94,2,93
S00143061,55.9511627,-3.138497031,87,2,86
S00143062,55.9480495,-3.234116801,80,1,79
S00143063,55.94989803,-3.310066892,54,-,54
S00143064,55.9488201,-3.293023808,77,3,72
S00143065,55.95017816,-3.216136521,120,7,113
S00143066,55.94967328,-3.212661673,113,1,115
S00143067,55.95115219,-3.113097892,153,4,145
S00143068,55.95115115,-3.185451117,70,1,70
S00143069,55.9512332,-3.133774838,101,7,94
S00143070,55.95033578,-3.145310775,101,1,99
S00143071,55.94985447,-3.21979359,115,1,114
S00143072,55.94949007,-3.243658908,96,-,96
S00143073,55.94955161,-3.121154901,94,3,95
S00143074,55.95027591,-3.223506133,107,3,104
S00143075,55.95069288,-3.177958422,61,1,64
S00143076,55.95082662,-3.187426982,110,-,110
S00143077,55.95106372,-3.109956545,92,1,91
S00143078,55.95093382,-3.184691796,67,2,66
S00143079,55.94960938,-3.181320457,831,3,828
S00143080,55.94918419,-3.29856076,103,1,99
S00143081,55.94965387,-3.245233536,94,-,93
S00143082,55.94851152,-3.298442159,105,1,104
S00143083,55.94906635,-3.302912602,91,3,91
S00143084,55.95051642,-3.140367732,92,5,86
S00143085,55.9511275,-3.110855174,64,1,63
S00143086,55.94856739,-3.301662785,61,-,61
S00143087,55.94932753,-3.304554806,112,3,106
S00143088,55.9482922,-3.313199367,85,2,84
S00143089,55.95048099,-3.189722453,105,3,102
S00143090,55.95072027,-3.189137261,62,-,62
S00143091,55.95075283,-3.132271471,72,2,70
S00143092,55.94980269,-3.132019541,118,5,113
S00143093,55.9507129,-3.130748954,103,7,95
S00143094,55.94912167,-3.282224471,97,4,93
S00143095,55.94935482,-3.1965258,141,2,139
S00143096,55.95014658,-3.119955037,72,8,64
S00143097,55.94933305,-3.194139074,276,4,272
S00143098,55.95063013,-3.108214609,101,-,101
S00143099,55.94902713,-3.287842213,70,4,66
S00143100,55.95009393,-3.147161258,76,3,73
S00143101,55.94988568,-3.215726999,76,4,72
S00143102,55.94910997,-3.246593262,124,-,124
S00143103,55.94952568,-3.217605357,136,3,133
S00143104,55.94995848,-3.183332842,113,2,112
S00143105,55.94941775,-3.098107395,124,4,119
S00143106,55.94785392,-3.231212178,80,4,76
S00143107,55.94927825,-3.185858275,209,2,205
S00143108,55.95093889,-3.111842657,56,-,54
S00143109,55.94870554,-3.310667168,133,3,128
S00143110,55.94869161,-3.306903458,62,6,54
S00143111,55.95023562,-3.184414244,70,-,69
S00143112,55.9490484,-3.284944408,58,-,58
S00143113,55.94862758,-3.208433435,142,1,141
S00143114,55.95028397,-3.184992231,101,14,87
S00143115,55.94983372,-3.14422302,88,4,82
S00143116,55.94884289,-3.222131798,73,2,72
S00143117,55.94965784,-3.185629672,83,2,82
S00143118,55.94890179,-3.186695486,250,-,250
S00143119,55.95009777,-3.130218574,86,3,84
S00143120,55.950537,-3.104576747,74,2,73
S00143121,55.94942535,-3.189241686,110,-,110
S00143122,55.94956501,-3.182199868,131,-,128
S00143123,55.94825796,-3.238415034,170,8,155
S00143124,55.94959273,-3.177428581,122,1,116
S00143125,55.94671926,-3.251080091,154,6,148
S00143126,55.94867383,-3.21287063,115,3,109
S00143127,55.94924412,-3.219726355,113,3,110
S00143128,55.94810052,-3.298220225,85,-,88
S00143129,55.94697494,-3.245355706,158,11,144
S00143130,55.94967433,-3.138149082,59,3,57
S00143131,55.9487969,-3.214059485,87,1,86
S00143132,55.94750629,-3.305982791,75,2,73
S00143133,55.94774216,-3.3116915,88,5,85
S00143134,55.94850785,-3.194914342,136,6,130
S00143135,55.94963661,-3.148989321,78,2,76
S00143136,55.94824482,-3.287896307,70,1,72
S00143137,55.94966835,-3.130013896,131,8,123
S00143138,55.94965126,-3.101140599,81,4,77
S00143139,55.94893803,-3.13809545,64,1,66
S00143140,55.94967993,-3.118900667,98,1,101
S00143141,55.94793494,-3.290031817,90,6,84
S00143142,55.94814618,-3.284434115,82,2,80
S00143143,55.94827272,-3.22706198,101,3,95
S00143144,55.94924312,-3.178282709,95,2,91
S00143145,55.94828487,-3.21950403,108,2,104
S00143146,55.94965437,-3.106809549,79,1,78
S00143147,55.94572828,-3.3033289,79,4,75
S00143148,55.94750091,-3.235060135,72,4,68
S00143149,55.94783535,-3.30884426,107,2,105
S00143150,55.94868483,-3.139240986,77,2,75
S00143151,55.93907857,-3.409443505,78,4,74
S00143152,55.94909821,-3.187758398,116,-,116
S00143153,55.9479271,-3.192718656,75,1,74
S00143154,55.94614999,-3.223664225,57,5,52
S00143155,55.94899453,-3.14363779,93,3,90
S00143156,55.94915912,-3.136532604,80,-,78
S00143157,55.94783421,-3.241235854,133,4,128
S00143158,55.94935463,-3.176956954,124,4,120
S00143159,55.94928083,-3.188388526,88,1,87
S00143160,55.94877552,-3.185810878,379,4,375
S00143161,55.94782487,-3.28163715,62,2,63
S00143162,55.93923236,-3.399106557,72,1,70
S00143163,55.94856722,-3.181304731,499,1,502
S00143164,55.94890217,-3.135163929,144,2,142
S00143165,55.94927813,-3.135319055,59,2,55
S00143166,55.94810308,-3.248418457,64,4,61
S00143167,55.94709403,-3.202621021,71,-,71
S00143168,55.94792857,-3.214640811,137,2,135
S00143169,55.94912174,-3.098050974,82,4,78
S00143170,55.94940784,-3.124113274,138,3,135
S00143171,55.94836412,-3.088245476,78,-,78
S00143172,55.94754829,-3.301164202,82,2,79
S00143173,55.94823992,-3.194745955,78,1,75
S00143174,55.94733253,-3.30796258,81,3,74
S00143175,55.94731919,-3.303286273,121,4,117
S00143176,55.94703033,-3.292323627,106,-,106
S00143177,55.94853793,-3.128844018,137,2,134
S00143178,55.94716396,-3.27692348,134,4,130
S00143179,55.94770322,-3.212888321,89,4,87
S00143180,55.94835452,-3.127285396,89,3,87
S00143181,55.94869504,-3.141050801,99,2,95
S00143182,55.94902365,-3.102996358,96,4,92
S00143183,55.94775717,-3.204643226,111,2,111
S00143184,55.94754,-3.223035523,99,3,93
S00143185,55.94794573,-3.221991439,60,3,57
S00143186,55.94751764,-3.118550064,104,-,103
S00143187,55.94795916,-3.218821233,108,1,107
S00143188,55.94786411,-3.211147911,67,1,66
S00143189,55.94761802,-3.285105198,102,9,99
S00143190,55.9465762,-3.297913005,103,1,102
S00143191,55.9484514,-3.178386766,97,2,95
S00143192,55.94858563,-3.179383678,93,-,93
S00143193,55.94658798,-3.308690083,87,-,87
S00143194,55.94740781,-3.081541324,105,3,102
S00143195,55.94839063,-3.18938611,364,1,360
S00143196,55.94820473,-3.178811632,103,1,102
S00143197,55.94556991,-3.3123226,190,6,184
S00143198,55.9482806,-3.133384284,53,-,53
S00143199,55.94714411,-3.22127763,163,5,160
S00143200,55.94849003,-3.188396325,181,-,181
S00143201,55.94580869,-3.309304297,184,3,180
S00143202,55.94821732,-3.194296886,68,-,68
S00143203,55.9462251,-3.28770115,96,1,95
S00143204,55.9466974,-3.183265387,350,6,344
S00143205,55.94737033,-3.21657692,162,2,159
S00143206,55.94585502,-3.131375939,104,-,104
S00143207,55.94648653,-3.303002093,129,5,124
S00143208,55.94653126,-3.235877937,97,4,95
S00143209,55.94190269,-3.316633602,63,3,62
S00143210,55.94819263,-3.097448201,82,-,82
S00143211,55.94875643,-3.097704353,94,4,90
S00143212,55.94846431,-3.119185867,113,11,102
S00143213,55.94619352,-3.293288538,99,1,102
S00143214,55.94590112,-3.280853027,153,3,149
S00143215,55.94691343,-3.238980599,140,1,136
S00143216,55.94686619,-3.234735682,95,5,92
S00143217,55.94806879,-3.182682704,85,2,83
S00143218,55.94691175,-3.306122905,79,3,72
S00143219,55.94797883,-3.139796723,101,1,100
S00143220,55.94600103,-3.284202962,98,8,92
S00143221,55.94655412,-3.230001995,95,6,89
S00143222,55.94809786,-3.102025261,94,4,91
S00143223,55.94646158,-3.285707399,96,3,89
S00143224,55.94519426,-3.295176701,120,6,114
S00143225,55.94827072,-3.134456881,83,3,77
S00143226,55.94693951,-3.221975754,93,1,92
S00143227,55.94774165,-3.196091725,61,1,60
S00143228,55.9470057,-3.237846629,64,4,60
S00143229,55.94675524,-3.187526531,417,-,417
S00143230,55.94752182,-3.183498704,89,1,86
S00143231,55.94761611,-3.193285565,112,1,111
S00143232,55.94792446,-3.092236389,95,2,91
S00143233,55.94648593,-3.276452803,130,-,130
S00143234,55.94717072,-3.200285514,225,2,223
S00143235,55.94842166,-3.091898099,62,2,60
S00143236,55.94765856,-3.179547648,94,-,94
S00143237,55.94583133,-3.297824033,99,4,92
S00143238,55.94761259,-3.103036299,92,7,85
S00143239,55.94620168,-3.24273684,123,1,121
S00143240,55.94525314,-3.292136325,94,6,93
S00143241,55.94727796,-3.18456413,122,2,120
S00143242,55.94672366,-3.218366082,193,9,184
S00143243,55.94685773,-3.214799435,157,1,156
S00143244,55.94785838,-3.13532554,76,2,71
S00143245,55.94489778,-3.206684028,104,-,104
S00143246,55.94578185,-3.23444497,70,1,67
S00143247,55.9470625,-3.196631233,69,2,65
S00143248,55.94730098,-3.178415871,111,2,109
S00143249,55.94637407,-3.247017748,117,4,113
S00143250,55.94733127,-3.180882782,194,-,194
S00143251,55.94801253,-3.095473502,139,3,136
S00143252,55.94669112,-3.203393154,90,2,86
S00143253,55.94681912,-3.18555892,113,3,108
S00143254,55.94748219,-3.123432968,174,6,168
S00143255,55.94682284,-3.198177078,108,1,107
S00143256,55.94625873,-3.143124801,81,3,75
S00143257,55.94556573,-3.276806823,140,3,137
S00143258,55.9462505,-3.201586081,123,4,118
S00143259,55.94754708,-3.088174516,141,6,134
S00143260,55.92909844,-3.325818707,108,4,102
S00143261,55.94637469,-3.215488863,62,1,64
S00143262,55.94728024,-3.134684119,63,-,63
S00143263,55.94703843,-3.179560817,87,2,89
S00143264,55.94629246,-3.211979532,97,1,92
S00143265,55.94609599,-3.220956407,154,4,150
S00143266,55.94740548,-3.101076849,85,-,85
S00143267,55.94665516,-3.205233499,185,2,184
S00143268,55.94621814,-3.136830736,91,5,83
S00143269,55.94636727,-3.182086402,91,-,91
S00143270,55.94605726,-3.249905837,138,3,135
S00143271,55.94520855,-3.298940073,97,1,96
S00143272,55.94693749,-3.140662836,63,-,63
S00143273,55.94498526,-3.255475541,97,5,92
S00143274,55.94629545,-3.213500821,70,-,70
S00143275,55.94693393,-3.128364999,118,5,109
S00143276,55.94638356,-3.198996164,75,4,71
S00143277,55.94697689,-3.082522089,73,3,70
S00143278,55.94659385,-3.199547095,112,-,112
S00143279,55.94366618,-3.179842559,62,6,56
S00143280,55.94554055,-3.196055883,52,1,50
S00143281,55.94647315,-3.181353049,90,-,86
S00143282,55.94691208,-3.134657338,92,-,92
S00143283,55.94552764,-3.287373763,83,2,81
S00143284,55.94638587,-3.203367672,83,2,81
S00143285,55.94613937,-3.19175098,162,-,162
S00143286,55.94714544,-3.094968634,89,5,84
S00143287,55.945507,-3.252770328,94,2,92
S00143288,55.94717525,-3.098684421,78,4,76
S00143289,55.94452874,-3.276292333,131,-,131
S00143290,55.94665156,-3.179613104,70,-,70
S00143291,55.94678768,-3.107848634,72,3,66
S00143292,55.94611782,-3.189332437,74,-,74
S00143293,55.94721637,-3.085939475,63,-,63
S00143294,55.94608014,-3.219835033,87,2,89
S00143295,55.94666459,-3.1410231,83,3,82
S00143296,55.94322649,-3.186329753,80,1,79
S00143297,55.94630508,-3.182949182,77,1,76
S00143298,55.94575072,-3.184533507,228,1,226
S00143299,55.94597179,-3.204363609,81,1,79
S00143300,55.94639151,-3.134594074,81,1,80
S00143301,55.94491549,-3.284038929,108,4,104
S00143302,55.94550719,-3.200410178,321,1,320
S00143303,55.94437546,-3.301249929,83,6,77
S00143304,55.94565909,-3.190311134,129,1,126
S00143305,55.9459811,-3.202490445,77,1,76
S00143306,55.94387396,-3.227547302,147,2,145
S00143307,55.94560851,-3.212998963,101,8,92
S00143308,55.94448573,-3.289052471,85,3,82
S00143309,55.94377212,-3.292839548,94,-,94
S00143310,55.94561903,-3.236345258,80,9,71
S00143311,55.9454889,-3.212370746,107,-,107
S00143312,55.94565232,-3.186355898,194,-,194
S00143313,55.94616601,-3.142465561,76,6,70
S00143314,55.94596592,-3.211376871,78,1,77
S00143315,55.9436369,-3.286014078,91,3,85
S00143316,55.94524273,-3.235340509,101,2,98
S00143317,55.9453583,-3.101915413,86,1,85
S00143318,55.9455297,-3.228208161,73,4,71
S00143319,55.94611743,-3.139950192,63,1,65
S00143320,55.94653135,-3.089234867,76,9,67
S00143321,55.94545315,-3.101357687,162,6,156
S00143322,55.94497293,-3.210929551,106,2,104
S00143323,55.94566159,-3.21034258,86,1,85
S00143324,55.94449908,-3.116509612,155,1,151
S00143325,55.94408809,-3.290128064,77,2,75
S00143326,55.94547608,-3.104816931,94,5,93
S00143327,55.94648404,-3.092548105,79,5,74
S00143328,55.94492472,-3.246394724,57,1,55
S00143329,55.94568471,-3.196941004,95,3,93
S00143330,55.94553181,-3.13914839,58,3,55
S00143331,55.94452063,-3.219433736,106,-,106
S00143332,55.94518258,-3.234169706,129,-,129
S00143333,55.94579908,-3.185111426,125,-,125
S00143334,55.94423713,-3.287907366,68,4,66
S00143335,55.94513062,-3.201247165,115,1,114
S00143336,55.94451362,-3.244396039,97,2,95
S00143337,55.94561473,-3.205041052,123,-,123
S00143338,55.94488485,-3.232494982,108,4,101
S00143339,55.9454101,-3.203913842,142,-,142
S00143340,55.94585405,-3.121656499,90,3,87
S00143341,55.94543622,-3.205836117,108,1,109
S00143342,55.94579685,-3.126938865,145,7,137
S00143343,55.9443856,-3.226698853,108,6,102
S00143344,55.94370615,-3.299962554,94,2,92
S00143345,55.94523849,-3.183605178,125,3,125
S00143346,55.94528787,-3.181268919,407,2,405
S00143347,55.9443696,-3.278640851,105,10,94
S00143348,55.94470376,-3.118709108,96,4,92
S00143349,55.9445674,-3.181439123,101,8,91
S00143350,55.94525578,-3.209577348,99,1,101
S00143351,55.94601957,-3.098299421,71,6,67
S00143352,55.94380967,-3.296107193,150,2,145
S00143353,55.94569732,-3.132892494,70,2,68
S00143354,55.94510431,-3.216746039,66,1,65
S00143355,55.94580943,-3.141190094,72,2,70
S00143356,55.9442548,-3.273241066,84,2,81
S00143357,55.94562366,-3.139903658,81,3,79
S00143358,55.94495091,-3.224971415,70,2,68
S00143359,55.94544889,-3.124703083,77,4,77
S00143360,55.94470337,-3.229975339,75,2,74
S00143361,55.94640997,-3.082618355,144,6,138
S00143362,55.94454206,-3.237111531,61,2,60
S00143363,55.9448122,-3.236159424,68,11,59
S00143364,55.94572143,-3.107513954,84,3,81
S00143365,55.94497289,-3.120734359,110,5,108
S00143366,55.94399926,-3.304535748,97,6,91
S00143367,55.94432409,-3.233758112,112,-,112
S00143368,55.94499197,-3.203484554,374,2,374
S00143369,55.9445918,-3.235736092,115,3,112
S00143370,55.94479982,-3.217553099,104,-,104
S00143371,55.94457745,-3.247856666,74,-,74
S00143372,55.94450763,-3.228880326,71,-,68
S00143373,55.94451149,-3.250816749,121,7,117
S00143374,55.94387816,-3.284420901,113,3,110
S00143375,55.94512921,-3.195851057,94,4,90
S00143376,55.94478446,-3.2136457,114,-,114
S00143377,55.94313485,-3.308093254,114,1,113
S00143378,55.94451525,-3.216343279,64,-,63
S00143379,55.94418672,-3.252711682,78,3,75
S00143380,55.94362899,-3.309791143,83,2,78
S00143381,55.94402562,-3.192902928,78,-,78
S00143382,55.9444829,-3.234948041,70,1,72
S00143383,55.94432053,-3.231420275,63,-,61
S00143384,55.94455276,-3.219819031,71,-,71
S00143385,55.94416733,-3.211528861,164,-,164
S00143386,55.94381729,-3.276445057,89,2,87
S00143387,55.94493005,-3.140091431,84,1,83
S00143388,55.9442458,-3.214509494,108,-,108
S00143389,55.94342248,-3.311465391,76,1,78
S00143390,55.94428037,-3.221011348,95,-,95
S00143391,55.94473084,-3.184070046,105,3,103
S00143392,55.94453751,-3.212260955,427,-,427
S00143393,55.94502786,-3.107702307,101,4,97
S00143394,55.94481951,-3.127695052,103,4,97
S00143395,55.94473116,-3.182164644,77,-,77
S00143396,55.9441969,-3.216733591,121,1,120
S00143397,55.94425377,-3.246100967,129,3,127
S00143398,55.94484483,-3.105071154,136,5,131
S00143399,55.94437667,-3.204842478,128,1,127
S00143400,55.94531075,-3.095157028,108,11,100
S00143401,55.94376677,-3.221155299,87,-,87
S00143402,55.94377849,-3.19707433,96,5,91
S00143403,55.94454948,-3.201869644,170,-,171
S00143404,55.94473878,-3.195342653,87,1,86
S00143405,55.94371687,-3.199714323,109,-,109
S00143406,55.94331223,-3.315064268,66,2,61
S00143407,55.94449523,-3.20924941,100,1,99
S00143408,55.94445481,-3.137067274,104,5,100
S00143409,55.9433193,-3.304256699,84,2,80
