OA_Code,Latitude,Longitude,All People (16+),UK Armed Forces veteran,Not a UK Armed Forces veteran
S00176249,55.81568008,-4.079829003,73,-,73
S00176250,55.81298411,-4.185503532,114,1,113
S00176251,55.81516039,-4.139959578,119,8,111
S00176252,55.81472319,-4.162377194,64,3,61
S00176253,55.81410084,-4.221973813,77,3,74
S00176254,55.814688,-4.18065103,109,1,106
S00176255,55.81402498,-4.193670178,105,6,100
S00176256,55.81399013,-4.145226298,72,2,70
S00176257,55.81379017,-4.19876452,76,2,75
S00176258,55.81462355,-4.136721896,125,4,121
S00176259,55.81356714,-4.196661043,92,-,91
S00176260,55.81490269,-4.142371556,71,4,72
S00176261,55.81310022,-4.150380491,89,3,86
S00176262,55.81381437,-4.133118259,136,4,132
S00176263,55.81476246,-4.161166308,66,4,62
S00176264,55.81404505,-4.202098835,69,2,63
S00176265,55.81413002,-4.165951501,94,2,92
S00176266,55.81326437,-4.224990642,98,5,95
S00176267,55.81428369,-4.180644371,83,-,82
S00176268,55.81555558,-4.075496823,114,1,105
S00176269,55.81340452,-4.203738551,122,3,119
S00176270,55.81430859,-4.149633139,61,4,59
S00176271,55.8145103,-4.127186874,153,2,151
S00176272,55.81252273,-4.076276987,81,2,79
S00176273,55.81435453,-4.139787645,81,2,79
S00176274,55.81304187,-4.223876637,61,2,56
S00176275,55.81283303,-4.194991678,107,1,106
S00176276,55.8105821,-4.180070226,85,3,82
S00176277,55.81265127,-4.087791146,181,3,185
S00176278,55.81329216,-4.148140618,116,4,113
S00176279,55.81266735,-4.211757027,88,2,86
S00176280,55.81353916,-4.155081234,115,5,112
S00176281,55.81382447,-4.144419134,67,2,64
S00176282,55.81373804,-4.160135889,96,1,95
S00176283,55.81417219,-4.141485467,63,2,62
S00176284,55.81304948,-4.188396098,79,-,79
S00176285,55.81382794,-4.131299461,135,3,133
S00176286,55.81249838,-4.172851527,182,6,176
S00176287,55.81279259,-4.209290216,90,3,84
S00176288,55.80412715,-4.090159061,177,3,174
S00176289,55.81333074,-4.152101009,83,-,83
S00176290,55.81359525,-4.079286824,150,4,146
S00176291,55.81257203,-4.135827379,90,1,90
S00176292,55.81268354,-4.188758608,108,2,106
S00176293,55.81181148,-4.200855429,109,2,107
S00176294,55.81414342,-4.092531639,83,4,75
S00176295,55.81238986,-4.205692218,76,4,73
S00176296,55.81390468,-4.13412874,67,2,65
S00176297,55.81296843,-4.165567741,101,3,98
S00176298,55.81386889,-4.125300407,142,2,140
S00176299,55.81357922,-4.142506303,64,2,61
S00176300,55.81295996,-4.158895721,150,2,148
S00176301,55.8122112,-4.208634803,90,2,88
S00176302,55.81233652,-4.167256358,116,2,112
S00176303,55.81149977,-4.190128552,77,6,72
S00176304,55.81271009,-4.155721699,65,-,65
S00176305,55.81305071,-4.144983069,49,4,45
S00176306,55.81204738,-4.19821932,100,3,97
S00176307,55.81009036,-4.176882739,152,8,144
S00176308,55.81218168,-4.154591216,119,1,114
S00176309,55.81200895,-4.143393566,65,-,65
S00176310,55.8127362,-4.152179907,58,2,56
S00176311,55.81235096,-4.126286983,107,4,101
S00176312,55.8119072,-4.189959921,57,2,58
S00176313,55.81289519,-4.134296916,68,4,67
S00176314,55.81245679,-4.152739055,82,2,77
S00176315,55.8112969,-4.205997456,79,-,78
S00176316,55.8113863,-4.149200666,91,2,85
S00176317,55.80966298,-4.171065633,125,2,124
S00176318,55.81145811,-4.13113797,150,6,141
S00176319,55.81288003,-4.126874459,88,1,87
S00176320,55.81145966,-4.135191874,147,5,142
S00176321,55.80957208,-4.065778464,124,1,123
S00176322,55.81291472,-4.066881301,144,3,141
S00176323,55.8105919,-4.146316057,110,6,101
S00176324,55.81111647,-4.188941937,50,4,48
S00176325,55.81119879,-4.166538745,108,2,105
S00176326,55.81125447,-4.202850913,80,4,78
S00176327,55.81106815,-4.20020698,86,6,80
S00176328,55.80923037,-4.149656336,130,-,130
S00176329,55.81092606,-4.10621184,119,2,116
S00176330,55.80973809,-4.196684667,117,3,114
S00176331,55.80820511,-4.202997783,62,1,58
S00176332,55.81111029,-4.147509666,122,3,119
S00176333,55.81089282,-4.19039769,59,3,58
S00176334,55.81072323,-4.183764833,147,4,145
S00176335,55.81071187,-4.182886408,102,-,101
S00176336,55.81041028,-4.211325728,87,2,85
S00176337,55.81054833,-4.202635451,115,6,109
S00176338,55.81064217,-4.107569017,120,3,117
S00176339,55.81176337,-4.128042454,64,1,63
S00176340,55.81104972,-4.133956478,74,2,73
S00176341,55.8103058,-4.208638564,60,2,54
S00176342,55.81058578,-4.18947073,55,2,54
S00176343,55.81065759,-4.154890009,77,2,75
S00176344,55.81136385,-4.12620122,171,4,167
S00176345,55.81009725,-4.142729876,129,4,125
S00176346,55.80986641,-4.187978014,66,4,62
S00176347,55.80947727,-4.200212947,90,4,86
S00176348,55.80996835,-4.20841197,97,1,93
S00176349,55.8107552,-4.141074317,121,5,119
S00176350,55.8102927,-4.193811257,100,6,93
S00176351,55.80984166,-4.190881249,54,-,54
S00176352,55.81124709,-4.070383788,93,3,90
S00176353,55.80989576,-4.178228425,85,3,82
S00176354,55.81065706,-4.131205895,147,7,140
S00176355,55.81068233,-4.138548694,88,-,83
S00176356,55.81178663,-4.075695145,69,-,68
S00176357,55.80845178,-4.210783742,111,5,106
S00176358,55.80990221,-4.180399272,62,3,59
S00176359,55.80978074,-4.189760663,63,3,60
S00176360,55.80935212,-4.194141349,121,2,123
S00176361,55.81167999,-4.072960344,115,12,106
S00176362,55.80986688,-4.188456824,106,7,103
S00176363,55.80916819,-4.142407508,120,5,115
S00176364,55.80909237,-4.198116527,81,-,81
S00176365,55.80749904,-4.209788157,81,4,78
S00176366,55.8104069,-4.128526986,89,6,86
S00176367,55.81049154,-4.133495016,101,3,98
S00176368,55.81043392,-4.125927067,106,3,103
S00176369,55.80884693,-4.209800724,90,4,86
S00176370,55.80873524,-4.185887733,70,-,70
S00176371,55.80958774,-4.161565673,115,5,110
S00176372,55.80883932,-4.205220022,93,-,93
S00176373,55.80938389,-4.173635484,60,3,57
S00176374,55.80931772,-4.158007771,83,-,83
S00176375,55.80900746,-4.182200483,82,3,79
S00176376,55.80927612,-4.18124201,82,2,80
S00176377,55.80899917,-4.191759531,64,-,64
S00176378,55.81063237,-4.075394295,147,-,147
S00176379,55.81059928,-4.073094389,61,2,58
S00176380,55.80898533,-4.165154969,114,2,112
S00176381,55.80880141,-4.135078199,132,3,129
S00176382,55.80911311,-4.132653549,105,-,105
S00176383,55.80334149,-4.072868082,62,2,64
S00176384,55.80851839,-4.139467308,88,4,89
S00176385,55.80914667,-4.161605053,67,-,67
S00176386,55.80920805,-4.15401193,81,3,78
S00176387,55.80901512,-4.174668221,85,1,85
S00176388,55.80889584,-4.162580602,90,1,90
S00176389,55.80960849,-4.128962167,84,2,82
S00176390,55.80835222,-4.190238984,53,2,51
S00176391,55.80863187,-4.131382441,117,4,115
S00176392,55.80884808,-4.187122907,54,2,52
S00176393,55.80869868,-4.156409534,84,3,78
S00176394,55.80962975,-4.071430979,62,-,62
S00176395,55.80902612,-4.061360904,119,3,116
S00176396,55.80833334,-4.177135722,114,4,110
S00176397,55.80933176,-4.126776628,87,2,87
S00176398,55.80837779,-4.191325624,111,2,109
S00176399,55.80890695,-4.143989043,88,1,86
S00176400,55.81012068,-4.070563353,83,2,82
S00176401,55.80806995,-4.182866149,89,4,85
S00176402,55.80836237,-4.188659627,76,7,69
S00176403,55.80838344,-4.141023853,81,1,80
S00176404,55.80813954,-4.132823712,115,2,113
S00176405,55.8085828,-4.181314931,78,5,78
S00176406,55.80822012,-4.167777577,68,3,65
S00176407,55.80769563,-4.184712343,91,5,87
S00176408,55.81005505,-4.069123548,60,1,59
S00176409,55.80767464,-4.198994109,77,2,71
S00176410,55.80842557,-4.180045384,78,3,75
S00176411,55.80766123,-4.172454259,91,-,91
S00176412,55.8076615,-4.211249604,75,3,72
S00176413,55.80838408,-4.151796017,109,4,107
S00176414,55.80963731,-4.075245569,51,4,50
S00176415,55.80824657,-4.162193494,146,5,141
S00176416,55.80783871,-4.202881327,63,1,61
S00176417,55.80742694,-4.199778064,66,1,65
S00176418,55.80830836,-4.136040632,90,1,89
S00176419,55.8097756,-4.062757044,85,1,84
S00176420,55.80779741,-4.193128246,72,2,70
S00176421,55.8072439,-4.206980961,69,3,66
S00176422,55.80830712,-4.154137698,71,4,67
S00176423,55.80817468,-4.148353352,76,-,76
S00176424,55.8087255,-4.127014853,87,-,86
S00176425,55.80950169,-4.069429315,68,-,66
S00176426,55.80750715,-4.188739283,81,6,75
S00176427,55.80777906,-4.138054311,123,6,117
S00176428,55.80788511,-4.167918535,89,3,86
S00176429,55.80644161,-4.208116449,106,3,101
S00176430,55.80764138,-4.17763967,126,2,124
S00176431,55.80789874,-4.181372408,82,4,78
S00176432,55.80760266,-4.204017008,73,-,73
S00176433,55.80910864,-4.072488484,92,3,89
S00176434,55.80698675,-4.205785485,131,3,129
S00176435,55.8066345,-4.190302067,88,3,85
S00176436,55.80772384,-4.180085937,84,-,84
S00176437,55.80881066,-4.073637622,76,3,79
S00176438,55.80781564,-4.15551489,97,5,92
S00176439,55.80716102,-4.198566179,118,7,108
S00176440,55.80802561,-4.129545986,141,-,141
S00176441,55.80819658,-4.12693812,74,-,74
S00176442,55.80774955,-4.147994798,91,2,90
S00176443,55.80715138,-4.168244776,266,4,262
S00176444,55.79145111,-4.14979314,161,8,156
S00176445,55.80729149,-4.149006848,96,4,94
S00176446,55.78369213,-4.191677561,102,3,96
S00176447,55.80757154,-4.152006504,100,-,100
S00176448,55.80703137,-4.180111048,75,1,76
S00176449,55.80687043,-4.135004369,125,1,124
S00176450,55.80580032,-4.207792887,106,-,105
S00176451,55.80569265,-4.172982878,152,7,148
S00176452,55.80701215,-4.176631071,80,3,76
S00176453,55.80702228,-4.103782786,83,6,79
S00176454,55.80821463,-4.065802287,71,-,71
S00176455,55.8053296,-4.203473614,65,4,63
S00176456,55.80624304,-4.190583277,92,4,88
S00176457,55.80696944,-4.104769329,147,4,143
S00176458,55.80772783,-4.070164983,94,3,91
S00176459,55.8079656,-4.068853074,87,4,83
S00176460,55.80572614,-4.177692276,161,2,155
S00176461,55.80473322,-4.185025072,129,2,123
S00176462,55.80799662,-4.061657552,113,2,111
S00176463,55.80660504,-4.063179736,103,3,100
S00176464,55.80491608,-4.204982166,138,7,132
S00176465,55.80779944,-4.066977151,58,1,57
S00176466,55.80774291,-4.07193714,76,4,72
S00176467,55.8064612,-4.180334495,132,-,132
S00176468,55.80594805,-4.186960224,82,5,79
S00176469,55.80593184,-4.174703695,165,-,165
S00176470,55.80599124,-4.191095741,78,-,72
S00176471,55.8049891,-4.195379864,149,5,144
S00176472,55.80670114,-4.105217622,134,2,135
S00176473,55.8077214,-4.063063272,99,-,99
S00176474,55.80663931,-4.086176627,95,4,94
S00176475,55.80576627,-4.189599022,64,-,64
S00176476,55.80622958,-4.072143957,68,-,63
S00176477,55.80542891,-4.187346003,70,-,70
S00176478,55.80495275,-4.188851207,121,5,118
S00176479,55.80496194,-4.181255974,94,3,91
S00176480,55.80695125,-4.066644944,62,3,59
S00176481,55.80474612,-4.195398097,84,1,83
S00176482,55.80610264,-4.069009542,72,3,73
S00176483,55.80658432,-4.066019103,54,3,51
S00176484,55.80457226,-4.191542591,162,3,159
S00176485,55.80472772,-4.17621631,142,2,140
S00176486,55.80424367,-4.186274211,86,2,85
S00176487,55.80334814,-4.178500915,119,-,119
S00176488,55.80513782,-4.08515482,103,-,102
S00176489,55.80492265,-4.102009957,166,4,162
S00176490,55.80469909,-4.105620153,101,-,101
S00176491,55.80538862,-4.066578076,107,6,100
S00176492,55.80536071,-4.081017859,90,3,87
S00176493,55.80419817,-4.177192052,136,3,133
S00176494,55.80562048,-4.103770979,97,2,95
S00176495,55.80360903,-4.187594964,114,4,108
S00176496,55.80269271,-4.190096604,146,2,140
S00176497,55.80363201,-4.192862042,88,3,85
S00176498,55.80335634,-4.19672405,87,-,87
S00176499,55.80462119,-4.101243728,123,2,121
S00176500,55.80184502,-4.107492439,125,7,119
S00176501,55.80512139,-4.078164719,104,2,107
S00176502,55.80475089,-4.103644275,86,2,88
S00176503,55.80340469,-4.106683169,89,5,84
S00176504,55.80308437,-4.178677659,93,2,91
S00176505,55.80482385,-4.072899014,88,11,74
S00176506,55.80429061,-4.068275124,86,1,85
S00176507,55.8038237,-4.065043093,130,2,129
S00176508,55.80208883,-4.197243029,139,2,136
S00176509,55.80236964,-4.193094222,98,4,94
S00176510,55.80364155,-4.104398214,81,2,79
S00176511,55.80438258,-4.071886235,101,1,103
S00176512,55.80288126,-4.069780032,138,6,132
S00176513,55.80313279,-4.062836455,91,6,85
S00176514,55.80171693,-4.100800029,92,2,90
S00176515,55.80269519,-4.105081128,93,4,89
S00176516,55.80111746,-4.107469075,110,4,106
S00176517,55.8006949,-4.088523163,65,4,65
S00176518,55.80224448,-4.102009195,64,-,64
S00176519,55.80100325,-4.095751555,96,3,93
S00176520,55.80127679,-4.062578722,114,3,111
S00176521,55.80159363,-4.102229405,143,-,141
S00176522,55.80255899,-4.065965392,72,-,72
S00176523,55.79174281,-3.588065476,110,5,105
S00176524,55.8015771,-4.099516036,61,2,58
S00176525,55.80115836,-4.097722424,93,3,90
S00176526,55.80171591,-4.105586718,53,-,53
S00176527,55.80048679,-4.073210955,61,2,60
S00176528,55.80194919,-4.06909233,53,3,51
S00176529,55.80040073,-4.078838557,118,2,118
S00176530,55.80058043,-4.099988905,109,8,104
S00176531,55.79950758,-4.106488603,169,4,165
S00176532,55.80026521,-4.071428159,99,-,99
S00176533,55.80025816,-4.085133236,72,3,69
S00176534,55.80141784,-4.067021825,68,3,65
S00176535,55.80037057,-4.102801685,129,6,124
S00176536,55.79999265,-4.063053276,117,-,117
S00176537,55.80013634,-4.089131455,118,10,108
S00176538,55.80023436,-4.076452376,70,3,67
S00176539,55.7994637,-4.102752787,82,3,79
S00176540,55.79953803,-4.101033664,86,4,84
S00176541,55.79902243,-4.095437699,104,1,103
S00176542,55.79979377,-4.093947464,55,1,54
S00176543,55.78937184,-4.077341672,75,4,68
S00176544,55.79919801,-4.058990675,75,4,72
S00176545,55.79887863,-4.084868026,93,3,90
S00176546,55.79829237,-4.077561511,132,6,126
S00176547,55.79944348,-4.087594586,113,2,111
S00176548,55.7996074,-4.068329893,118,6,114
S00176549,55.79888327,-4.09199998,132,2,130
S00176550,55.79902155,-4.075893211,112,2,110
S00176551,55.79846164,-4.101438357,71,-,71
S00176552,55.79902786,-4.070724256,80,2,81
S00176553,55.79846896,-4.088882595,58,4,57
S00176554,55.79900668,-4.097941738,92,4,88
S00176555,55.79808846,-4.104864385,94,5,89
S00176556,55.7977907,-4.061453074,112,1,111
S00176557,55.79786227,-4.098645981,92,5,90
S00176558,55.79769946,-4.085506973,72,4,66
S00176559,55.79715348,-4.097522976,87,5,80
S00176560,55.79724706,-4.100463539,77,3,74
S00176561,55.7983033,-4.095446925,84,3,82
S00176562,55.79778924,-4.103444265,72,3,68
S00176563,55.79836333,-4.068024603,104,2,102
S00176564,55.79763825,-4.09333716,95,4,91
S00176565,55.79725148,-4.087014596,78,-,78
S00176566,55.79745359,-4.099421694,72,4,68
S00176567,55.79619378,-4.09477522,83,2,82
S00176568,55.79729201,-4.090446864,71,1,70
S00176569,55.79663622,-4.100446597,98,3,95
S00176570,55.79732206,-4.062066459,93,-,90
S00176571,55.79690696,-4.096696074,95,3,92
S00176572,55.79640619,-4.103912102,108,4,104
S00176573,55.79669726,-4.091069089,121,4,117
S00176574,55.79586505,-4.088743142,124,3,121
S00176575,55.78784162,-4.060401038,105,-,99
S00176576,55.77755001,-3.644361429,106,2,104
S00176577,55.79509071,-4.10200654,102,2,100
S00176578,55.79534168,-4.105721209,72,3,71
S00176579,55.79622986,-4.092128872,111,3,108
S00176580,55.79302074,-4.086883956,57,2,53
S00176581,55.78188036,-4.044425841,102,3,95
S00176582,55.7948096,-4.103203819,61,1,60
S00176583,55.79446514,-4.093374256,80,1,79
S00176584,55.79454839,-4.103237593,89,2,87
S00176585,55.79511852,-4.097748561,92,6,84
S00176586,55.79518273,-4.099778061,67,-,67
S00176587,55.79387053,-4.105035594,110,5,105
S00176588,55.79429387,-4.090764769,75,2,72
S00176589,55.79411231,-4.100884986,73,4,69
S00176590,55.79433545,-4.097291676,105,6,99
S00176591,55.7935921,-4.099245768,89,3,86
S00176592,55.79333671,-4.104719643,69,2,67
S00176593,55.79348948,-4.094725709,66,3,63
S00176594,55.79337165,-4.102153192,64,1,58
S00176595,55.7933374,-4.101002775,113,5,111
S00176596,55.78980682,-4.062721981,126,5,121
S00176597,55.79215765,-4.106394787,97,5,96
S00176598,55.79304792,-4.097429832,77,2,73
S00176599,55.79305062,-4.095691182,94,3,91
S00176600,55.79241463,-4.092402813,126,11,111
S00176601,55.78544753,-4.047706828,83,3,80
S00176602,55.79217959,-4.103014166,114,6,108
S00176603,55.79157999,-4.100238156,105,3,102
S00176604,55.7921474,-4.104894755,85,3,82
S00176605,55.79254127,-4.100784424,72,4,68
S00176606,55.79198976,-4.09676677,59,-,58
S00176607,55.77452244,-3.701725253,135,8,126
S00176608,55.79052396,-4.107327459,103,-,103
S00176609,55.79033204,-4.088032169,69,2,67
S00176610,55.79039675,-4.087397587,85,3,86
S00176611,55.79088019,-4.098589394,88,8,80
S00176612,55.7905415,-4.084693632,65,1,64
S00176613,55.78906282,-4.102909961,125,2,122
S00176614,55.79069625,-4.09672915,88,3,85
S00176615,55.79092597,-4.091158519,95,3,92
S00176616,55.78851323,-4.067502473,102,4,100
S00176617,55.78637872,-4.164841361,211,5,206
S00176618,55.79030009,-4.097824438,68,5,63
S00176619,55.79035311,-4.101559858,75,6,69
S00176620,55.78938697,-4.09023064,100,3,96
S00176621,55.79033158,-4.085942551,92,-,92
S00176622,55.79009529,-4.065879564,118,2,116
S00176623,55.79011012,-4.094735672,96,4,92
S00176624,55.78949454,-4.080713807,76,-,76
S00176625,55.78971995,-4.094953986,94,1,93
S00176626,55.78938745,-4.101794955,85,-,84
S00176627,55.78909555,-4.098892164,90,3,87
S00176628,55.78936302,-4.06560153,111,6,105
S00176629,55.78949698,-4.091688054,96,4,92
S00176630,55.7893322,-4.067434218,71,-,71
S00176631,55.7876236,-4.1056077,89,3,86
S00176632,55.78838348,-4.096381555,114,4,112
S00176633,55.7802087,-4.220506223,89,1,86
S00176634,55.78792086,-4.107665366,71,2,69
S00176635,55.78827245,-4.089708374,109,-,108
S00176636,55.78843518,-4.100196469,66,3,63
S00176637,55.78927403,-4.079936417,88,3,85
S00176638,55.78855207,-4.092817725,72,-,72
S00176639,55.78815981,-4.10105891,67,2,63
S00176640,55.78875067,-4.064069775,111,1,110
S00176641,55.78812636,-4.081900907,114,3,111
S00176642,55.78861228,-4.079741635,56,1,58
S00176643,55.78778282,-4.087847892,107,2,106
S00176644,55.78773231,-4.066376495,135,2,133
S00176645,55.77088566,-4.124618009,126,4,122
S00176646,55.78828257,-4.084349629,62,-,62
S00176647,55.7873261,-4.094618103,84,-,84
S00176648,55.78719391,-4.097099183,57,1,56
S00176649,55.78734968,-4.104285022,76,2,76
S00176650,55.78615669,-4.089929998,94,6,92
S00176651,55.78790971,-4.081426794,97,2,94
S00176652,55.78762234,-4.079290119,98,5,95
S00176653,55.78568402,-4.107608337,70,2,68
S00176654,55.78540544,-4.101309326,64,2,62
S00176655,55.78700783,-4.082144269,126,-,124
S00176656,55.78708442,-4.09297825,57,-,57
S00176657,55.78788202,-4.049924037,62,3,62
S00176658,55.78667763,-4.08836294,89,3,86
S00176659,55.78662085,-4.101709723,98,4,95
S00176660,55.7864136,-4.105941142,93,6,83
S00176661,55.78577696,-4.109000947,98,-,98
S00176662,55.78728287,-4.062636398,102,5,97
S00176663,55.78367163,-4.053418798,96,5,91
S00176664,55.78715295,-4.066090617,71,1,70
S00176665,55.7862315,-4.095564158,68,7,61
S00176666,55.78605658,-4.112604684,90,-,90
S00176667,55.78627915,-4.098565218,71,3,66
S00176668,55.78597699,-4.092567962,92,5,87
S00176669,55.78382571,-4.080060667,109,7,102
S00176670,55.78651474,-4.060745657,98,4,94
S00176671,55.78519167,-4.071552945,182,7,175
S00176672,55.78639013,-4.067629217,131,4,124
S00176673,55.78674963,-4.04938606,93,6,84
S00176674,55.7787548,-4.175676817,86,4,78
S00176675,55.78612834,-4.063420679,96,1,95
S00176676,55.78425735,-4.075793508,65,2,63
S00176677,55.78505904,-4.073555463,96,3,93
S00176678,55.78565014,-4.071545386,86,2,84
S00176679,55.7852566,-4.065559586,66,-,66
S00176680,55.78554083,-4.064155166,83,4,79
S00176681,55.78544365,-4.060306315,71,2,65
S00176682,55.78519001,-4.078570394,78,-,77
S00176683,55.7851485,-4.074644744,71,1,70
S00176684,55.78410396,-4.108033352,110,4,106
S00176685,55.7850259,-4.09985348,66,-,66
S00176686,55.78505917,-4.082582551,120,5,111
S00176687,55.78415651,-4.110731513,98,1,97
S00176688,55.78487116,-4.069239302,98,2,96
S00176689,55.78345856,-4.111076523,100,2,98
S00176690,55.78424272,-4.113559097,104,4,100
S00176691,55.78514778,-4.095872784,165,5,162
S00176692,55.78494703,-4.066866951,94,5,86
S00176693,55.78516356,-4.058250069,93,2,92
S00176694,55.78307794,-4.102874503,85,-,84
S00176695,55.78467016,-4.08114235,130,2,128
S00176696,55.78373373,-4.114934997,106,3,103
S00176697,55.78455681,-4.100482137,92,3,91
S00176698,55.78432764,-4.102846157,70,4,64
S00176699,55.78383381,-4.077987806,79,2,77
S00176700,55.78479354,-4.063700968,69,3,66
S00176701,55.78338988,-4.08244562,103,2,98
S00176702,55.78429069,-4.071154246,88,2,86
S00176703,55.78418296,-4.096586497,103,4,100
S00176704,55.78359765,-4.094545555,100,4,96
S00176705,55.7842708,-4.06164786,85,3,82
S00176706,55.7836137,-4.067593744,106,2,102
S00176707,55.78331537,-4.061278421,84,-,84
S00176708,55.78395105,-4.072109074,113,3,109
S00176709,55.78387768,-4.099727898,124,4,116
S00176710,55.78276216,-4.077053604,70,3,67
S00176711,55.77863349,-4.034289432,87,4,82
S00176712,55.78329508,-4.102264222,62,-,62
S00176713,55.78391952,-4.049875361,103,-,103
S00176714,55.78403451,-4.061268562,100,4,96
S00176715,55.78303553,-4.095360635,93,3,86
S00176716,55.78336874,-4.051106331,93,8,85
S00176717,55.78339715,-4.095762811,111,3,108
S00176718,55.78327368,-4.069106751,61,-,61
S00176719,55.78372919,-4.058573122,70,4,66
S00176720,55.78311306,-4.076498148,93,4,89
S00176721,55.78168459,-4.071143516,113,2,111
S00176722,55.78314034,-4.065814376,56,-,56
S00176723,55.7783227,-4.099253638,96,3,94
S00176724,55.78308643,-4.073817453,104,3,98
S00176725,55.78320076,-4.048785035,73,1,72
S00176726,55.77853186,-4.137169454,83,2,79
S00176727,55.78228357,-4.06599229,102,5,97
S00176728,55.78056315,-4.13922626,89,-,89
S00176729,55.78150547,-4.066301942,95,5,90
S00176730,55.77759937,-3.556382914,103,6,97
S00176731,55.78213145,-4.069157824,73,3,70
S00176732,55.78213067,-4.039096517,93,1,96
S00176733,55.78238677,-4.067337366,56,-,56
S00176734,55.77837146,-4.048978024,94,1,93
S00176735,55.78160483,-4.079591449,81,3,80
S00176736,55.78152078,-4.074994103,135,5,128
S00176737,55.7818878,-4.069750913,88,4,85
S00176738,55.77999079,-4.145765082,102,8,94
S00176739,55.7805587,-4.062743471,69,2,66
S00176740,55.7781285,-4.166871369,63,1,62
S00176741,55.73818499,-3.947088829,158,-,158
S00176742,55.78007794,-4.146949962,102,6,96
S00176743,55.77977924,-4.052400725,120,4,117
S00176744,55.78019658,-4.144787673,100,7,93
S00176745,55.77962496,-4.146127696,112,3,109
S00176746,55.78126068,-4.078153796,67,3,64
S00176747,55.77807791,-4.148769448,116,5,111
S00176748,55.78007968,-4.139120024,61,1,60
S00176749,55.78028739,-4.059093241,213,8,205
S00176750,55.77848764,-4.152061037,108,-,108
S00176751,55.77977204,-4.037713506,97,-,97
S00176752,55.77871215,-4.143844984,107,4,105
S00176753,55.78156207,-4.039242228,87,1,86
S00176754,55.77891126,-4.154556131,91,2,93
S00176755,55.77850031,-4.172281953,128,2,126
S00176756,55.78007695,-4.075874151,128,4,125
S00176757,55.77930706,-4.144260385,138,5,133
S00176758,55.78041592,-4.068030316,95,1,95
S00176759,55.77914278,-4.141827456,88,1,87
S00176760,55.77997751,-4.073779828,110,3,111
S00176761,55.78031976,-4.038826487,64,3,61
S00176762,55.78051965,-4.067206568,64,3,64
S00176763,55.77829031,-4.169415843,121,-,117
S00176764,55.7784789,-4.140212325,100,5,95
S00176765,55.77910678,-4.07105456,111,8,103
S00176766,55.77827465,-4.083065679,111,8,100
S00176767,55.77816111,-4.152744673,101,6,95
S00176768,55.77918054,-4.086351173,117,3,112
S00176769,55.78009238,-4.080276309,63,2,61
S00176770,55.77909585,-4.081275662,66,4,62
S00176771,55.779152,-4.067835774,102,5,99
S00176772,55.77925799,-4.065274005,87,2,86
S00176773,55.77972679,-4.041522378,124,1,123
S00176774,55.77760191,-4.147722691,137,6,131
S00176775,55.77514848,-4.16461712,95,-,95
S00176776,55.77712884,-4.172078056,102,3,99
S00176777,55.7713328,-4.249449726,104,-,104
S00176778,55.77970469,-4.072904211,117,4,113
S00176779,55.77784632,-4.142473891,117,4,113
S00176780,55.77787877,-4.145250314,94,5,89
S00176781,55.77923086,-4.076482957,81,4,77
S00176782,55.77841939,-4.074510297,75,-,75
S00176783,55.77882931,-4.061902596,89,2,87
S00176784,55.77710648,-4.157534073,57,4,53
S00176785,55.7775407,-4.166057374,89,1,88
S00176786,55.77918125,-4.062351743,106,7,99
S00176787,55.77732287,-4.143114889,86,1,84
S00176788,55.77790206,-4.155218002,97,5,92
S00176789,55.77810767,-4.039444449,64,-,64
S00176790,55.77736266,-4.139800306,112,4,108
S00176791,55.77850188,-4.046545114,96,3,93
S00176792,55.77843141,-4.088655224,65,-,64
S00176793,55.7788663,-4.057551209,121,4,119
S00176794,55.77695763,-4.167013664,93,-,93
S00176795,55.77730735,-4.171131224,65,2,65
S00176796,55.77737396,-4.146880955,81,-,81
S00176797,55.77783267,-4.154050095,104,4,101
S00176798,55.78023939,-3.551561098,84,4,78
S00176799,55.77624598,-4.214986762,100,2,100
S00176800,55.77541194,-4.211893846,134,-,134
S00176801,55.77755029,-4.152726929,105,2,101
S00176802,55.77598895,-4.209295502,117,4,113
S00176803,55.77712043,-4.156227276,82,2,76
S00176804,55.77834146,-4.067936348,67,-,65
S00176805,55.77720839,-4.07224543,91,5,86
S00176806,55.77848617,-4.073748429,62,2,60
S00176807,55.77843863,-4.087172611,68,-,64
S00176808,55.77719416,-4.145340254,80,4,76
S00176809,55.77855398,-4.070259808,64,-,64
S00176810,55.77682162,-4.15276647,113,-,111
S00176811,55.77780682,-4.090503428,55,-,54
S00176812,55.77710855,-4.149210407,110,2,108
S00176813,55.77820183,-4.042973428,103,1,106
S00176814,55.7771887,-4.138435366,88,2,86
S00176815,55.77728686,-4.136925879,54,-,54
S00176816,55.77457548,-4.219404448,86,-,86
S00176817,55.77281207,-4.22695753,84,3,84
S00176818,55.7762379,-4.154791257,152,2,152
S00176819,55.77771079,-4.077087762,77,1,74
S00176820,55.77628435,-4.18017931,74,-,74
S00176821,55.77514277,-4.159323006,88,1,86
S00176822,55.77852813,-4.03522476,63,1,65
S00176823,55.77574682,-4.169928241,104,4,100
S00176824,55.77863802,-4.048083085,86,5,83
S00176825,55.77788052,-4.086696278,87,4,83
S00176826,55.77428729,-4.183320529,66,3,63
S00176827,55.77830086,-4.06661067,72,5,67
S00176828,55.77787601,-4.057116304,153,7,146
S00176829,55.77503032,-4.204122803,79,5,74
