OA_Code,Latitude,Longitude,All people,"Female, All","Male, All","All people, 0 - 4","All people, 5 - 9","All people, 10 - 14","All people, 15","All people, 16 - 17","All people, 18 - 19","All people, 20 - 24","All people, 25 - 29","All people, 30 - 34","All people, 35 - 39","All people, 40 - 44","All people, 45 - 49","All people, 50 - 54","All people, 55 - 59","All people, 60 - 64","All people, 65 - 69","All people, 70 - 74","All people, 75 - 79","All people, 80 - 84","All people, 85 and over","Female, 0 - 4","Female, 5 - 9","Female, 10 - 14","Female, 15","Female, 16 - 17","Female, 18 - 19","Female, 20 - 24","Female, 25 - 29","Female, 30 - 34","Female, 35 - 39","Female, 40 - 44","Female, 45 - 49","Female, 50 - 54","Female, 55 - 59","Female, 60 - 64","Female, 65 - 69","Female, 70 - 74","Female, 75 - 79","Female, 80 - 84","Female, 85 and over"
S00136066,57.15887064,-2.123737748,58,39,18,-,2,1,-,3,3,8,2,8,4,4,8,-,9,1,-,-,2,1,-,-,-,-,-,2,3,5,2,7,4,3,5,2,5,-,-,-,1,1,-
S00136067,57.15864569,-2.148848221,64,32,35,6,1,4,-,1,2,3,2,9,5,3,5,8,6,4,-,4,2,-,-,3,-,2,-,-,2,3,-,4,1,3,2,1,3,-,-,3,-,-,2
S00136068,57.15806059,-2.105864861,123,60,63,10,6,4,-,4,2,26,17,8,14,6,7,7,8,-,1,1,-,-,-,2,3,3,-,1,-,15,9,5,6,2,6,4,1,-,-,1,-,-,-
S00136069,57.15883136,-2.14370767,135,62,77,7,4,17,-,1,2,15,3,12,13,8,15,12,8,9,-,-,1,1,-,1,2,9,-,1,-,8,2,6,6,1,6,6,3,-,-,-,4,1,-
S00136070,57.1579056,-2.223714624,76,44,32,3,-,1,-,4,1,7,18,6,6,2,3,4,2,7,1,-,3,1,4,2,-,-,-,-,1,4,9,2,3,-,-,4,2,5,1,-,3,1,3
S00136071,57.15878986,-2.103899704,204,115,89,23,12,27,-,4,6,30,19,23,17,12,11,6,8,1,3,1,-,-,-,13,7,15,-,3,-,20,14,13,8,8,6,6,4,-,2,1,-,-,-
S00136072,57.15849986,-2.106924125,78,33,45,3,6,-,-,-,2,17,11,17,6,7,5,-,-,2,-,-,-,-,-,1,2,-,-,-,2,6,3,10,4,2,2,-,-,1,-,-,-,-,-
S00136073,57.15878635,-2.108049094,105,50,55,5,8,2,-,4,2,22,11,6,5,8,9,2,3,4,1,7,1,1,1,3,2,2,-,2,1,10,7,4,1,3,5,1,-,1,1,4,-,-,-
S00136074,57.15874576,-2.091335674,96,51,44,14,6,-,1,1,2,7,15,14,9,3,9,5,3,4,2,-,-,-,-,9,5,-,-,1,-,4,7,7,6,-,3,5,1,2,1,-,-,-,-
S00136075,57.1583325,-2.102972667,101,61,39,5,4,-,-,1,10,23,15,28,8,5,2,-,-,-,-,-,-,-,-,4,-,-,-,-,8,16,10,17,3,3,1,-,-,-,-,-,-,-,-
S00136076,57.15776338,-2.106773216,124,59,65,7,3,-,-,4,6,39,14,10,8,10,8,3,3,4,2,3,-,1,-,4,-,-,-,1,3,19,7,1,5,5,7,2,1,4,-,1,-,1,-
S00136077,57.15821105,-2.118412487,98,50,48,4,6,7,-,1,4,16,5,10,11,3,5,3,6,1,4,1,-,6,2,3,2,3,-,1,3,8,3,6,3,1,3,-,3,-,3,1,-,1,1
S00136078,57.15773354,-2.229449858,204,92,113,5,16,20,4,4,5,14,6,6,10,20,10,27,18,21,8,5,4,-,-,2,7,7,2,-,3,4,4,3,7,12,3,10,11,10,4,3,2,-,-
S00136079,57.15860895,-2.094129142,63,26,37,1,-,-,-,-,1,20,9,9,5,4,3,4,4,4,1,-,-,-,-,-,-,-,-,-,1,11,4,-,2,1,-,2,2,-,1,-,-,-,-
S00136080,57.15819861,-2.139241782,140,68,72,5,5,5,-,3,2,5,9,12,9,4,9,8,16,13,16,8,4,5,4,2,1,3,-,-,-,2,4,6,6,2,7,5,10,7,5,3,4,5,3
S00136081,57.15777863,-2.099152458,80,24,58,-,3,3,1,-,4,39,9,9,1,1,5,2,-,1,-,1,-,2,-,-,1,1,1,-,-,10,-,2,1,-,3,1,-,1,-,-,-,-,-
S00136082,57.15817596,-2.143391031,73,32,37,3,1,3,-,1,-,10,2,16,6,3,3,7,8,7,-,2,2,2,1,-,1,3,-,1,-,2,1,4,2,2,-,4,5,3,-,2,1,2,-
S00136083,57.15814343,-2.103484607,105,57,48,8,6,-,1,-,3,17,25,20,6,6,6,2,1,1,-,-,-,-,-,4,7,-,1,-,1,12,15,10,3,3,1,-,1,1,-,-,-,-,-
S00136084,57.15766503,-2.164432997,97,55,39,8,3,1,-,2,2,2,15,10,5,5,5,3,4,12,4,4,-,2,-,7,2,1,-,2,2,1,8,7,2,3,4,2,4,7,1,4,-,1,-
S00136085,57.15763734,-2.164994927,88,44,44,2,3,1,-,2,2,5,3,6,7,4,11,6,8,6,1,-,8,2,4,1,1,2,-,-,-,4,1,2,-,4,5,5,4,3,-,-,6,1,3
S00136086,57.1583686,-2.091169429,90,44,46,2,2,1,-,-,-,47,20,12,-,-,2,1,2,-,-,-,-,-,-,-,2,1,-,-,-,24,14,5,-,-,-,1,-,-,-,-,-,-,-
S00136087,57.15801258,-2.119304533,98,51,47,3,5,2,-,1,-,12,5,5,6,7,2,7,16,4,6,4,5,2,3,3,3,2,-,1,-,6,5,2,5,1,2,-,7,1,2,2,3,1,3
S00136088,57.15846254,-2.09763341,84,40,44,-,-,3,-,3,3,29,14,5,9,6,4,1,6,1,-,-,-,-,-,-,-,2,-,-,3,20,3,1,6,3,2,1,-,-,-,-,-,-,-
S00136089,57.15589288,-2.218925226,155,81,76,1,4,8,-,3,1,7,2,1,4,6,11,12,6,14,25,21,16,11,5,1,2,2,-,1,1,5,-,1,1,3,6,5,1,8,12,11,8,6,2
S00136090,57.15766015,-2.130412212,106,59,47,5,4,6,1,1,2,2,2,4,5,1,12,6,5,9,8,16,12,8,3,2,4,3,1,1,1,-,1,3,3,1,6,3,3,6,4,8,5,6,-
S00136091,57.15766457,-2.157804068,138,74,64,12,17,3,4,1,1,3,7,10,16,9,5,7,6,5,8,8,5,3,2,8,8,1,2,1,1,-,3,9,7,3,2,4,3,3,6,3,4,5,2
S00136092,57.15732814,-2.160993085,173,92,81,6,12,10,-,5,2,13,11,15,15,19,9,3,17,6,6,8,2,7,6,3,7,6,-,3,2,4,3,9,8,10,4,3,10,5,4,3,2,4,4
S00136093,57.15804749,-2.145737957,118,56,62,6,10,5,-,-,1,10,21,16,14,5,4,11,2,4,2,2,-,1,4,2,4,4,-,-,-,5,6,9,9,5,1,8,1,3,-,-,-,-,2
S00136094,57.15773811,-2.104789422,89,36,56,5,8,9,3,2,5,7,6,1,10,10,4,5,4,3,3,5,-,-,-,2,1,3,3,2,1,2,3,1,5,3,2,3,3,-,2,2,-,-,-
S00136095,57.15716959,-2.178564606,62,31,28,1,2,5,1,-,-,-,1,4,3,4,6,2,4,9,13,2,6,1,2,1,1,3,-,-,-,-,-,-,3,1,4,-,1,6,8,1,3,-,2
S00136096,57.1571376,-2.123054189,153,81,72,5,6,8,1,-,1,18,14,6,18,14,5,6,7,2,7,5,5,5,14,2,5,4,-,-,1,12,8,4,9,3,-,3,2,1,5,3,5,6,9
S00136097,57.15800079,-2.090490746,158,76,82,12,9,2,-,-,6,46,29,27,10,10,2,1,-,-,-,-,-,-,-,7,6,2,-,-,2,26,10,13,6,2,1,1,-,-,-,-,-,-,-
S00136098,57.15798538,-2.152631193,94,52,43,6,4,-,1,1,2,4,7,3,5,5,6,7,10,8,10,5,5,-,2,3,1,-,-,1,2,1,2,3,3,3,4,4,7,6,5,3,2,-,-
S00136099,57.1571059,-2.151933273,147,71,76,10,8,10,2,1,1,7,16,14,9,10,10,6,15,2,12,6,3,3,2,6,2,4,2,-,1,3,9,6,5,4,6,3,7,2,5,4,-,1,1
S00136100,57.15737001,-2.124212121,195,76,117,9,3,8,1,-,2,27,19,23,25,17,6,26,9,4,8,4,2,3,1,4,-,2,-,-,2,9,11,14,7,9,3,4,4,1,4,2,2,-,-
S00136101,57.15765565,-2.142777368,102,55,50,2,3,7,-,2,1,4,10,6,4,11,6,7,12,5,12,3,2,5,4,-,1,4,-,-,1,4,4,3,4,5,1,4,5,3,7,-,2,3,3
S00136102,57.15292064,-2.084445275,109,56,53,6,3,1,-,2,3,30,17,19,11,8,2,1,1,-,1,2,2,-,-,2,-,-,-,-,3,21,9,14,1,4,-,1,-,-,1,-,-,-,-
S00136103,57.15726332,-2.147999588,92,45,47,2,3,4,2,4,-,1,4,4,13,4,21,5,3,6,4,3,7,3,1,-,4,3,2,-,-,2,2,2,7,1,11,1,-,3,2,-,4,2,1
S00136104,57.15684481,-2.109448522,102,33,69,-,-,-,-,-,7,32,14,6,6,5,2,4,4,2,3,6,4,-,3,-,-,-,-,-,1,10,6,4,2,2,-,1,-,1,2,1,3,-,1
S00136105,57.15734535,-2.101763167,149,91,61,7,16,10,-,-,14,30,17,15,15,9,6,3,4,1,4,-,-,1,-,3,7,6,-,-,13,21,11,8,9,6,2,-,3,-,1,-,-,1,-
S00136106,57.15766894,-2.101516093,110,61,43,21,7,5,1,3,1,11,14,12,14,4,2,4,2,3,2,-,-,-,-,10,6,3,-,3,1,8,8,8,6,1,2,3,2,1,-,-,-,-,-
S00136107,57.1568747,-2.094835541,125,65,60,4,1,4,-,1,3,54,11,9,4,5,7,-,3,2,1,3,3,3,-,3,2,1,-,-,4,32,6,5,1,2,4,-,1,2,-,-,-,3,-
S00136108,57.15725316,-2.14123845,154,82,68,5,10,7,1,6,1,8,8,13,14,9,6,7,8,8,8,13,7,8,5,2,8,6,-,2,1,5,5,7,9,2,4,3,8,6,4,6,4,6,2
S00136109,57.15726682,-2.17967264,113,57,53,7,6,8,1,-,-,2,2,14,5,8,4,8,7,9,11,6,3,4,4,2,3,4,1,1,-,2,2,9,2,5,2,4,5,6,4,4,-,1,2
S00136110,57.15695115,-2.129781547,85,41,44,2,2,5,-,1,2,1,1,3,1,4,3,6,2,8,9,10,10,6,9,1,1,1,-,1,1,-,1,4,-,2,1,3,-,6,3,4,3,3,6
S00136111,57.15739746,-2.103945383,115,43,74,-,2,4,-,-,10,34,13,13,7,11,4,2,5,-,2,1,3,-,2,-,-,-,-,-,7,13,4,4,2,2,2,-,-,-,-,-,1,-,2
S00136112,57.15730006,-2.181540785,139,74,65,5,16,12,-,5,4,6,4,6,17,12,9,6,10,10,9,8,3,-,-,-,9,3,-,2,4,3,2,3,12,5,5,2,5,6,7,5,1,-,-
S00136113,57.15761816,-2.172566027,85,41,44,1,3,3,-,2,-,3,11,3,2,3,4,11,12,10,2,7,1,6,1,-,-,1,-,1,-,1,2,1,2,1,4,6,8,2,1,7,1,4,1
S00136114,57.15695704,-2.092835543,159,86,71,6,3,5,4,-,4,53,32,12,16,8,2,4,4,3,-,4,-,1,-,3,-,3,-,-,3,35,18,6,6,4,4,3,1,2,-,4,-,-,-
S00136115,57.15723878,-2.110904397,129,67,62,7,4,-,-,-,-,47,27,4,14,2,5,4,5,2,3,4,-,-,1,3,2,-,-,-,-,30,14,1,10,-,4,1,-,-,2,1,-,-,1
S00136116,57.15729135,-2.112392327,87,36,51,8,5,7,-,1,-,14,12,6,4,2,9,6,-,3,3,1,2,-,2,4,2,3,-,1,-,7,6,2,2,-,4,3,-,2,1,1,-,-,2
S00136117,57.15684633,-2.107696281,100,44,56,1,2,-,-,-,-,15,22,17,4,6,3,7,2,6,5,3,2,2,4,-,2,-,-,-,-,11,13,3,1,2,3,1,-,2,1,3,-,-,-
S00136118,57.15721788,-2.155834999,84,43,38,3,7,10,5,4,-,2,3,8,8,8,5,-,6,3,5,2,1,-,4,2,2,5,5,-,-,2,1,5,5,4,1,-,3,1,1,-,1,-,4
S00136119,57.15721113,-2.14654467,86,46,46,7,5,5,-,3,-,10,5,9,6,11,4,10,4,2,4,2,-,3,4,3,2,3,-,1,-,6,3,-,3,6,-,7,-,-,4,1,-,3,1
S00136120,57.15654516,-2.168924314,90,51,39,5,4,8,-,1,1,4,8,2,9,4,5,7,8,6,5,9,3,5,3,5,2,4,-,1,-,1,5,1,5,4,2,4,5,3,2,2,1,5,2
S00136121,57.1569268,-2.118077762,126,66,60,7,3,4,1,1,3,6,7,14,6,7,6,13,8,10,12,5,9,1,-,4,-,2,1,1,1,4,5,7,2,3,3,10,1,6,2,4,6,-,-
S00136122,57.15696784,-2.102043149,121,51,70,5,-,1,-,-,3,36,13,27,10,8,4,11,6,1,-,2,-,-,-,2,-,-,-,-,2,22,4,10,1,2,1,1,3,-,-,2,-,-,-
S00136123,57.15558652,-2.129016376,155,84,73,6,6,15,-,5,3,14,9,4,9,8,14,14,13,16,4,6,3,5,1,6,1,2,-,-,3,8,8,-,6,5,7,5,8,8,2,4,3,3,1
S00136124,57.15725859,-2.172746189,82,43,41,6,4,6,-,-,1,6,11,7,5,7,1,3,5,7,6,3,2,3,-,4,-,2,-,-,-,2,7,3,2,5,1,1,2,2,3,2,2,3,-
S00136125,57.15676552,-2.184645915,102,50,50,4,5,3,2,1,2,5,3,6,10,2,1,6,9,15,12,4,5,1,-,1,2,3,1,1,-,2,-,6,4,1,-,1,5,10,8,-,5,-,-
S00136126,57.1567743,-2.143666618,88,50,38,-,2,2,-,-,-,1,4,5,3,3,1,4,4,12,9,6,9,14,12,-,2,2,-,-,-,-,2,-,-,1,-,3,-,5,4,4,5,12,11
S00136127,57.15716645,-2.16783612,145,71,74,2,17,11,-,-,4,4,12,10,12,8,3,17,10,15,10,2,3,-,6,-,9,6,-,-,1,1,3,6,7,3,1,11,5,4,5,2,2,-,3
S00136128,57.15711401,-2.109779933,70,36,35,5,-,1,-,-,5,16,19,7,6,5,-,5,2,-,2,-,1,-,-,1,-,1,-,-,3,9,9,1,3,-,-,5,2,-,1,-,1,-,-
S00136129,57.15667911,-2.123416335,103,58,45,8,4,1,2,-,-,2,7,7,13,3,4,13,4,12,2,9,2,6,-,6,4,1,-,-,-,1,6,5,6,1,2,6,2,9,2,3,1,4,-
S00136130,57.1570179,-2.157718657,74,37,33,2,-,8,-,-,1,2,8,3,10,12,-,6,3,3,5,6,-,-,6,1,-,6,-,-,-,-,6,2,8,5,-,1,1,1,3,3,-,-,4
S00136131,57.15577563,-2.098899133,81,30,51,-,-,-,-,-,2,15,8,15,7,4,8,4,5,3,5,2,-,5,-,-,-,-,-,-,-,5,2,8,3,2,5,-,2,2,3,-,-,2,-
S00136132,57.1569605,-2.160479035,84,51,33,3,3,4,1,1,-,2,-,4,-,1,4,4,4,10,9,12,10,-,6,2,1,4,-,1,-,2,-,4,-,1,3,2,-,6,3,6,5,-,5
S00136133,57.15615882,-2.225985255,117,58,59,10,7,7,3,1,3,6,11,8,10,11,10,9,2,1,4,3,4,6,-,2,6,5,1,2,-,4,4,5,5,4,6,5,1,-,-,3,3,6,-
S00136134,57.15671134,-2.172231186,92,53,39,7,7,6,-,-,-,4,4,6,9,4,5,1,3,4,12,6,7,4,2,6,5,-,-,-,-,-,2,7,3,4,4,1,-,2,4,3,6,1,2
S00136135,57.15625047,-2.100470786,83,46,30,2,-,1,-,-,7,12,7,5,9,4,4,5,1,3,9,6,3,-,-,1,-,1,-,-,5,12,4,2,4,4,1,3,-,3,2,4,-,-,-
S00136136,57.15659634,-2.164213351,74,43,31,4,7,1,-,1,1,3,4,6,7,2,4,6,7,4,8,-,3,-,1,1,2,1,2,1,1,4,-,7,4,2,2,4,3,2,5,-,1,-,1
S00136137,57.15660768,-2.147897782,97,48,46,6,7,6,-,-,1,5,9,10,8,4,3,5,11,5,4,5,5,2,1,3,1,2,-,-,1,4,6,7,5,3,-,3,4,2,1,4,3,-,1
S00136138,57.1557686,-2.178309893,83,53,30,-,-,-,-,-,-,-,-,-,-,-,1,-,3,7,6,18,8,13,25,-,-,-,-,-,-,-,-,-,-,-,1,-,2,4,5,10,4,9,17
S00136139,57.15655241,-2.149054695,82,55,27,1,-,-,-,-,-,-,-,1,-,1,-,1,3,11,8,13,12,13,12,1,-,-,-,-,-,-,-,1,-,1,-,-,3,7,-,10,8,9,13
S00136140,57.15579077,-2.175334571,121,69,52,5,7,2,2,-,2,11,8,6,5,4,8,10,9,12,11,6,2,1,1,2,4,2,2,-,1,5,5,2,3,3,4,7,6,6,9,5,2,-,2
S00136141,57.15665745,-2.117928127,71,37,37,-,2,2,-,1,-,15,6,7,6,10,5,3,4,3,1,-,-,-,-,-,-,-,-,1,-,10,3,-,1,5,2,1,3,2,1,-,-,-,-
S00136142,57.15659961,-2.10195948,120,51,71,8,3,3,-,1,7,38,13,12,10,4,8,5,4,1,1,2,3,-,-,6,1,-,-,-,1,20,4,5,5,1,4,-,1,-,-,2,2,-,-
S00136143,57.15632181,-2.121348845,67,35,32,4,-,-,-,-,-,3,11,11,5,5,3,1,5,6,1,5,1,2,1,-,-,-,-,-,-,-,7,3,2,3,3,-,3,3,-,3,2,-,1
S00136144,57.14311047,-2.071153706,141,75,66,4,-,5,-,-,1,5,11,8,13,14,5,17,10,13,15,9,6,4,6,3,-,1,-,-,1,4,4,8,7,6,1,9,-,7,7,2,4,4,3
S00136145,57.15577977,-2.104849992,293,146,146,6,6,10,-,4,75,65,52,37,9,8,7,2,1,3,-,5,-,-,-,4,2,5,-,-,39,37,24,13,8,4,4,1,-,2,-,2,-,-,-
S00136146,57.15668145,-2.111332519,112,48,64,-,3,5,-,2,-,28,17,10,8,10,6,4,5,5,3,2,-,2,-,-,2,3,-,-,-,15,8,4,6,6,2,1,-,4,-,-,-,1,-
S00136147,57.15640162,-2.154872797,69,37,31,3,3,1,1,2,3,5,4,5,10,5,6,10,6,2,4,-,1,-,-,-,1,1,1,-,1,1,1,5,4,6,3,5,4,2,2,-,-,-,-
S00136148,57.15589829,-2.181831452,97,53,44,4,1,9,-,2,4,3,5,5,7,3,7,3,4,17,12,1,2,1,-,1,1,6,-,2,1,-,4,5,3,3,7,4,2,10,6,2,2,-,-
S00136149,57.15595284,-2.154573374,80,41,40,3,5,6,-,-,1,2,1,12,5,4,2,6,8,14,5,-,3,1,4,-,2,2,-,-,-,-,1,6,-,1,2,4,5,6,4,-,1,1,1
S00136150,57.15621832,-2.116819194,113,64,49,5,2,8,-,2,2,12,15,6,19,11,16,8,2,4,2,3,2,-,-,2,2,4,-,1,2,8,14,4,9,2,2,5,1,-,2,1,2,-,-
S00136151,57.15479266,-2.182321912,74,40,34,3,2,3,2,1,1,1,-,3,13,1,5,8,6,5,11,5,5,-,1,3,2,-,-,1,-,1,-,3,5,1,3,3,1,2,5,4,3,-,-
S00136152,57.15629032,-2.157682494,84,47,37,10,3,4,1,-,2,4,4,5,4,11,6,7,8,12,5,2,-,2,2,2,-,2,-,-,-,-,4,2,3,4,5,7,5,8,2,2,-,2,2
S00136153,57.1564711,-2.093991453,76,34,42,1,-,-,-,-,-,31,23,6,5,-,-,1,2,1,-,-,-,-,-,1,-,-,-,-,1,17,9,3,2,-,-,1,1,-,-,-,-,-,-
S00136154,57.15635968,-2.109496677,116,55,62,7,5,-,-,2,5,29,8,25,6,5,4,2,5,2,7,3,1,-,-,5,-,-,-,1,6,13,3,12,2,4,2,3,-,-,3,3,1,-,-
S00136155,57.15454789,-2.227628383,117,63,52,4,6,4,-,2,3,3,-,3,6,4,6,11,4,7,12,7,8,10,19,3,4,-,-,3,-,2,-,2,4,2,1,7,1,4,6,4,5,6,11
S00136156,57.15352044,-2.119967736,123,60,63,9,11,9,-,-,1,3,10,12,16,17,7,2,3,3,8,6,3,-,1,5,6,2,-,-,1,4,6,7,5,10,3,2,1,3,5,1,-,-,-
S00136157,57.15604567,-2.10904943,60,27,33,2,4,1,-,-,1,17,7,10,9,5,-,2,-,1,1,-,-,-,-,-,4,1,-,-,-,12,2,4,1,2,-,2,-,-,1,-,-,-,-
S00136158,57.15557086,-2.184590364,133,68,62,3,2,9,-,1,3,1,5,7,6,7,3,10,9,14,6,13,10,10,15,1,-,6,-,1,2,1,-,4,2,4,2,4,5,7,5,5,4,8,9
S00136159,57.15575285,-2.183004378,90,46,44,6,3,4,-,-,1,3,5,5,7,6,3,3,11,10,7,5,3,4,-,2,4,3,-,-,1,-,2,5,4,-,3,1,6,6,3,1,3,2,-
S00136160,57.15595116,-2.176261024,77,39,38,1,-,1,1,-,-,3,6,7,3,5,2,8,3,4,7,10,6,2,2,-,-,-,1,-,-,3,2,2,1,4,-,5,2,-,5,3,3,2,2
S00136161,57.15512279,-2.164471289,107,55,52,8,6,9,-,4,3,8,4,7,6,10,9,7,4,12,1,3,2,4,2,3,-,2,-,-,-,4,4,5,4,5,5,5,3,7,1,2,2,-,2
S00136162,57.15494489,-2.148684564,124,55,69,3,5,1,1,-,3,11,11,2,11,6,8,5,12,11,6,4,7,5,4,2,4,-,-,-,1,4,5,2,2,4,2,1,4,10,2,3,5,1,3
S00136163,57.15577647,-2.166044559,71,28,41,2,3,4,-,-,2,4,2,9,10,5,6,3,5,1,10,3,3,1,1,1,-,2,-,-,1,2,1,8,4,1,-,1,3,-,3,1,3,-,1
S00136164,57.15606044,-2.147283974,84,47,40,6,6,3,2,2,3,6,7,6,10,6,9,6,3,3,7,4,4,-,-,4,1,3,-,2,4,2,5,4,5,1,2,4,2,2,3,2,4,-,-
S00136165,57.15596346,-2.167285166,62,35,28,1,3,4,-,-,2,7,5,4,5,5,6,4,2,4,2,3,1,-,-,-,1,4,-,-,1,4,1,-,4,1,1,1,1,4,2,3,1,-,-
S00136166,57.15581041,-2.100337349,66,23,42,-,1,2,2,-,4,9,6,3,4,8,4,7,7,6,3,-,2,3,-,-,-,-,-,-,3,3,-,-,3,5,-,1,3,-,3,-,-,3,-
S00136167,57.15595926,-2.149283729,83,47,36,-,-,-,-,-,-,-,-,-,-,-,-,2,6,3,7,15,11,16,27,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,5,7,7,7,17
S00136168,57.15561655,-2.116718113,106,63,43,6,1,3,-,2,1,22,14,10,9,10,7,4,5,3,3,6,2,1,-,4,1,2,-,2,1,15,10,6,3,7,4,-,1,2,1,2,2,-,-
S00136169,57.1559075,-2.168822222,70,33,33,8,6,-,1,3,1,3,8,5,4,3,4,5,5,3,2,2,-,1,1,3,3,-,1,1,-,1,4,5,2,-,1,1,2,1,1,2,-,-,1
S00136170,57.15617472,-2.093908048,72,31,41,-,-,-,-,-,-,27,17,8,5,2,2,2,3,2,2,5,-,1,2,-,-,-,-,-,-,13,6,3,1,1,1,1,1,2,2,4,-,-,-
S00136171,57.15616837,-2.090337486,68,37,30,4,3,4,-,-,2,10,12,8,8,6,-,2,2,6,-,-,-,-,-,2,-,4,-,-,2,6,5,4,5,3,-,-,2,5,-,-,-,-,-
S00136172,57.15570649,-2.095378037,83,27,56,1,1,-,-,-,3,28,23,7,3,8,3,2,2,-,1,-,-,-,4,1,-,-,-,-,2,11,4,4,2,2,-,-,-,-,-,-,-,-,4
S00136173,57.15551908,-2.093757612,63,32,31,-,1,-,-,-,5,20,16,4,-,3,5,2,1,2,5,1,-,-,-,-,1,-,-,-,5,10,8,1,-,-,2,1,-,-,5,1,-,-,-
S00136174,57.15609896,-2.086865959,131,69,64,3,1,1,-,-,3,32,54,15,6,4,7,1,4,1,-,-,-,-,-,2,1,1,-,-,3,20,24,6,3,4,3,1,1,-,-,-,-,-,-
S00136175,57.15607308,-2.151747199,78,32,46,8,3,5,-,-,4,5,7,6,6,6,4,7,2,5,4,1,6,2,-,4,2,3,-,-,2,1,2,4,3,2,-,5,2,3,-,1,1,1,-
S00136176,57.15517246,-2.17424067,139,63,76,5,12,10,4,2,1,6,4,9,14,12,11,10,15,5,3,4,5,-,3,2,4,4,-,-,-,4,2,7,8,9,2,6,7,1,2,3,4,-,3
S00136177,57.15538265,-2.171646453,97,54,43,2,3,5,-,7,-,5,4,2,8,7,10,5,8,7,3,5,4,7,2,2,3,3,-,2,-,-,1,2,4,5,7,2,4,3,2,2,2,6,1
S00136178,57.15553973,-2.090104529,104,45,57,1,-,2,-,1,2,10,23,14,7,8,4,10,3,6,4,5,-,4,-,1,-,1,-,1,-,8,4,6,4,2,1,7,-,4,2,2,-,-,-
S00136179,57.15579212,-2.088881914,101,46,50,1,-,3,-,-,-,13,16,16,8,3,7,10,6,3,7,9,1,-,-,1,-,1,-,-,-,7,5,6,3,-,4,4,4,3,3,5,-,-,-
S00136180,57.15608184,-2.085642679,128,59,70,-,1,-,-,-,-,27,47,24,8,8,6,2,-,-,3,2,-,-,-,-,1,-,-,-,-,20,21,7,3,2,2,-,-,-,1,1,-,-,-
S00136181,57.15354692,-2.110728033,65,27,39,-,-,3,-,1,3,5,9,10,4,11,4,8,3,1,-,-,-,-,-,-,-,1,-,1,-,1,4,5,-,5,2,3,-,-,-,-,-,-,-
S00136182,57.15504491,-2.162189828,120,65,55,7,5,9,5,3,-,5,4,9,11,8,5,11,10,6,4,6,5,2,4,3,-,7,2,-,1,2,1,6,7,6,3,5,7,3,2,5,2,1,-
S00136183,57.1550687,-2.157627699,121,64,62,12,2,4,3,-,1,6,11,13,13,4,4,8,12,6,3,1,3,2,4,6,1,2,1,1,-,2,5,7,8,3,3,6,6,3,-,1,3,2,2
S00136184,57.15501726,-2.155660433,125,59,66,8,3,5,2,5,3,7,8,7,7,7,8,14,19,6,5,6,-,2,2,4,4,3,-,1,3,3,4,3,3,2,3,7,9,1,4,2,-,-,-
S00136185,57.15588837,-2.092419604,98,54,44,4,3,-,-,-,5,43,12,20,6,1,3,-,-,-,2,1,-,-,-,3,2,-,-,-,1,26,4,12,3,-,3,-,-,-,2,-,-,-,-
S00136186,57.15571318,-2.10918069,103,54,49,3,-,-,-,-,2,29,24,11,11,6,1,7,4,2,1,-,1,-,-,-,-,-,-,-,2,20,13,8,4,4,1,-,2,-,-,-,-,-,-
S00136187,57.15535384,-2.159463739,100,52,48,3,6,8,2,3,-,3,5,6,7,6,1,7,8,8,7,8,4,3,-,1,2,2,2,1,-,3,2,3,3,5,1,4,3,5,4,3,1,1,-
S00136188,57.15550333,-2.090749111,61,29,32,5,-,-,2,-,2,8,9,16,-,3,5,1,5,3,1,1,1,-,-,-,-,-,-,-,-,2,6,9,-,-,2,1,3,1,-,-,-,-,-
S00136189,57.15527999,-2.100864866,93,45,48,3,3,-,-,-,4,22,18,15,4,1,5,8,1,3,3,-,-,1,2,1,2,-,-,-,2,12,9,6,2,1,1,4,-,-,1,-,-,1,1
S00136190,57.15552098,-2.091178934,80,40,40,-,-,-,-,-,1,24,23,13,5,3,6,2,2,1,2,2,-,1,-,-,-,-,-,-,1,12,11,6,2,-,2,-,-,-,-,2,-,1,-
S00136191,57.15512955,-2.108881429,110,54,58,7,4,2,-,-,11,26,25,16,8,9,1,-,-,3,-,-,-,-,-,2,2,2,-,-,4,11,12,10,3,2,-,-,-,3,-,-,-,-,-
S00136192,57.15521873,-2.109625537,146,67,75,7,3,7,1,-,3,28,38,25,17,9,2,1,3,-,1,-,-,-,-,4,1,3,1,-,3,17,11,11,5,2,-,1,4,-,1,-,-,-,-
S00136193,57.15521462,-2.103906186,127,65,62,8,4,1,-,1,4,50,25,7,9,8,6,1,-,2,-,1,1,-,-,5,-,1,-,-,1,30,13,3,4,3,1,-,-,2,-,-,1,-,-
S00136194,57.15510125,-2.11041862,137,52,85,9,3,-,-,-,1,29,18,26,13,8,7,8,10,6,3,-,-,-,-,2,2,-,-,-,1,13,10,8,4,-,2,5,5,-,-,-,-,-,-
S00136195,57.1548934,-2.101260525,385,214,175,-,-,1,-,6,164,136,37,12,11,7,4,5,3,1,-,1,-,-,2,-,-,1,-,3,93,81,15,4,4,5,2,1,-,-,-,-,-,-,2
