OA_Code,Latitude,Longitude,All people,"Female, All","Male, All","All people, 0 - 4","All people, 5 - 9","All people, 10 - 14","All people, 15","All people, 16 - 17","All people, 18 - 19","All people, 20 - 24","All people, 25 - 29","All people, 30 - 34","All people, 35 - 39","All people, 40 - 44","All people, 45 - 49","All people, 50 - 54","All people, 55 - 59","All people, 60 - 64","All people, 65 - 69","All people, 70 - 74","All people, 75 - 79","All people, 80 - 84","All people, 85 and over","Female, 0 - 4","Female, 5 - 9","Female, 10 - 14","Female, 15","Female, 16 - 17","Female, 18 - 19","Female, 20 - 24","Female, 25 - 29","Female, 30 - 34","Female, 35 - 39","Female, 40 - 44","Female, 45 - 49","Female, 50 - 54","Female, 55 - 59","Female, 60 - 64","Female, 65 - 69","Female, 70 - 74","Female, 75 - 79","Female, 80 - 84","Female, 85 and over"
S00135676,57.17259666,-2.132515574,73,41,32,2,-,-,-,-,1,5,4,8,6,7,10,3,7,4,4,6,3,-,1,2,-,-,-,-,1,4,-,2,4,5,8,-,6,2,1,2,3,-,1
S00135677,57.17228194,-2.141031261,76,28,52,7,7,4,-,1,4,9,6,6,8,3,6,7,6,3,2,-,-,-,-,3,3,3,-,1,4,1,-,4,4,1,-,1,4,-,2,-,-,-,-
S00135678,57.17214801,-2.123219923,104,62,42,6,7,3,-,1,4,3,7,11,10,8,9,10,8,4,8,2,-,-,-,4,7,1,-,1,3,1,5,4,4,3,10,5,6,2,4,2,-,-,-
S00135679,57.16798964,-2.102453904,77,38,39,4,4,1,-,2,2,7,2,8,5,5,4,9,11,4,6,6,1,-,2,2,-,-,-,2,2,4,-,3,2,3,5,5,5,2,2,4,-,-,2
S00135680,57.17210121,-2.157038803,114,57,57,6,9,9,2,2,2,3,1,9,12,7,6,10,10,6,4,4,6,2,3,3,6,3,2,-,2,3,1,5,5,3,3,5,5,3,1,3,4,-,-
S00135681,57.17252464,-2.092725832,120,61,59,6,9,5,-,2,5,7,11,13,12,11,7,6,14,1,2,-,3,3,5,1,4,3,-,2,2,7,6,9,7,4,5,2,6,-,1,-,2,-,2
S00135682,57.17200363,-2.188707496,87,43,44,4,10,3,1,2,2,2,4,5,12,5,4,11,-,6,5,4,7,-,-,-,4,-,-,2,1,-,3,3,7,1,2,8,2,2,3,-,5,-,-
S00135683,57.1720708,-2.119465674,101,45,56,5,12,3,1,-,5,4,11,11,12,4,6,8,8,3,5,4,1,2,3,2,6,1,1,-,1,1,2,6,5,-,3,2,3,3,3,1,-,2,3
S00135684,57.17138589,-2.112137525,70,24,46,-,-,-,-,-,-,11,2,8,9,3,11,6,6,5,4,2,2,3,2,-,-,-,-,-,-,4,1,2,1,2,-,4,2,4,1,1,2,3,-
S00135685,57.17223956,-2.161272989,152,80,68,10,24,5,3,-,-,3,6,16,20,4,5,13,8,7,4,6,12,3,-,5,10,2,3,-,-,-,3,9,8,2,3,7,3,5,3,4,5,1,-
S00135686,57.17222,-2.091666669,103,55,48,-,-,-,-,-,-,-,1,4,-,1,1,4,7,12,13,15,18,20,11,-,-,-,-,-,-,-,1,1,-,-,-,-,3,7,6,8,10,13,6
S00135687,57.17228692,-2.136533078,119,53,66,9,-,6,1,2,3,12,14,6,16,4,14,8,10,8,4,2,-,-,-,8,-,3,1,-,3,3,6,3,8,3,6,4,-,2,2,-,-,-,-
S00135688,57.17185027,-2.189136684,121,63,62,7,7,2,-,3,4,6,2,8,4,7,11,7,8,11,11,10,10,2,6,-,3,2,-,3,4,4,2,4,2,2,5,3,3,4,8,7,5,1,4
S00135689,57.17225588,-2.113645076,97,41,56,7,8,7,1,2,1,10,6,4,14,7,9,4,4,4,3,3,-,1,2,2,2,4,-,-,-,3,2,3,7,2,4,2,6,3,1,3,-,1,2
S00135690,57.17163992,-2.136745672,120,57,63,-,5,5,-,3,2,6,5,12,8,14,13,6,15,6,1,10,5,-,1,1,1,-,-,-,1,1,3,6,7,8,4,7,9,2,1,6,-,-,1
S00135691,57.17187743,-2.09331955,120,66,58,6,6,9,-,4,4,8,7,10,14,7,10,7,11,6,2,1,2,4,4,5,5,1,-,-,2,5,8,5,7,4,4,3,5,4,1,-,2,3,-
S00135692,57.1721586,-2.11194142,72,35,40,3,3,1,-,-,1,6,9,17,3,3,4,5,5,4,4,-,7,-,1,-,-,1,-,-,1,3,6,3,3,2,-,5,2,2,1,-,2,-,1
S00135693,57.17100312,-2.158753981,108,63,47,8,8,9,-,3,2,2,6,16,11,12,3,8,8,6,3,3,-,-,3,6,6,6,-,1,-,-,4,11,7,8,-,5,4,4,1,1,-,-,2
S00135694,57.17175753,-2.191054536,90,46,44,7,4,3,-,-,1,5,2,4,5,7,4,2,10,6,2,6,13,5,4,1,-,-,-,-,1,5,-,2,3,3,-,2,3,1,2,4,8,2,3
S00135695,57.17118412,-2.125945316,75,37,38,1,-,1,-,-,2,3,7,2,6,6,3,8,13,7,3,6,2,-,3,-,-,-,-,-,-,1,5,1,2,4,1,8,8,2,1,4,-,-,3
S00135696,57.17088743,-2.09579758,56,24,36,1,-,-,-,-,2,11,14,17,3,2,-,-,3,3,-,-,-,-,-,1,-,-,-,-,2,3,6,12,1,-,-,-,1,2,-,-,-,-,-
S00135697,57.17157344,-2.131718121,121,58,63,10,5,5,-,2,4,9,11,16,16,13,7,3,5,7,3,1,-,-,3,7,4,2,-,2,4,5,3,5,7,7,1,3,4,5,-,1,-,-,2
S00135698,57.16943938,-2.108973198,139,79,60,8,4,8,1,2,3,15,6,12,8,12,7,5,17,1,9,6,2,4,2,6,1,6,-,2,3,7,3,8,10,1,1,5,8,2,5,4,2,3,2
S00135699,57.17155201,-2.164990858,152,75,78,5,10,9,2,4,2,6,8,8,15,15,11,10,8,12,10,5,5,-,1,2,4,3,3,1,-,2,3,4,6,9,7,4,3,5,5,2,2,-,1
S00135700,57.17157921,-2.15052093,66,30,36,8,4,9,1,-,2,1,2,13,7,7,-,5,5,4,1,1,-,-,-,3,2,-,-,-,2,1,-,9,2,5,-,2,4,1,1,-,-,-,-
S00135701,57.17149504,-2.160442884,97,56,45,7,7,2,1,1,-,5,8,11,4,9,2,8,8,3,5,10,2,1,4,2,3,-,-,-,-,1,5,4,4,4,1,2,4,3,5,7,2,1,3
S00135702,57.17036408,-2.166639223,104,57,52,-,2,2,1,-,-,3,5,4,9,6,6,6,21,10,6,11,7,2,5,-,-,-,1,-,-,3,3,3,3,1,3,5,12,5,2,9,4,1,4
S00135703,57.17155686,-2.130395088,68,28,38,3,5,1,-,-,1,9,6,7,6,8,6,3,5,-,2,1,-,-,-,1,3,-,-,1,-,6,1,1,3,6,2,3,3,-,1,-,-,-,-
S00135704,57.17170356,-2.127501587,62,18,44,-,-,-,-,-,4,6,2,5,10,-,7,9,7,10,2,2,-,-,-,-,-,-,-,-,4,-,2,-,3,-,2,-,4,4,-,1,-,-,-
S00135705,57.17132615,-2.11848758,100,54,46,4,8,10,1,3,1,1,6,15,16,12,6,1,2,8,1,-,1,-,-,4,3,4,1,-,4,1,1,8,12,7,4,1,1,3,-,-,-,-,-
S00135706,57.17116253,-2.153380137,149,79,70,19,26,8,2,9,-,10,19,12,5,18,9,-,2,4,3,1,-,-,-,10,10,7,-,5,-,3,12,7,4,9,6,-,-,3,1,-,-,-,-
S00135707,57.17141,-2.141557123,65,35,32,6,4,4,-,-,2,3,3,10,8,2,1,9,8,4,1,2,-,-,-,3,3,2,-,-,2,-,2,6,3,4,1,2,4,4,-,2,-,-,-
S00135708,57.17129308,-2.093929945,125,59,66,11,9,4,-,2,2,13,11,8,10,9,13,4,4,1,2,4,7,6,-,4,4,1,-,1,-,12,4,6,2,6,5,5,1,1,1,1,2,5,-
S00135709,57.17119862,-2.160425061,122,64,58,14,16,8,2,4,1,9,6,12,13,3,7,5,8,3,9,3,2,-,1,7,3,6,2,1,1,6,2,7,7,4,2,4,4,3,5,1,1,-,1
S00135710,57.17078045,-2.116071453,70,39,34,2,7,5,4,2,4,1,7,1,6,6,5,5,5,7,3,-,-,-,-,2,3,4,-,-,2,1,4,1,4,2,4,4,-,3,2,-,-,-,-
S00135711,57.1710134,-2.125994345,90,42,48,6,4,2,1,1,1,15,9,18,6,5,3,9,2,1,4,-,-,1,-,3,2,3,1,1,-,6,3,15,1,3,-,4,-,-,-,-,-,1,-
S00135712,57.17069815,-2.151129205,135,65,65,5,6,15,3,6,6,2,8,7,5,11,20,7,12,6,8,1,1,-,1,1,5,6,1,2,-,-,5,5,7,10,10,2,6,1,3,1,1,-,1
S00135713,57.17119657,-2.13131989,85,39,43,8,6,5,-,1,3,7,9,7,8,8,-,6,5,4,3,-,3,-,-,4,1,2,-,1,2,3,5,8,2,3,-,3,1,1,2,-,2,-,-
S00135714,57.17114582,-2.136776919,120,62,59,5,2,1,-,3,4,9,9,14,7,8,4,6,18,10,5,2,3,2,2,3,2,-,-,4,1,4,6,10,2,3,2,3,9,6,4,-,-,1,2
S00135715,57.17103985,-2.165087794,117,66,51,8,7,5,2,3,1,2,4,7,8,5,6,15,8,9,4,8,6,4,1,7,7,2,1,4,1,1,2,7,5,4,2,5,6,6,1,2,4,3,-
S00135716,57.17064006,-2.122007712,121,63,60,3,9,1,1,-,3,8,19,10,9,5,10,12,6,5,6,6,5,1,-,1,6,1,1,-,4,6,12,3,6,4,2,5,3,1,3,3,2,2,-
S00135717,57.17036397,-2.128604922,108,52,58,4,5,3,1,-,-,15,9,20,11,14,10,6,3,4,5,2,2,-,2,2,4,-,-,-,-,9,4,6,5,6,5,3,3,2,2,2,-,-,1
S00135718,57.17083557,-2.141124965,71,35,36,4,5,1,2,-,4,11,6,3,3,6,4,4,5,7,3,2,1,1,1,3,1,1,2,-,2,5,3,1,2,3,-,2,4,1,-,2,1,-,1
S00135719,57.17082333,-2.118237915,183,108,75,17,15,27,3,1,5,13,13,13,15,10,15,11,11,8,5,-,-,-,-,7,8,17,1,1,4,10,7,6,5,7,8,6,11,4,3,-,-,-,-
S00135720,57.17045023,-2.169384703,204,100,104,11,13,10,-,6,4,12,15,9,11,11,10,11,15,15,13,17,17,6,-,8,7,3,-,2,3,4,6,5,4,6,4,8,6,6,7,12,12,-,-
S00135721,57.17057767,-2.161298815,161,84,77,16,3,10,3,5,-,13,16,10,10,10,9,17,13,14,6,5,6,2,2,7,3,9,1,1,-,5,5,7,3,7,5,10,6,7,3,4,3,-,-
S00135722,57.17115856,-2.115179642,75,40,35,6,6,5,4,2,1,9,10,4,5,1,4,14,4,4,-,-,2,-,-,5,4,-,1,2,1,2,6,2,3,1,1,7,-,1,-,-,2,-,-
S00135723,57.17101753,-2.112202555,77,45,32,-,8,7,-,-,-,-,2,4,10,2,4,5,1,4,11,3,2,2,4,-,6,3,-,-,-,-,3,-,8,2,1,5,1,2,6,2,2,2,2
S00135724,57.16927187,-2.141714298,88,46,42,3,5,10,3,3,3,4,-,5,4,7,7,6,6,7,4,4,2,1,1,-,1,7,2,3,2,1,-,5,3,-,5,4,4,1,3,2,1,1,-
S00135725,57.17035645,-2.151408932,128,55,73,10,18,13,1,6,5,7,7,9,9,10,4,6,10,10,5,3,2,-,1,-,15,2,1,-,-,2,2,5,4,3,3,4,6,6,-,-,2,-,-
S00135726,57.17031886,-2.145224077,169,89,80,14,28,11,2,2,3,9,11,15,22,9,15,6,8,7,2,1,1,1,-,8,10,7,-,2,4,5,5,7,15,3,7,5,4,1,2,-,1,-,-
S00135727,57.16922469,-2.107930789,135,68,65,6,21,8,-,1,5,8,12,13,15,16,13,-,4,2,-,-,-,1,2,1,14,3,-,1,6,8,6,9,10,7,6,1,2,1,-,-,-,1,1
S00135728,57.170246,-2.167614351,100,49,49,3,2,4,-,2,-,3,6,3,5,13,10,7,9,5,8,9,1,4,-,2,2,1,-,2,-,4,-,2,2,3,4,4,3,3,8,5,1,3,-
S00135729,57.17002626,-2.09422438,96,46,50,-,-,-,-,-,1,1,7,8,3,4,7,3,8,5,8,17,5,8,6,-,-,-,-,-,-,1,4,2,1,-,3,3,2,2,2,11,2,4,6
S00135730,57.17029468,-2.164770272,107,52,56,10,10,3,-,5,4,2,10,7,8,4,8,5,10,2,4,8,1,4,1,6,4,2,-,-,1,2,5,2,1,2,6,3,3,-,-,5,1,2,-
S00135731,57.17043157,-2.132689717,85,45,40,2,8,4,2,2,2,7,11,5,6,10,6,6,-,3,4,4,2,1,2,1,2,1,1,2,2,3,5,4,3,6,5,3,-,2,1,3,2,1,2
S00135732,57.16980428,-2.139566607,98,53,49,4,6,-,-,2,3,9,3,7,10,8,11,7,8,6,8,5,4,3,2,-,4,-,-,2,-,3,2,5,2,8,8,-,1,4,5,1,2,2,2
S00135733,57.169398,-2.115058402,84,40,44,7,4,6,1,3,1,7,5,15,8,4,-,5,3,5,5,-,1,1,-,1,1,4,1,2,1,2,4,6,6,3,-,3,1,3,1,-,-,1,-
S00135734,57.17011403,-2.096920058,192,85,107,7,4,-,-,2,30,33,26,27,18,6,6,2,9,3,6,4,2,2,3,4,-,-,-,-,17,20,4,13,6,1,2,2,7,1,4,2,1,4,3
S00135735,57.17013372,-2.125346422,102,52,50,8,4,5,-,4,2,7,8,12,6,5,8,4,6,4,10,3,1,1,-,8,3,2,-,4,2,3,3,5,4,-,3,4,4,-,4,-,-,-,-
S00135736,57.16792798,-2.100948998,81,38,43,-,-,1,-,-,2,6,6,10,6,7,2,6,7,7,7,3,3,4,3,-,1,1,-,-,2,5,4,5,-,7,-,2,2,4,1,1,-,1,3
S00135737,57.17008025,-2.115556622,89,55,34,5,9,7,-,-,-,6,7,10,12,7,9,9,4,4,1,1,-,-,-,-,7,4,-,-,-,2,5,5,8,4,9,2,-,3,1,1,-,-,-
S00135738,57.16920794,-2.164616605,185,94,91,17,19,22,1,1,4,17,11,8,11,16,9,7,12,14,5,5,1,-,1,8,6,8,-,-,3,7,9,8,7,8,9,4,5,9,2,2,-,-,1
S00135739,57.16976514,-2.11631631,120,58,62,16,12,13,-,3,2,10,5,14,12,7,9,7,2,3,1,-,1,-,-,11,4,4,-,1,2,7,4,4,6,4,-,5,-,3,-,-,1,-,-
S00135740,57.16886627,-2.142919871,98,50,48,4,7,8,2,1,-,-,11,5,12,6,4,4,8,8,5,1,4,1,-,3,2,5,2,1,-,-,6,-,4,5,2,2,6,-,2,3,3,1,-
S00135741,57.16980607,-2.137946047,69,36,33,3,7,1,-,2,1,3,4,8,7,3,3,2,2,5,4,4,1,5,-,3,2,-,-,1,1,2,1,4,5,2,1,-,1,3,1,2,1,4,-
S00135742,57.16929549,-2.136621248,99,51,48,12,3,1,1,3,-,4,13,11,10,3,4,7,7,7,2,2,6,-,2,8,3,-,1,-,-,3,6,7,4,3,2,2,4,3,-,1,4,-,2
S00135743,57.1700067,-2.150927941,100,51,49,8,12,13,1,-,4,-,5,5,5,15,7,10,10,2,4,5,-,-,-,5,2,5,1,-,-,-,3,4,2,6,2,2,5,1,4,-,-,-,-
S00135744,57.16962083,-2.15059564,98,51,47,4,10,6,-,3,3,7,3,5,5,16,4,11,4,7,2,1,-,-,-,1,3,5,-,2,3,2,1,3,6,8,4,7,4,4,-,1,-,-,-
S00135745,57.16908044,-2.136124371,116,66,48,10,2,4,1,-,-,12,8,16,12,4,4,6,3,8,5,7,5,-,-,7,2,-,1,-,-,8,7,10,5,2,1,4,1,7,5,3,3,-,-
S00135746,57.16960361,-2.134125404,61,35,26,7,1,2,-,-,-,9,4,2,3,6,4,4,5,4,1,-,3,-,3,4,1,-,-,1,-,3,4,1,1,4,5,2,4,4,1,-,3,-,1
S00135747,57.16985706,-2.16959696,90,47,39,2,7,4,2,1,2,2,5,4,5,8,4,4,8,6,9,9,8,-,-,1,3,2,-,2,2,2,1,1,-,5,3,2,7,3,5,8,3,-,-
S00135748,57.16719127,-2.138630771,121,59,62,2,4,11,1,1,2,3,4,11,8,8,11,9,11,7,11,5,2,5,3,3,2,6,-,1,2,-,3,5,5,5,4,4,3,6,8,3,2,1,-
S00135749,57.1700242,-2.143685026,63,15,48,-,-,-,1,-,2,13,3,8,6,2,10,8,4,1,3,-,1,-,-,-,-,-,-,-,-,6,1,-,-,-,1,1,1,1,1,-,1,-,-
S00135750,57.16909608,-2.129857253,101,53,48,1,4,6,1,4,-,5,7,5,7,5,8,15,12,4,2,3,4,3,-,-,1,3,1,4,-,4,2,3,4,4,4,9,5,4,-,1,3,2,-
S00135751,57.16973991,-2.123889886,120,58,62,2,11,4,-,1,1,5,12,11,10,8,9,10,11,13,10,5,4,-,-,2,7,-,-,-,1,2,7,8,4,3,4,2,7,6,4,1,1,-,-
S00135752,57.16921576,-2.117835905,92,40,56,9,10,7,1,1,-,4,8,8,10,6,10,8,7,-,3,-,-,-,-,4,5,5,-,1,-,-,4,1,6,5,7,-,1,-,1,-,-,-,-
S00135753,57.16934325,-2.094619506,97,42,53,1,6,-,-,-,2,20,16,9,9,6,6,6,3,3,-,4,2,-,-,-,6,-,-,-,2,3,6,3,6,3,5,4,-,2,-,4,-,-,-
S00135754,57.16833151,-2.147035204,119,70,49,7,15,10,4,2,2,8,7,16,-,6,4,10,4,8,3,6,5,1,1,3,7,4,2,-,2,5,5,16,-,5,1,9,3,3,1,5,2,1,-
S00135755,57.16955502,-2.120036312,166,81,85,8,18,25,3,7,8,7,10,15,19,24,14,7,3,2,-,-,2,1,1,4,11,14,-,3,1,3,5,9,10,9,9,-,-,2,-,-,-,1,-
S00135756,57.16939648,-2.125972298,86,42,44,-,-,2,2,2,8,11,11,3,7,-,8,5,7,3,7,4,4,1,-,-,-,-,-,2,8,8,5,-,4,-,2,4,3,-,3,3,2,1,-
S00135757,57.16852853,-2.122546424,111,48,67,8,7,3,1,1,5,2,8,9,6,13,7,10,6,4,11,8,1,1,1,3,-,-,-,-,5,-,1,3,2,6,3,4,3,1,9,-,1,-,1
S00135758,57.16957704,-2.156995011,108,57,51,1,5,5,-,3,3,5,3,3,6,5,2,4,2,12,20,13,7,12,3,1,-,5,-,2,-,1,1,1,6,3,2,-,1,12,8,4,4,8,1
S00135759,57.16926758,-2.160185177,83,45,41,8,15,12,2,3,2,6,2,11,6,1,4,6,1,2,1,-,1,-,-,2,9,5,-,3,-,5,-,7,4,-,4,3,-,1,1,-,1,-,-
S00135760,57.16929789,-2.116463665,72,33,36,1,8,7,1,3,3,3,3,7,8,8,6,2,4,7,-,-,-,-,-,1,4,3,-,-,2,-,1,4,6,3,3,-,4,4,-,-,-,-,-
S00135761,57.1694905,-2.161475972,114,65,48,10,13,12,2,3,4,4,7,11,10,8,12,2,5,4,3,4,1,-,-,12,6,5,-,1,-,-,5,4,8,5,4,2,6,3,1,2,-,-,-
S00135762,57.16877942,-2.091806954,110,61,49,5,7,6,-,2,2,11,6,11,11,7,6,4,11,17,4,3,2,-,2,1,5,2,-,2,-,10,4,7,6,4,5,2,3,7,3,-,-,-,-
S00135763,57.16879811,-2.131327906,86,47,38,3,1,4,1,-,1,7,18,6,4,6,4,2,1,1,5,9,9,1,-,3,1,1,1,-,1,4,8,4,5,2,2,1,1,1,4,6,5,-,-
S00135764,57.16877877,-2.163076851,103,60,43,7,6,10,1,2,1,6,3,10,7,8,7,7,3,10,4,5,2,3,-,3,4,7,1,2,-,3,1,6,8,8,2,4,3,8,1,4,2,2,-
S00135765,57.16901192,-2.093229631,141,71,70,6,9,4,-,5,3,14,16,22,8,10,14,8,7,5,6,3,-,-,2,4,5,5,-,5,2,4,9,13,3,5,6,5,5,4,-,2,-,-,-
S00135766,57.16916469,-2.124202144,103,44,60,4,5,1,1,1,2,10,14,8,6,7,4,10,7,4,5,9,2,3,-,3,3,-,2,-,2,4,4,1,4,3,1,2,5,1,5,4,2,1,-
S00135767,57.1687512,-2.149153472,137,71,66,13,12,16,2,3,7,5,10,7,18,6,10,9,9,3,4,3,3,2,1,6,5,7,1,2,3,2,3,5,11,3,5,5,4,1,-,2,3,1,-
S00135768,57.16799467,-2.143131464,218,116,102,15,23,36,6,8,5,18,8,22,8,17,6,14,15,4,6,4,2,-,2,6,10,17,4,8,5,11,6,14,4,10,3,6,7,-,4,-,1,-,2
S00135769,57.16831653,-2.159288128,130,67,63,8,8,9,4,-,3,10,8,8,16,4,11,11,10,7,6,4,-,-,1,4,7,1,-,-,-,5,5,7,9,1,6,5,6,1,4,2,-,-,1
S00135770,57.16909586,-2.111436061,111,57,56,3,11,4,-,1,2,20,9,2,11,12,8,7,6,1,7,-,1,-,1,2,7,1,-,1,2,8,3,1,7,9,-,3,3,-,3,-,1,-,1
S00135771,57.16875713,-2.108442037,124,59,65,7,7,6,-,3,2,13,10,15,19,6,8,6,7,4,6,5,2,1,-,3,4,2,-,3,1,8,4,7,10,4,6,2,1,2,4,-,-,-,-
S00135772,57.16847695,-2.167159867,185,92,93,7,12,14,1,5,4,7,10,11,15,10,10,18,15,16,13,13,4,-,-,3,5,4,1,2,1,1,6,7,8,5,6,8,12,7,7,8,3,-,-
S00135773,57.16760371,-2.112522899,171,95,76,17,19,14,3,4,13,27,9,23,10,8,11,8,-,4,1,-,-,-,1,6,10,4,2,2,9,17,6,14,8,4,7,3,-,2,1,-,-,-,1
S00135774,57.16848906,-2.150524888,78,38,40,5,4,7,1,6,3,5,2,2,8,10,4,7,7,9,3,-,-,-,-,4,-,3,-,1,5,1,2,-,8,5,3,4,4,3,1,-,-,-,-
S00135775,57.16887785,-2.114114232,189,105,84,25,15,15,5,1,5,20,20,38,14,6,4,8,5,7,3,1,1,-,-,11,4,10,3,-,3,12,10,22,8,3,2,6,-,3,3,1,-,-,-
S00135776,57.16879119,-2.129343568,96,49,46,4,4,3,3,3,3,6,9,5,7,8,6,6,16,1,4,-,3,1,-,1,1,1,1,2,5,1,5,5,4,4,2,3,13,1,-,-,4,-,-
S00135777,57.16912858,-2.156447416,159,86,73,6,10,8,2,3,1,11,6,2,8,5,12,9,10,15,8,11,7,8,17,2,4,4,-,3,-,4,3,1,5,3,7,3,4,7,5,6,4,6,11
S00135778,57.1690646,-2.094850297,75,39,36,4,5,6,-,4,2,8,7,8,4,5,6,-,4,4,4,4,2,-,-,2,3,1,-,1,-,6,4,4,2,6,2,-,4,1,3,1,-,-,-
S00135779,57.16857437,-2.138883995,110,61,49,7,2,1,-,1,5,5,13,16,2,6,6,4,5,13,7,8,4,4,9,3,2,1,-,1,5,3,6,7,2,2,4,2,5,8,1,3,1,3,4
S00135780,57.16822784,-2.117617791,105,56,49,7,8,13,1,3,-,5,9,10,17,5,12,7,5,5,1,-,-,-,-,5,8,7,1,-,1,2,5,4,8,2,4,4,-,1,2,-,-,-,-
S00135781,57.1683124,-2.169292234,134,73,61,10,9,16,2,1,2,7,7,10,9,10,3,7,10,10,10,4,1,2,-,6,6,9,-,1,1,5,4,4,5,5,-,2,7,7,3,3,1,1,-
S00135782,57.1669153,-2.136347891,96,44,48,7,2,1,-,1,1,5,7,8,5,-,5,8,12,7,7,7,3,7,6,5,2,-,-,1,1,2,5,2,3,-,4,4,7,3,2,3,-,4,5
S00135783,57.16884346,-2.090203125,158,72,83,11,10,3,-,3,3,7,18,4,9,15,19,15,6,10,12,7,7,2,1,5,8,2,-,3,-,2,6,3,4,3,7,8,5,4,6,3,4,-,-
S00135784,57.16888994,-2.160464654,89,45,44,3,9,7,4,1,1,5,3,5,5,10,7,8,3,5,6,2,-,1,-,3,4,3,-,-,1,2,-,2,-,6,6,4,-,3,2,1,-,-,-
S00135785,57.16838792,-2.119321484,66,27,36,-,1,4,-,3,3,11,1,-,8,10,5,4,7,4,3,-,-,-,-,-,1,3,-,2,-,4,-,-,3,5,3,-,4,3,1,-,-,-,-
S00135786,57.16794944,-2.151051829,162,94,67,12,18,21,4,5,4,14,12,4,8,14,18,8,11,5,6,-,1,2,-,4,11,7,-,5,3,4,9,3,4,6,11,5,6,1,4,-,1,1,-
S00135787,57.16861202,-2.110029054,60,30,29,1,3,4,1,1,2,7,6,2,7,4,3,2,5,2,1,4,1,2,2,1,3,2,1,-,-,2,1,1,4,2,1,-,1,2,1,-,-,2,-
S00135788,57.16801225,-2.172019236,105,54,51,3,4,5,-,4,4,4,8,8,5,9,1,12,11,4,8,8,4,2,2,1,2,1,-,3,-,2,5,5,1,3,1,10,6,4,4,1,5,2,2
S00135789,57.16773563,-2.170662039,101,60,41,7,10,5,-,2,-,-,5,4,11,7,7,2,6,8,7,3,3,4,2,5,6,4,-,-,-,-,4,6,5,4,2,2,7,6,5,5,3,2,1
S00135790,57.16830634,-2.120081864,115,56,59,5,10,6,3,4,5,12,11,9,19,9,8,2,7,3,1,2,1,-,1,2,6,6,-,4,3,6,5,4,7,6,3,2,4,2,1,1,-,-,1
S00135791,57.16810743,-2.089407617,165,64,102,7,6,9,-,-,6,14,20,13,12,13,19,13,18,8,11,1,-,2,-,-,2,7,-,-,-,10,2,5,8,4,7,3,12,2,7,-,-,2,-
S00135792,57.16805668,-2.118129851,102,47,59,6,8,15,4,4,4,3,1,3,14,10,11,10,3,2,3,-,-,2,-,4,-,7,1,4,2,3,1,1,7,5,5,2,2,-,2,-,-,-,-
S00135793,57.16806741,-2.11626136,99,48,48,3,10,9,1,8,-,3,3,4,12,14,11,11,5,4,3,-,1,-,-,1,6,6,1,5,-,1,-,3,4,5,4,5,2,-,2,-,1,-,-
S00135794,57.16454056,-2.220613259,151,78,73,6,8,13,3,6,2,7,6,8,7,11,16,21,16,9,5,6,3,2,2,5,3,7,-,2,-,3,3,2,2,8,9,12,12,3,2,3,3,1,2
S00135795,57.16784938,-2.108985045,92,49,43,5,6,4,1,1,2,11,4,11,8,4,5,6,6,6,10,1,2,1,-,5,2,3,1,-,2,5,-,9,6,2,1,5,4,4,4,-,2,-,-
S00135796,57.1680825,-2.128398558,107,58,49,10,6,3,-,2,1,6,9,7,13,2,7,8,9,7,5,5,1,-,5,2,4,2,-,-,1,6,5,2,9,1,-,5,8,3,3,3,-,-,3
S00135797,57.16718383,-2.099144626,211,111,100,6,4,6,2,4,22,55,26,24,12,17,11,8,11,5,2,2,1,-,-,6,4,5,2,4,10,32,7,15,2,5,6,3,5,2,3,1,1,-,-
S00135798,57.16835003,-2.111698384,77,40,37,-,2,3,-,1,3,16,6,8,7,5,5,3,5,4,2,3,3,-,-,-,1,1,-,-,3,9,3,3,6,2,2,-,1,3,-,1,3,-,-
S00135799,57.16655666,-2.143770761,201,111,89,10,22,18,7,11,5,13,8,13,9,18,8,11,12,16,5,5,2,2,1,6,12,10,4,6,1,5,6,6,11,10,5,8,6,9,2,2,2,2,1
S00135800,57.16750781,-2.128181602,109,57,51,5,5,7,2,5,1,5,2,12,6,4,9,8,9,6,7,4,2,3,2,1,2,2,2,3,1,6,-,6,4,2,6,5,9,4,-,-,2,2,2
S00135801,57.16742168,-2.163583463,78,43,34,3,5,4,2,1,3,2,6,6,9,12,4,2,7,3,3,4,1,-,-,3,4,3,2,1,3,2,4,6,2,2,4,-,3,1,2,1,1,-,-
S00135802,57.1669891,-2.095423698,84,46,38,4,6,5,1,-,2,12,5,11,6,6,4,6,1,3,1,1,3,1,3,-,5,5,1,-,-,6,1,7,2,2,5,1,3,2,1,1,2,-,1
S00135803,57.16662289,-2.140827792,102,51,51,7,5,5,2,3,2,9,7,2,6,8,7,12,7,4,3,7,1,2,7,4,-,4,1,-,-,-,7,2,2,3,2,5,7,3,2,1,-,2,4
S00135804,57.16736995,-2.168725719,109,53,52,3,9,3,2,-,3,5,5,7,4,7,1,7,6,14,14,11,4,-,1,-,6,3,-,1,2,3,2,-,3,4,1,5,2,6,5,6,2,-,-
S00135805,57.16786621,-2.099559845,73,36,37,2,-,-,-,-,-,12,8,8,4,1,2,4,8,6,2,2,8,6,-,2,-,-,-,-,-,4,4,5,2,1,-,5,3,2,2,-,5,5,-
