OA_Code,Latitude,Longitude
S00135705,57.17132614594912,-2.1184875795178337
S00135706,57.171162525873044,-2.1533801368812275
S00135707,57.17140999789141,-2.141557123018542
S00135708,57.17129307752088,-2.0939299447284627
S00135709,57.17119862023334,-2.160425060553874
S00135710,57.17078044646011,-2.116071452820349
S00135711,57.171013398599335,-2.125994345470003
S00135712,57.170698145445655,-2.151129205393658
S00135713,57.17119657177935,-2.1313198898926022
S00135714,57.171145817963804,-2.13677691878668
S00135715,57.17103985399448,-2.1650877942483304
S00135716,57.17064005981338,-2.1220077115464875
S00135717,57.17036397082061,-2.12860492199292
S00135718,57.1708355743148,-2.1411249652469486
S00135719,57.17082333487339,-2.1182379147639017
S00135720,57.17045022588026,-2.1693847034195057
S00135721,57.17057767242127,-2.1612988146074974
S00135722,57.17115855504048,-2.11517964246329
S00135723,57.17101752992867,-2.1122025546216108
S00135724,57.169271869344904,-2.1417142984931243
S00135725,57.17035645421497,-2.151408931885749
S00135726,57.17031886004741,-2.1452240773771516
S00135727,57.169224688008185,-2.1079307887720535
S00135728,57.17024599723268,-2.1676143511309314
S00135729,57.17002625605074,-2.0942243801051466
S00135730,57.170294683650965,-2.164770271845756
S00135731,57.17043157469264,-2.13268971659468
S00135732,57.16980427645912,-2.1395666071013433
S00135733,57.16939800179651,-2.1150584021405283
S00135734,57.17011402780718,-2.0969200580158933
S00135735,57.17013371618114,-2.1253464218001414
S00135736,57.16792797902266,-2.100948997864229
S00135737,57.1700802498639,-2.115556621696556
S00135738,57.16920794359826,-2.16461660480229
S00135739,57.16976514218788,-2.116316309754015
S00135740,57.16886626545434,-2.1429198705974253
S00135741,57.16980607124119,-2.137946046602879
S00135742,57.16929549265163,-2.136621247774585
S00135743,57.17000669791717,-2.150927941410255
S00135744,57.16962082919455,-2.1505956399933965
S00135745,57.169080441812085,-2.1361243708066535
S00135746,57.16960361112748,-2.1341254036741826
S00135747,57.16985706136089,-2.1695969603652814
S00135748,57.1671912656505,-2.13863077088499
S00135749,57.17002419582663,-2.143685025534803
S00135750,57.169096077885534,-2.129857253237325
S00135751,57.16973991390862,-2.123889886075962
S00135752,57.16921575963278,-2.1178359048395845
S00135753,57.169343251411064,-2.094619506310066
S00135754,57.16833150722925,-2.147035203945479
S00135755,57.16955502353092,-2.1200363121802517
S00135756,57.16939648353127,-2.1259722979892066
S00135757,57.168528532422215,-2.1225464241208383
